L,alfa,grilla,MV,alfa.GA,alfa.LN,alfa.LC,,
3,-3,7,-2.707190207,-2.478069461,-2.216445019,-2.72685553,,
3,-3,7.01,-2.705249798,-2.476835413,-2.214715912,-2.724520398,,
3,-3,7.02,-2.703314106,-2.475604294,-2.212991401,-2.722191386,,
3,-3,7.03,-2.70138311,-2.474376092,-2.211271468,-2.71986847,,
3,-3,7.04,-2.699456794,-2.473150795,-2.209556095,-2.717551627,,
3,-3,7.05,-2.697535136,-2.471928388,-2.207845264,-2.715240834,,
3,-3,7.06,-2.69561812,-2.47070886,-2.206138957,-2.712936069,,
3,-3,7.07,-2.693705725,-2.469492198,-2.204438991,-2.710637309,,
3,-3,7.08,-2.691797933,-2.468278389,-2.202739846,-2.708344531,,
3,-3,7.09,-2.689894726,-2.46706742,-2.201047007,-2.706057713,,
3,-3,7.1,-2.687996086,-2.46585928,-2.199358621,-2.703776833,,
3,-3,7.11,-2.686101994,-2.464653956,-2.197674673,-2.701501869,,
3,-3,7.12,-2.684212432,-2.463451435,-2.195995144,-2.699232798,,
3,-3,7.13,-2.682327382,-2.462251705,-2.194320017,-2.696969598,,
3,-3,7.14,-2.680446826,-2.461054755,-2.192649276,-2.694712249,,
3,-3,7.15,-2.678570746,-2.459860572,-2.190982904,-2.692460727,,
3,-3,7.16,-2.676699124,-2.458669144,-2.189320883,-2.690215011,,
3,-3,7.17,-2.674831943,-2.45748046,-2.187663197,-2.68797508,,
3,-3,7.18,-2.672969186,-2.456294507,-2.186009829,-2.685740912,,
3,-3,7.19,-2.671110834,-2.455111275,-2.184360764,-2.683512486,,
3,-3,7.2,-2.66925687,-2.45393075,-2.182715983,-2.68128978,,
3,-3,7.21,-2.667407278,-2.452752923,-2.181075472,-2.679072774,,
3,-3,7.22,-2.66556204,-2.45157778,-2.179439213,-2.676861446,,
3,-3,7.23,-2.663721138,-2.450405312,-2.17780719,-2.674655775,,
3,-3,7.24,-2.661884557,-2.449235511,-2.176179388,-2.672455741,,
3,-3,7.25,-2.660052278,-2.448068351,-2.174555791,-2.670261323,,
3,-3,7.26,-2.658224286,-2.446903836,-2.172936381,-2.6680725,,
3,-3,7.27,-2.656400564,-2.44574195,-2.21230086,-2.665889251,,
3,-3,7.28,-2.654581095,-2.444582682,-2.210660108,-2.663711556,,
3,-3,7.29,-2.652765862,-2.443426021,-2.209023507,-2.661539395,,
3,-3,7.3,-2.650954849,-2.442271956,-2.207391043,-2.659372748,,
3,-3,7.31,-2.64914804,-2.441120476,-2.205762699,-2.657211593,,
3,-3,7.32,-2.647345419,-2.42585944,-2.204138459,-2.655055911,,
3,-3,7.33,-2.645546969,-2.424643357,-2.20251831,-2.652905683,,
3,-3,7.34,-2.643752674,-2.423429938,-2.200902235,-2.650760887,,
3,-3,7.35,-2.641962519,-2.422219171,-2.199290188,-2.648621505,,
3,-3,7.36,-2.640176488,-2.421011046,-2.197682248,-2.646487517,,
3,-3,7.37,-2.638394564,-2.419805554,-2.196078306,-2.644358903,,
3,-3,7.38,-2.636616732,-2.418602683,-2.194478378,-2.642235642,,
3,-3,7.39,-2.634842977,-2.417402423,-2.192882449,-2.640117717,,
3,-3,7.4,-2.633073283,-2.416204765,-2.191290505,-2.638005108,,
3,-3,7.41,-2.631307635,-2.415009697,-2.189702531,-2.635897795,,
3,-3,7.42,-2.629546016,-2.413817211,-2.188118511,-2.633795759,,
3,-3,7.43,-2.627788413,-2.412627296,-2.186538433,-2.631698981,,
3,-3,7.44,-2.626034809,-2.411439941,-2.184962281,-2.629607442,,
3,-3,7.45,-2.62428519,-2.410255139,-2.18339004,-2.627521123,,
3,-3,7.46,-2.62253954,-2.409072877,-2.181821697,-2.625440006,,
3,-3,7.47,-2.620797845,-2.407893147,-2.180257237,-2.623364071,,
3,-3,7.48,-2.61906009,-2.406715957,-2.178696647,-2.6212933,,
3,-3,7.49,-2.61732626,-2.405541244,-2.177139911,-2.619227674,,
3,-3,7.5,-2.61559634,-2.404369051,-2.175587016,-2.617167175,,
3,-3,7.51,-2.613870316,-2.403199351,-2.174037948,-2.615111785,,
3,-3,7.52,-2.612148172,-2.402032135,-2.172492693,-2.613061484,,
3,-3,7.53,-2.610429896,-2.400867393,-2.170951237,-2.611016256,,
3,-3,7.54,-2.608715472,-2.399705117,-2.169413567,-2.608976081,,
3,-3,7.55,-2.607004886,-2.398545296,-2.167879668,-2.606940942,,
3,-3,7.56,-2.605298123,-2.397387921,-2.166349528,-2.604910821,,
3,-3,7.57,-2.60359517,-2.396232983,-2.164823133,-2.6028857,,
3,-3,7.58,-2.601896013,-2.395080474,-2.163300469,-2.60086556,,
3,-3,7.59,-2.600200637,-2.393928106,-2.161781522,-2.598850385,,
3,-3,7.6,-2.598509028,-2.392780541,-2.160266299,-2.596840156,,
3,-3,7.61,-2.596821174,-2.391635372,-2.15875473,-2.594834856,,
3,-3,7.62,-2.595137059,-2.390492589,-2.157246858,-2.592834468,,
3,-3,7.63,-2.59345667,-2.389352184,-2.15574265,-2.590838974,,
3,-3,7.64,-2.591779994,-2.388214148,-2.154242095,-2.588848356,,
3,-3,7.65,-2.590107017,-2.387078474,-2.152745178,-2.586862598,,
3,-3,7.66,-2.588437725,-2.385945152,-2.151251888,-2.584881683,,
3,-3,7.67,-2.586772106,-2.384814174,-2.149762211,-2.582905592,,
3,-3,7.68,-2.585110145,-2.383685531,-2.148276134,-2.58093431,,
3,-3,7.69,-2.583451829,-2.382559216,-2.146793644,-2.578967819,,
3,-3,7.7,-2.581797146,-2.381435219,-2.14531473,-2.577006102,,
3,-3,7.71,-2.580146082,-2.380313533,-2.143839378,-2.575049143,,
3,-3,7.72,-2.578498623,-2.379194148,-2.142367576,-2.573096925,,
3,-3,7.73,-2.576854758,-2.378077058,-2.140899311,-2.571149431,,
3,-3,7.74,-2.575214473,-2.376962253,-2.139434571,-2.569206644,,
3,-3,7.75,-2.573577755,-2.375849726,-2.137973344,-2.567268549,,
3,-3,7.76,-2.571944591,-2.374739469,-2.136515617,-2.565335129,,
3,-3,7.77,-2.570314968,-2.373631472,-2.135061378,-2.563406366,,
3,-3,7.78,-2.568688875,-2.372525729,-2.133610615,-2.561482246,,
3,-3,7.79,-2.567066298,-2.371422232,-2.132163315,-2.559562752,,
3,-3,7.8,-2.565447224,-2.370320971,-2.130719468,-2.557647868,,
3,-3,7.81,-2.563831642,-2.36922194,-2.12927906,-2.555737577,,
3,-3,7.82,-2.562219539,-2.368125131,-2.12784208,-2.553831864,,
3,-3,7.83,-2.560610902,-2.367030535,-2.126408516,-2.551930713,,
3,-3,7.84,-2.55900572,-2.365938145,-2.124978356,-2.550034108,,
3,-3,7.85,-2.557403979,-2.364847954,-2.123551589,-2.548142033,,
3,-3,7.86,-2.555805668,-2.363759952,-2.162086774,-2.546254473,,
3,-3,7.87,-2.554210775,-2.362674134,-2.1606394,-2.544371411,,
3,-3,7.88,-2.552619288,-2.361590491,-2.159195391,-2.542492833,,
3,-3,7.89,-2.551031194,-2.360509015,-2.157754738,-2.540618723,,
3,-3,7.9,-2.549446482,-2.359429699,-2.156317427,-2.538749066,,
3,-3,7.91,-2.54786514,-2.358352536,-2.154883448,-2.536883845,,
3,-3,7.92,-2.546287156,-2.357277518,-2.153452788,-2.535023046,,
3,-3,7.93,-2.544712519,-2.356204637,-2.152025438,-2.533166654,,
3,-3,7.94,-2.543141216,-2.355133886,-2.150601386,-2.531314653,,
3,-3,7.95,-2.541573236,-2.354065258,-2.149180619,-2.529467029,,
3,-3,7.96,-2.540008568,-2.352998745,-2.147763128,-2.527623766,,
3,-3,7.97,-2.5384472,-2.351934341,-2.146348902,-2.525784849,,
3,-3,7.98,-2.53688912,-2.350872037,-2.144937928,-2.523950264,,
3,-3,7.99,-2.535334318,-2.349811827,-2.143530197,-2.522119996,,
3,-3,8,-2.533782781,-2.348753703,-2.14212527,-2.520294029,,
3,-3,8.01,-2.532234499,-2.347697659,-2.140724418,-2.51847235,,
3,-3,8.02,-2.530689461,-2.346643686,-2.139326348,-2.516654944,,
3,-3,8.03,-2.529147654,-2.345591779,-2.137931477,-2.514841796,,
3,-3,8.04,-2.527609069,-2.34454193,-2.136539795,-2.513032891,,
3,-3,8.05,-2.526073694,-2.343494132,-2.13515129,-2.511228216,,
3,-3,8.06,-2.524541517,-2.342448378,-2.133765951,-2.509427755,,
3,-3,8.07,-2.523012529,-2.341404661,-2.132383769,-2.507631495,,
3,-3,8.08,-2.521486718,-2.340362974,-2.131004733,-2.50584344,,
3,-3,8.09,-2.519964074,-2.339323311,-2.129628832,-2.504055352,,
3,-3,8.1,-2.518444585,-2.338285664,-2.128256057,-2.502271425,,
3,-3,8.11,-2.516928241,-2.337250026,-2.126886395,-2.500491644,,
3,-3,8.12,-2.515415031,-2.336216392,-2.125519838,-2.498715994,,
3,-3,8.13,-2.513904945,-2.335184754,-2.124156375,-2.496944463,,
3,-3,8.14,-2.512397972,-2.334155106,-2.122795996,-2.495177037,,
3,-3,8.15,-2.510894101,-2.33312744,-2.12143869,-2.4934137,,
3,-3,8.16,-2.509393322,-2.332101751,-2.120084448,-2.491654441,,
3,-3,8.17,-2.507895625,-2.331078031,-2.118733259,-2.489899245,,
3,-3,8.18,-2.506400999,-2.330056275,-2.117385114,-2.488148099,,
3,-3,8.19,-2.504909434,-2.329036475,-2.116040002,-2.486400988,,
3,-3,8.2,-2.50342092,-2.328018625,-2.114697913,-2.4846579,,
3,-3,8.21,-2.501935446,-2.327002718,-2.113358838,-2.482918821,,
3,-3,8.22,-2.500453003,-2.325988749,-2.112022767,-2.481183738,,
3,-3,8.23,-2.49897358,-2.324976711,-2.110689689,-2.479452637,,
3,-3,8.24,-2.497497166,-2.323966597,-2.109359596,-2.477725506,,
3,-3,8.25,-2.496023753,-2.322958401,-2.108032477,-2.47600233,,
3,-3,8.26,-2.49455333,-2.321952117,-2.106708323,-2.474283097,,
3,-3,8.27,-2.493085887,-2.320947739,-2.105387124,-2.472567794,,
3,-3,8.28,-2.491621415,-2.319945259,-2.10406887,-2.470856407,,
3,-3,8.29,-2.490159902,-2.318944673,-2.102753552,-2.469148924,,
3,-3,8.3,-2.488701341,-2.317945973,-2.101441161,-2.467445332,,
3,-3,8.31,-2.487245721,-2.316949155,-2.100131687,-2.465745617,,
3,-3,8.32,-2.485793032,-2.315954211,-2.098825121,-2.464049768,,
3,-3,8.33,-2.484343264,-2.314961135,-2.097521453,-2.46235777,,
3,-3,8.34,-2.482896409,-2.313969922,-2.096220673,-2.460669612,,
3,-3,8.35,-2.481452456,-2.312980566,-2.094922774,-2.458985282,,
3,-3,8.36,-2.480011396,-2.31199306,-2.093627744,-2.457304765,,
3,-3,8.37,-2.478573219,-2.311007398,-2.092335576,-2.45562805,,
3,-3,8.38,-2.477137917,-2.310023575,-2.091046261,-2.453955124,,
3,-3,8.39,-2.475705479,-2.309041585,-2.089759788,-2.452285975,,
3,-3,8.4,-2.474275897,-2.308061422,-2.088476148,-2.450620591,,
3,-3,8.41,-2.472849161,-2.307083079,-2.087195334,-2.448958958,,
3,-3,8.42,-2.471425262,-2.306106552,-2.085917335,-2.447301065,,
3,-3,8.43,-2.47000419,-2.305131834,-2.084642144,-2.4456469,,
3,-3,8.44,-2.468585937,-2.304158919,-2.08336975,-2.44399645,,
3,-3,8.45,-2.467170494,-2.303187802,-2.082100145,-2.442349703,,
3,-3,8.46,-2.465763531,-2.302218477,-2.080833321,-2.440706647,,
3,-3,8.47,-2.464353383,-2.301250939,-2.079569268,-2.43906727,,
3,-3,8.48,-2.462946029,-2.300285181,-2.078307977,-2.437431561,,
3,-3,8.49,-2.461541461,-2.299321199,-2.077049441,-2.435799506,,
3,-3,8.5,-2.460139668,-2.298358986,-2.07579365,-2.434171095,,
3,-3,8.51,-2.458740643,-2.297398537,-2.074540595,-2.432546315,,
3,-3,8.52,-2.457344376,-2.296439846,-2.073290269,-2.430925155,,
3,-3,8.53,-2.455950857,-2.295482909,-2.072042661,-2.429307602,,
3,-3,8.54,-2.454560078,-2.294527718,-2.070797765,-2.427693646,,
3,-3,8.55,-2.453172029,-2.29357427,-2.069555571,-2.426083274,,
3,-3,8.56,-2.451786702,-2.292622558,-2.106977312,-2.424476476,,
3,-3,8.57,-2.450404088,-2.291672577,-2.105715261,-2.422873238,,
3,-3,8.58,-2.449024177,-2.290724322,-2.104455896,-2.421273551,,
3,-3,8.59,-2.447646961,-2.289777787,-2.103199208,-2.419677402,,
3,-3,8.6,-2.446272432,-2.271003561,-2.101945189,-2.41808478,,
3,-3,8.61,-2.44490058,-2.269999192,-2.10069383,-2.416495674,,
3,-3,8.62,-2.443531396,-2.268996647,-2.099445124,-2.414910072,,
3,-3,8.63,-2.442164872,-2.267995921,-2.098199061,-2.413327964,,
3,-3,8.64,-2.440801,-2.266997008,-2.096955648,-2.411749337,,
3,-3,8.65,-2.439439771,-2.265999901,-2.095714835,-2.410174181,,
3,-3,8.66,-2.438081175,-2.265004599,-2.094476656,-2.408602485,,
3,-3,8.67,-2.436725206,-2.264011093,-2.093241421,-2.407034237,,
3,-3,8.68,-2.435371853,-2.26301938,-2.092008125,-2.405469427,,
3,-3,8.69,-2.43402111,-2.262029453,-2.090777757,-2.403908044,,
3,-3,8.7,-2.432672967,-2.261041311,-2.089549976,-2.402350076,,
3,-3,8.71,-2.431327416,-2.260054942,-2.088324774,-2.400795512,,
3,-3,8.72,-2.429984448,-2.259070343,-2.087102146,-2.399244343,,
3,-3,8.73,-2.428644057,-2.258087511,-2.085882082,-2.397696557,,
3,-3,8.74,-2.427306233,-2.257106438,-2.084664574,-2.396152143,,
3,-3,8.75,-2.425970968,-2.256127122,-2.083449614,-2.39461109,,
3,-3,8.76,-2.424638254,-2.255149555,-2.082237196,-2.393073388,,
3,-3,8.77,-2.423308083,-2.254173734,-2.081027658,-2.391539027,,
3,-3,8.78,-2.421980447,-2.253199653,-2.07981995,-2.390007996,,
3,-3,8.79,-2.420655338,-2.252227306,-2.078615108,-2.388480283,,
3,-3,8.8,-2.419332748,-2.25125669,-2.077412776,-2.386955879,,
3,-3,8.81,-2.41801267,-2.250287799,-2.076212947,-2.385434773,,
3,-3,8.82,-2.416695095,-2.249320627,-2.075015613,-2.383916955,,
3,-3,8.83,-2.415380015,-2.248355171,-2.073820766,-2.382402415,,
3,-3,8.84,-2.414067423,-2.247391425,-2.072628399,-2.380891141,,
3,-3,8.85,-2.41275731,-2.246429383,-2.071436042,-2.379383125,,
3,-3,8.86,-2.41144967,-2.245469042,-2.070251077,-2.377878354,,
3,-3,8.87,-2.410144495,-2.244510397,-2.069066106,-2.37637682,,
3,-3,8.88,-2.408841776,-2.243553442,-2.067883586,-2.374878513,,
3,-3,8.89,-2.407541507,-2.242598172,-2.066703509,-2.373383421,,
3,-3,8.9,-2.40624368,-2.241644583,-2.065525867,-2.371891535,,
3,-3,8.91,-2.404948287,-2.240692671,-2.064350913,-2.370402845,,
3,-3,8.92,-2.40365532,-2.239742429,-2.063177863,-2.368917341,,
3,-3,8.93,-2.402364773,-2.238793854,-2.062007486,-2.367435013,,
3,-3,8.94,-2.401076638,-2.237846941,-2.060839755,-2.36595585,,
3,-3,8.95,-2.399790908,-2.236901685,-2.059673945,-2.364479844,,
3,-3,8.96,-2.398507575,-2.235958081,-2.058510767,-2.363006984,,
3,-3,8.97,-2.397226631,-2.235016125,-2.057349975,-2.361537261,,
3,-3,8.98,-2.395948071,-2.234075812,-2.056191561,-2.360070664,,
3,-3,8.99,-2.394671886,-2.233137138,-2.055035519,-2.358607184,,
3,-3,9,-2.393398069,-2.232200097,-2.053881841,-2.357146812,,
3,-3,9.01,-2.392126614,-2.231264685,-2.05273052,-2.355689537,,
3,-3,9.02,-2.390857512,-2.230330898,-2.051581551,-2.35423535,,
3,-3,9.03,-2.389590758,-2.229398731,-2.050434925,-2.352784242,,
3,-3,9.04,-2.388326343,-2.228468179,-2.049290635,-2.351336203,,
3,-3,9.05,-2.387064261,-2.227539238,-2.048148676,-2.349891223,,
3,-3,9.06,-2.385804506,-2.226611904,-2.047009039,-2.348449293,,
3,-3,9.07,-2.384547069,-2.225686172,-2.045871719,-2.347010403,,
3,-3,9.08,-2.383291944,-2.224762037,-2.044736709,-2.345574545,,
3,-3,9.09,-2.382039124,-2.223839496,-2.043604001,-2.344141708,,
3,-3,9.1,-2.380788603,-2.222918543,-2.042473589,-2.342711884,,
3,-3,9.11,-2.379540373,-2.221999174,-2.041345466,-2.341285064,,
3,-3,9.12,-2.378294428,-2.221081385,-2.040219626,-2.339861237,,
3,-3,9.13,-2.377050761,-2.220165172,-2.039096061,-2.338440395,,
3,-3,9.14,-2.375809366,-2.21925053,-2.037974767,-2.337022529,,
3,-3,9.15,-2.374570234,-2.218337455,-2.036855735,-2.335607629,,
3,-3,9.16,-2.373333361,-2.217425942,-2.035738959,-2.334195687,,
3,-3,9.17,-2.372098739,-2.216515988,-2.034624432,-2.332786693,,
3,-3,9.18,-2.370866361,-2.215608719,-2.033512149,-2.331380638,,
3,-3,9.19,-2.369636222,-2.214701807,-2.032402103,-2.329977514,,
3,-3,9.2,-2.368408314,-2.213796443,-2.031294286,-2.328577312,,
3,-3,9.21,-2.367182631,-2.212892623,-2.030188694,-2.327180021,,
3,-3,9.22,-2.365959166,-2.211990343,-2.029085318,-2.325785635,,
3,-3,9.23,-2.364737914,-2.211089598,-2.027984154,-2.324394143,,
3,-3,9.24,-2.363518867,-2.210190384,-2.026885194,-2.323005538,,
3,-3,9.25,-2.36230202,-2.209292697,-2.025788432,-2.321619809,,
3,-3,9.26,-2.361087365,-2.208396532,-2.024693862,-2.32023695,,
3,-3,9.27,-2.359874897,-2.207501886,-2.023601478,-2.318856949,,
3,-3,9.28,-2.358664609,-2.206608754,-2.022511274,-2.317479801,,
3,-3,9.29,-2.357456495,-2.205717132,-2.021423242,-2.316105494,,
3,-3,9.3,-2.356250548,-2.204827015,-2.020337377,-2.314734022,,
3,-3,9.31,-2.355046763,-2.203938401,-2.019253673,-2.313365374,,
3,-3,9.32,-2.353845133,-2.203051284,-2.018172124,-2.311999544,,
3,-3,9.33,-2.352645652,-2.20216566,-2.017092723,-2.310636522,,
3,-3,9.34,-2.351448314,-2.201281526,-2.016015464,-2.3092763,,
3,-3,9.35,-2.350253113,-2.200398877,-2.014940341,-2.307918869,,
3,-3,9.36,-2.349061474,-2.199517709,-2.013867349,-2.306564221,,
3,-3,9.37,-2.347870365,-2.198638019,-2.01279648,-2.305212348,,
3,-3,9.38,-2.346681389,-2.197759802,-2.01172773,-2.303863241,,
3,-3,9.39,-2.34549454,-2.196883054,-2.047713375,-2.302516892,,
3,-3,9.4,-2.344309811,-2.196007772,-2.046625594,-2.301173293,,
3,-3,9.41,-2.343127194,-2.195133951,-2.045539922,-2.299832435,,
3,-3,9.42,-2.341946682,-2.194261587,-2.044456354,-2.298494311,,
3,-3,9.43,-2.34076827,-2.193390677,-2.043374884,-2.297158912,,
3,-3,9.44,-2.33959195,-2.192521216,-2.042295506,-2.29582623,,
3,-3,9.45,-2.338417715,-2.191653201,-2.041218214,-2.294496256,,
3,-3,9.46,-2.337245558,-2.190786628,-2.040143002,-2.293168983,,
3,-3,9.47,-2.336075474,-2.189921493,-2.039069865,-2.291844403,,
3,-3,9.48,-2.334907455,-2.189057793,-2.037998797,-2.290522508,,
3,-3,9.49,-2.333741496,-2.188195522,-2.036929791,-2.28920329,,
3,-3,9.5,-2.33257759,-2.187334679,-2.035862843,-2.28788674,,
3,-3,9.51,-2.331415731,-2.186475257,-2.034797946,-2.286572851,,
3,-3,9.52,-2.330255911,-2.185617255,-2.033735095,-2.285261615,,
3,-3,9.53,-2.329098127,-2.184760668,-2.032674284,-2.283953024,,
3,-3,9.54,-2.32794237,-2.183905493,-2.031615507,-2.28264707,,
3,-3,9.55,-2.326788636,-2.183051727,-2.030558762,-2.281343746,,
3,-3,9.56,-2.325636917,-2.182199363,-2.029504038,-2.280043043,,
3,-3,9.57,-2.324487209,-2.1813484,-2.028451331,-2.278744955,,
3,-3,9.58,-2.323339506,-2.180498834,-2.027400637,-2.277449472,,
3,-3,9.59,-2.3221938,-2.179650661,-2.02635195,-2.276156588,,
3,-3,9.6,-2.321050088,-2.178803878,-2.025305263,-2.274866295,,
3,-3,9.61,-2.319908351,-2.17795848,-2.024260572,-2.273578585,,
3,-3,9.62,-2.318768611,-2.177114465,-2.023217871,-2.272293451,,
3,-3,9.63,-2.317630847,-2.176271828,-2.022177155,-2.271010885,,
3,-3,9.64,-2.316495051,-2.175430566,-2.021138418,-2.269730879,,
3,-3,9.65,-2.31536122,-2.174590676,-2.020101655,-2.268453427,,
3,-3,9.66,-2.314229347,-2.173752154,-2.019066861,-2.26717852,,
3,-3,9.67,-2.313099427,-2.172914996,-2.018034029,-2.265906151,,
3,-3,9.68,-2.311971455,-2.172079199,-2.017003155,-2.264636312,,
3,-3,9.69,-2.310845426,-2.17124476,-2.015974233,-2.263368997,,
3,-3,9.7,-2.309721333,-2.170411674,-2.014947259,-2.262104198,,
3,-3,9.71,-2.308599172,-2.169579939,-2.013922226,-2.260841908,,
3,-3,9.72,-2.307478938,-2.16874955,-2.012899129,-2.259582118,,
3,-3,9.73,-2.306360625,-2.167920505,-2.011877964,-2.258324823,,
3,-3,9.74,-2.305244228,-2.1670928,-2.010858725,-2.257070014,,
3,-3,9.75,-2.304129742,-2.166266432,-2.009841407,-2.255817685,,
3,-3,9.76,-2.303017162,-2.165441397,-2.008826002,-2.254567828,,
3,-3,9.77,-2.301906482,-2.164617692,-2.00781251,-2.253320436,,
3,-3,9.78,-2.300797697,-2.163795313,-2.006800922,-2.252075502,,
3,-3,9.79,-2.299690802,-2.162974257,-2.005791235,-2.250833019,,
3,-3,9.8,-2.298585793,-2.162154521,-2.004783442,-2.24959298,,
3,-3,9.81,-2.297482663,-2.161336102,-2.003777539,-2.248355377,,
3,-3,9.82,-2.296381408,-2.160518995,-2.002773521,-2.247120204,,
3,-3,9.83,-2.295282023,-2.159703198,-2.001771382,-2.245887453,,
3,-3,9.84,-2.294184503,-2.158888707,-2.000771118,-2.244657118,,
3,-3,9.85,-2.293088842,-2.15807552,-1.999772724,-2.243429192,,
3,-3,9.86,-2.291995037,-2.157263632,-1.998776194,-2.242203667,,
3,-3,9.87,-2.290903081,-2.156453041,-1.997781523,-2.240980538,,
3,-3,9.88,-2.289812969,-2.155643743,-1.996788707,-2.239759796,,
3,-3,9.89,-2.288724698,-2.154835735,-1.995797741,-2.238541435,,
3,-3,9.9,-2.287638262,-2.154029014,-1.994808619,-2.237325449,,
3,-3,9.91,-2.286553655,-2.153223577,-1.993821337,-2.23611183,,
3,-3,9.92,-2.285470874,-2.15241942,-1.99283589,-2.234900571,,
3,-3,9.93,-2.284389913,-2.151619986,-1.991852273,-2.233692282,,
3,-3,9.94,-2.283310768,-2.150818029,-1.990870481,-2.232487057,,
3,-3,9.95,-2.282233433,-2.150017369,-1.989890509,-2.231284146,,
3,-3,9.96,-2.281157904,-2.149218001,-1.988912352,-2.230083545,,
3,-3,9.97,-2.280084176,-2.148419921,-1.987936006,-2.228885245,,
3,-3,9.98,-2.279012244,-2.147623124,-1.986961466,-2.227689241,,
3,-3,9.99,-2.277942103,-2.146827607,-1.985988727,-2.226495527,,
3,-3,10,-2.27687375,-2.146033366,-1.985017783,-2.225304096,,
3,-3,10.01,-2.275807178,-2.145240396,-1.984048632,-2.224114942,,
3,-3,10.02,-2.274742384,-2.144448693,-1.983081267,-2.222928059,,
3,-3,10.03,-2.273679363,-2.143658253,-1.982115684,-2.22174344,,
3,-3,10.04,-2.272618109,-2.142869072,-1.981151878,-2.220561079,,
3,-3,10.05,-2.271558619,-2.142081146,-1.980189845,-2.219380971,,
3,-3,10.06,-2.270500888,-2.141294471,-1.97922958,-2.218203108,,
3,-3,10.07,-2.26944491,-2.140509043,-1.978271078,-2.217027484,,
3,-3,10.08,-2.268390682,-2.139724859,-1.977314334,-2.215854095,,
3,-3,10.09,-2.267338199,-2.138941923,-1.976359346,-2.214682932,,
3,-3,10.1,-2.266287457,-2.138160212,-1.975406106,-2.213513991,,
3,-3,10.11,-2.26523845,-2.137379733,-1.974454611,-2.212347265,,
3,-3,10.12,-2.264191175,-2.136600481,-1.973504857,-2.211182749,,
3,-3,10.13,-2.263145626,-2.135822453,-1.972556838,-2.210020436,,
3,-3,10.14,-2.2621018,-2.135045646,-1.97161055,-2.20886032,,
3,-3,10.15,-2.261059691,-2.134270055,-1.970665989,-2.207702395,,
3,-3,10.16,-2.260019296,-2.133495677,-1.96972315,-2.206496656,,
3,-3,10.17,-2.25898061,-2.132722508,-1.968782029,-2.205343096,,
3,-3,10.18,-2.257943628,-2.131950544,-1.967842621,-2.204191709,,
3,-3,10.19,-2.256908347,-2.131179782,-1.966904921,-2.203042491,,
3,-3,10.2,-2.255874761,-2.130410218,-1.965968926,-2.201895434,,
3,-3,10.21,-2.254842866,-2.129641258,-1.965034631,-2.200750533,,
3,-3,10.22,-2.253812658,-2.129112627,-1.964102032,-2.199607782,,
3,-3,10.23,-2.252784133,-2.128032125,-1.963171123,-2.198467176,,
3,-3,10.24,-2.251757287,-2.127343559,-1.962241901,-2.197328708,,
3,-3,10.25,-2.250732114,-2.126579515,-1.961314362,-2.196192374,,
3,-3,10.26,-2.249708611,-2.125817788,-1.9603885,-2.195058166,,
3,-3,10.27,-2.248686773,-2.125056509,-1.959464312,-2.19392608,,
3,-3,10.28,-2.247666596,-2.1242964,-1.958541793,-2.19279611,,
3,-3,10.29,-2.246648077,-2.123537458,-1.957620823,-2.19166825,,
3,-3,10.3,-2.24563121,-2.122779678,-1.956701745,-2.190542495,,
3,-3,10.31,-2.244615991,-2.122023058,-1.95578421,-2.189418839,,
3,-3,10.32,-2.243602417,-2.121267594,-1.954868326,-2.188297275,,
3,-3,10.33,-2.242590482,-2.120513282,-1.953954089,-2.1871778,,
3,-3,10.34,-2.241580184,-2.11976012,-1.953041497,-2.186060407,,
3,-3,10.35,-2.240571517,-2.119008104,-1.952130543,-2.184945091,,
3,-3,10.36,-2.239564478,-2.118257231,-1.951221225,-2.183831845,,
3,-3,10.37,-2.238559062,-2.117507523,-1.950313538,-2.182720666,,
3,-3,10.38,-2.237555266,-2.116758901,-1.949407478,-2.181611546,,
3,-3,10.39,-2.236553083,-2.116011437,-1.948503041,-2.180504482,,
3,-3,10.4,-2.235552513,-2.115265104,-1.982635317,-2.179399467,,
3,-3,10.41,-2.23455355,-2.114519896,-1.981712913,-2.178296495,,
3,-3,10.42,-2.23355619,-2.092557213,-1.98079213,-2.177195562,,
3,-3,10.43,-2.23256043,-2.091766396,-1.979872965,-2.176096663,,
3,-3,10.44,-2.231566264,-2.090976808,-1.978955412,-2.174999791,,
3,-3,10.45,-2.230573689,-2.090188446,-1.978039469,-2.173904942,,
3,-3,10.46,-2.229582701,-2.089401308,-1.97712513,-2.172812109,,
3,-3,10.47,-2.228593296,-2.088615391,-1.976212393,-2.171721289,,
3,-3,10.48,-2.227603244,-2.087830692,-1.975301253,-2.170632475,,
3,-3,10.49,-2.226617064,-2.087047208,-1.974391705,-2.169545663,,
3,-3,10.5,-2.225632454,-2.086264936,-1.973483746,-2.168460846,,
3,-3,10.51,-2.22464941,-2.085483874,-1.972577373,-2.167378021,,
3,-3,10.52,-2.223667927,-2.084704018,-1.97167258,-2.166297181,,
3,-3,10.53,-2.222688003,-2.083925367,-1.970769365,-2.165218322,,
3,-3,10.54,-2.221709633,-2.083147917,-1.969867722,-2.164141437,,
3,-3,10.55,-2.220732813,-2.082371666,-1.968967649,-2.163066523,,
3,-3,10.56,-2.21975754,-2.08159661,-1.968069141,-2.161993574,,
3,-3,10.57,-2.218783809,-2.080825843,-1.967172194,-2.160922585,,
