L,alfa,grilla,MV,alfa.GA,alfa.LN,alfa.LC,,
3,-3,3.4601,-3.986732712,-3.294215893,-2.634067182,-4.225914015,,
3,-3,3.4701,-3.979770888,-3.290058935,-2.67252983,-4.218505986,,
3,-3,3.4801,-3.972846649,-3.285926295,-2.667105168,-4.21112679,,
3,-3,3.4901,-3.965959695,-3.281817814,-2.661712981,-4.203776302,,
3,-3,3.5001,-3.959109733,-3.277733331,-2.656352988,-4.196454395,,
3,-3,3.5101,-3.95229647,-3.273672687,-2.651024908,-4.189160944,,
3,-3,3.5201,-3.945519616,-3.269635725,-2.645728462,-4.181895822,,
3,-3,3.5301,-3.938778885,-3.265622288,-2.640463511,-4.174658905,,
3,-3,3.5401,-3.93207399,-3.261632218,-2.63522919,-4.167450067,,
3,-3,3.5501,-3.925404651,-3.25766536,-2.630026093,-4.160269183,,
3,-3,3.5601,-3.918770587,-3.25372156,-2.624853519,-4.153116129,,
3,-3,3.5701,-3.912171522,-3.249800662,-2.619711214,-4.14599078,,
3,-3,3.5801,-3.90560718,-3.245902513,-2.614598927,-4.138893013,,
3,-3,3.5901,-3.89907729,-3.242026962,-2.653512485,-4.131822703,,
3,-3,3.6001,-3.892581582,-3.238173855,-2.648369315,-4.124779728,,
3,-3,3.6101,-3.886119788,-3.234343042,-2.643255751,-4.117763964,,
3,-3,3.6201,-3.879691643,-3.230534373,-2.638171549,-4.110775289,,
3,-3,3.6301,-3.873296885,-3.226747696,-2.633116466,-4.103813579,,
3,-3,3.6401,-3.866935252,-3.220437457,-2.628090261,-4.096878713,,
3,-3,3.6501,-3.860606488,-3.216608135,-2.623092696,-4.089970612,,
3,-3,3.6601,-3.854310337,-3.212800899,-2.618123533,-4.083089068,,
3,-3,3.6701,-3.848046545,-3.209015594,-2.613182537,-4.076234003,,
3,-3,3.6801,-3.841814861,-3.205252072,-2.608269476,-4.069405298,,
3,-3,3.6901,-3.835615037,-3.20150851,-2.603384117,-4.062602831,,
3,-3,3.7001,-3.829446826,-3.197787999,-2.598526234,-4.055826483,,
3,-3,3.7101,-3.823309983,-3.194088824,-2.5936956,-4.049076133,,
3,-3,3.7201,-3.817204266,-3.190410839,-2.633024463,-4.042351664,,
3,-3,3.7301,-3.811129435,-3.186753897,-2.62816239,-4.035652601,,
3,-3,3.7401,-3.805085254,-3.183117854,-2.623327333,-4.028978307,,
3,-3,3.7501,-3.799071485,-3.179502563,-2.61851886,-4.022329548,,
3,-3,3.7601,-3.793087896,-3.175907882,-2.613736851,-4.015706209,,
3,-3,3.7701,-3.78712113,-3.172333667,-2.60898109,-4.009108173,,
3,-3,3.7801,-3.781198818,-3.168779776,-2.60425136,-4.002535322,,
3,-3,3.7901,-3.775305867,-3.165246069,-2.599547451,-3.995987542,,
3,-3,3.8001,-3.769442052,-3.161732403,-2.594869158,-3.989464716,,
3,-3,3.8101,-3.763607325,-3.158238641,-2.590216279,-3.98296673,,
3,-3,3.8201,-3.757801087,-3.154764641,-2.585588615,-3.976493468,,
3,-3,3.8301,-3.752023341,-3.151310267,-2.58098597,-3.970044817,,
3,-3,3.8401,-3.746273874,-3.147875381,-2.576408148,-3.963620661,,
3,-3,3.8501,-3.740552478,-3.144459847,-2.57185509,-3.957220889,,
3,-3,3.8601,-3.734858946,-3.141063528,-2.611566437,-3.950845386,,
3,-3,3.8701,-3.729193074,-3.137686289,-2.60698162,-3.94449404,,
3,-3,3.8801,-3.72355466,-3.134327997,-2.602421121,-3.938166738,,
3,-3,3.8901,-3.717943504,-3.130988518,-2.597884749,-3.931863369,,
3,-3,3.9001,-3.712359566,-3.12766772,-2.593372316,-3.925583821,,
3,-3,3.9101,-3.706802451,-3.120613784,-2.588883635,-3.919327983,,
3,-3,3.9201,-3.701271933,-3.117251667,-2.584418523,-3.913095744,,
3,-3,3.9301,-3.695770155,-3.113908261,-2.579976797,-3.906886995,,
3,-3,3.9401,-3.690291733,-3.110583431,-2.575558277,-3.900701624,,
3,-3,3.9501,-3.684839518,-3.107277045,-2.571162783,-3.894539524,,
3,-3,3.9601,-3.679413312,-3.103988969,-2.566790138,-3.888400585,,
3,-3,3.9701,-3.674012916,-3.100719072,-2.562440165,-3.882334698,,
3,-3,3.9801,-3.668638131,-3.097467223,-2.558112691,-3.876241756,,
3,-3,3.9901,-3.663288758,-3.094233291,-2.553807543,-3.87017165,,
3,-3,4.0001,-3.657964599,-3.091017148,-2.549524549,-3.864124274,,
3,-3,4.0101,-3.65266546,-3.087818666,-2.545263543,-3.858099521,,
3,-3,4.0201,-3.647391427,-3.084637716,-2.585274482,-3.852097285,,
3,-3,4.0301,-3.642141611,-3.081474172,-2.580981927,-3.84611746,,
3,-3,4.0401,-3.636916318,-3.078327908,-2.576711109,-3.840159939,,
3,-3,4.0501,-3.631715333,-3.075198799,-2.572461862,-3.83422462,,
3,-3,4.0601,-3.626542793,-3.072086722,-2.568234025,-3.828311396,,
3,-3,4.0701,-3.621387427,-3.068991552,-2.564027436,-3.822420163,,
3,-3,4.0801,-3.616257093,-3.065913168,-2.559841936,-3.816550819,,
3,-3,4.0901,-3.611150949,-3.062851447,-2.555677368,-3.81070326,,
3,-3,4.1001,-3.606068484,-3.05980627,-2.551533574,-3.804877383,,
3,-3,4.1101,-3.601009366,-3.056777515,-2.547410401,-3.799073085,,
3,-3,4.1201,-3.595973353,-3.053764906,-2.543307388,-3.793290266,,
3,-3,4.1301,-3.590968789,-3.050768801,-2.539225304,-3.787528823,,
3,-3,4.1401,-3.585973868,-3.047788604,-2.535163079,-3.781788656,,
3,-3,4.1501,-3.581003836,-3.044824166,-2.531120871,-3.776069665,,
3,-3,4.1601,-3.576057397,-3.041875952,-2.527098533,-3.770371748,,
3,-3,4.1701,-3.571133774,-3.038943265,-2.523095921,-3.764694807,,
3,-3,4.1801,-3.566232498,-3.036026185,-2.563434905,-3.759038743,,
3,-3,4.1901,-3.561353257,-3.033124599,-2.559401199,-3.753403456,,
3,-3,4.2001,-3.556495829,-3.030238394,-2.555387009,-3.747788848,,
3,-3,4.2101,-3.551655652,-3.027368649,-2.551390873,-3.742194823,,
3,-3,4.2201,-3.546843919,-3.019654729,-2.547415167,-3.736621282,,
3,-3,4.2301,-3.542052008,-3.016742105,-2.543460038,-3.731068128,,
3,-3,4.2401,-3.537280575,-3.013844723,-2.539522521,-3.725535266,,
3,-3,4.2501,-3.532618131,-3.010963641,-2.535603825,-3.720022598,,
3,-3,4.2601,-3.527841541,-3.008096349,-2.531703814,-3.714530031,,
3,-3,4.2701,-3.523108291,-3.005243967,-2.527822355,-3.709057468,,
3,-3,4.2801,-3.518408362,-3.002406386,-2.523959316,-3.703604814,,
3,-3,4.2901,-3.513735445,-2.999583496,-2.520114566,-3.698171977,,
3,-3,4.3001,-3.509085854,-2.99677519,-2.516287975,-3.692758862,,
3,-3,4.3101,-3.504457808,-2.993980583,-2.512479416,-3.687365375,,
3,-3,4.3201,-3.499850201,-2.991201169,-2.50868876,-3.681991424,,
3,-3,4.3301,-3.495261959,-2.988436017,-2.504915859,-3.676636918,,
3,-3,4.3401,-3.490693562,-2.985685027,-2.501160631,-3.671301762,,
3,-3,4.3501,-3.486144822,-2.982948086,-2.497422932,-3.665985867,,
3,-3,4.3601,-3.482103585,-2.980225099,-2.493702641,-3.660689141,,
3,-3,4.3701,-3.477105654,-2.977515962,-2.534249087,-3.655411494,,
3,-3,4.3801,-3.472616267,-2.974820572,-2.530498301,-3.650152835,,
3,-3,4.3901,-3.468135395,-2.97213883,-2.526764745,-3.644913075,,
3,-3,4.4001,-3.46369081,-2.969470635,-2.523048298,-3.639692125,,
3,-3,4.4101,-3.459267658,-2.966815888,-2.519348843,-3.634489895,,
3,-3,4.4201,-3.454908078,-2.964174492,-2.515666262,-3.629306298,,
3,-3,4.4301,-3.450443957,-2.961546348,-2.51200044,-3.624141245,,
3,-3,4.4401,-3.4460637,-2.95893136,-2.508351262,-3.618994649,,
3,-3,4.4501,-3.441705951,-2.956329432,-2.504718614,-3.613866423,,
3,-3,4.4601,-3.437364099,-2.953740469,-2.501102382,-3.608756481,,
3,-3,4.4701,-3.433040435,-2.951164376,-2.497502457,-3.603664735,,
3,-3,4.4801,-3.428735137,-2.94860106,-2.493918727,-3.598591101,,
3,-3,4.4901,-3.424448792,-2.946050428,-2.490351082,-3.593535494,,
3,-3,4.5001,-3.42018274,-2.943512388,-2.486799414,-3.588497827,,
3,-3,4.5101,-3.415922797,-2.940986849,-2.483263616,-3.583478018,,
3,-3,4.5201,-3.411687396,-2.938473719,-2.479743581,-3.578475981,,
3,-3,4.5301,-3.407469402,-2.935972909,-2.476239204,-3.573491634,,
3,-3,4.5401,-3.403268296,-2.933484329,-2.472750381,-3.568524893,,
3,-3,4.5501,-3.39908668,-2.931007892,-2.469264101,-3.563575676,,
3,-3,4.5601,-3.394918263,-2.928543509,-2.465818979,-3.5586439,,
3,-3,4.5701,-3.390767923,-2.926091094,-2.50655921,-3.553729483,,
3,-3,4.5801,-3.386634666,-2.92365056,-2.503071531,-3.548832344,,
3,-3,4.5901,-3.382512233,-2.921221821,-2.499599046,-3.543952402,,
3,-3,4.6001,-3.378416636,-2.912801813,-2.496141656,-3.539089576,,
3,-3,4.6101,-3.37433432,-2.910328896,-2.492697559,-3.534243787,,
3,-3,4.6201,-3.370268064,-2.907867713,-2.489270081,-3.529414954,,
3,-3,4.6301,-3.366216633,-2.90541818,-2.485857404,-3.524602998,,
3,-3,4.6401,-3.362181618,-2.90298021,-2.482459429,-3.519807841,,
3,-3,4.6501,-3.358162159,-2.900553722,-2.479076061,-3.515029403,,
3,-3,4.6601,-3.354158349,-2.89813863,-2.475707206,-3.510267606,,
3,-3,4.6701,-3.350172692,-2.895734854,-2.47235277,-3.505522374,,
3,-3,4.6801,-3.346215294,-2.893342312,-2.469012658,-3.500793628,,
3,-3,4.6901,-3.342245099,-2.890960922,-2.465686779,-3.496081292,,
3,-3,4.7001,-3.338305073,-2.888590604,-2.462375042,-3.491385289,,
3,-3,4.7101,-3.33438023,-2.886231278,-2.459077355,-3.486706262,,
3,-3,4.7201,-3.330471406,-2.883882866,-2.45579363,-3.482046416,,
3,-3,4.7301,-3.326581491,-2.881543414,-2.452523776,-3.477402473,,
3,-3,4.7401,-3.322696812,-2.879216744,-2.449267706,-3.472774364,,
3,-3,4.7501,-3.318832683,-2.876900745,-2.446025332,-3.468162021,,
3,-3,4.7601,-3.314984168,-2.874595338,-2.442796568,-3.463565376,,
3,-3,4.7701,-3.311148555,-2.872300451,-2.439581328,-3.458984363,,
3,-3,4.7801,-3.30732874,-2.870016008,-2.436379526,-3.454418913,,
3,-3,4.7901,-3.303523582,-2.867741935,-2.477258321,-3.449818961,,
3,-3,4.8001,-3.299733005,-2.865478159,-2.474027848,-3.445284441,,
3,-3,4.8101,-3.295956931,-2.863224607,-2.470810684,-3.440765287,,
3,-3,4.8201,-3.292195281,-2.860981208,-2.467606746,-3.436261432,,
3,-3,4.8301,-3.28844721,-2.858747889,-2.46441595,-3.431772813,,
3,-3,4.8401,-3.284713728,-2.85652458,-2.461238216,-3.427299364,,
3,-3,4.8501,-3.280994247,-2.854311224,-2.458073355,-3.422841021,,
3,-3,4.8601,-3.27728864,-2.852107712,-2.454921606,-3.41839772,,
3,-3,4.8701,-3.273596785,-2.849914013,-2.451782571,-3.413969396,,
3,-3,4.8801,-3.269918593,-2.847730045,-2.448656277,-3.409555986,,
3,-3,4.8901,-3.266254023,-2.845555743,-2.445542645,-3.405157427,,
3,-3,4.9001,-3.262622979,-2.843391036,-2.442441598,-3.400773656,,
3,-3,4.9101,-3.259025696,-2.841235858,-2.439353059,-3.396404609,,
3,-3,4.9201,-3.25534678,-2.839090144,-2.436276952,-3.392050225,,
3,-3,4.9301,-3.251736138,-2.836953826,-2.4332132,-3.387710441,,
3,-3,4.9401,-3.248141097,-2.834826835,-2.430161729,-3.383385195,,
3,-3,4.9501,-3.244558086,-2.832709121,-2.427122465,-3.379074425,,
3,-3,4.9601,-3.240988401,-2.830600604,-2.424095334,-3.37477807,,
3,-3,4.9701,-3.237432551,-2.828501226,-2.421080263,-3.370496069,,
3,-3,4.9801,-3.233892692,-2.826410924,-2.418077179,-3.36622836,,
3,-3,4.9901,-3.2303568,-2.824329635,-2.41508601,-3.361974882,,
3,-3,5,-3.226874048,-2.822277976,-2.412136421,-3.357735574,,
3,-3,5.01,-3.223365945,-2.820214437,-2.409168753,-3.353510377,,
3,-3,5.02,-3.219883254,-2.818159728,-2.406212789,-3.349299229,,
3,-3,5.03,-3.216395902,-2.816113786,-2.447177078,-3.345102072,,
3,-3,5.04,-3.212928419,-2.814076551,-2.444193577,-3.340918843,,
3,-3,5.05,-3.209473377,-2.812047965,-2.44122167,-3.336749485,,
3,-3,5.06,-3.206030603,-2.802818143,-2.438261287,-3.332593936,,
3,-3,5.07,-3.20259962,-2.800740563,-2.435312361,-3.328452138,,
3,-3,5.08,-3.199181228,-2.798671564,-2.432374823,-3.324324031,,
3,-3,5.09,-3.195779995,-2.796611088,-2.429448608,-3.320209556,,
3,-3,5.1,-3.192383164,-2.794559074,-2.426533648,-3.316108654,,
3,-3,5.11,-3.189001253,-2.792515467,-2.423629878,-3.312021265,,
3,-3,5.12,-3.185631487,-2.790480209,-2.420737233,-3.307947331,,
3,-3,5.13,-3.182273607,-2.788453242,-2.417855648,-3.303886793,,
3,-3,5.14,-3.178927568,-2.78643451,-2.414985059,-3.299839592,,
3,-3,5.15,-3.175593328,-2.784423957,-2.412125403,-3.295805669,,
3,-3,5.16,-3.172270755,-2.782421527,-2.409276615,-3.291784966,,
3,-3,5.17,-3.168959801,-2.780427166,-2.406438634,-3.287753977,,
3,-3,5.18,-3.165660398,-2.778440819,-2.403611398,-3.283791123,,
3,-3,5.19,-3.16237248,-2.776462432,-2.400794845,-3.279801894,,
3,-3,5.2,-3.159095979,-2.774491951,-2.397988914,-3.275836118,,
3,-3,5.21,-3.155830831,-2.772529323,-2.395193545,-3.271893411,,
3,-3,5.22,-3.152576968,-2.770574495,-2.392408677,-3.267923738,,
3,-3,5.23,-3.149334328,-2.768627415,-2.389634251,-3.264005661,,
3,-3,5.24,-3.146102844,-2.766688031,-2.386870207,-3.260088997,,
3,-3,5.25,-3.142882454,-2.764756291,-2.384116488,-3.25618523,,
3,-3,5.26,-3.139673093,-2.762832145,-2.381373035,-3.25229435,,
3,-3,5.27,-3.136474699,-2.760915542,-2.378639791,-3.248416344,,
3,-3,5.28,-3.133287209,-2.759006431,-2.375916698,-3.244551202,,
3,-3,5.29,-3.130110562,-2.757104764,-2.373203699,-3.240698913,,
3,-3,5.3,-3.126944695,-2.75521049,-2.414169621,-3.23685947,,
3,-3,5.31,-3.123789549,-2.75332356,-2.411430239,-3.233032864,,
3,-3,5.32,-3.120645062,-2.75144408,-2.408700856,-3.229219089,,
3,-3,5.33,-3.117511174,-2.749571676,-2.405981418,-3.225418138,,
3,-3,5.34,-3.114387826,-2.747706475,-2.403271867,-3.221630008,,
3,-3,5.35,-3.111274959,-2.745848429,-2.40057215,-3.217804693,,
3,-3,5.36,-3.108172513,-2.74399749,-2.397882213,-3.214042192,,
3,-3,5.37,-3.105080431,-2.742153613,-2.395202001,-3.210292502,,
3,-3,5.38,-3.101998656,-2.74031675,-2.392559709,-3.206555622,,
3,-3,5.39,-3.098927128,-2.738486856,-2.389870539,-3.202825132,,
3,-3,5.4,-3.095865792,-2.736663886,-2.387219185,-3.199104613,,
3,-3,5.41,-3.092814592,-2.734847794,-2.384577344,-3.19539592,,
3,-3,5.42,-3.089772073,-2.733038535,-2.381944966,-3.191699001,,
3,-3,5.43,-3.086740959,-2.731236065,-2.379322,-3.18801019,,
3,-3,5.44,-3.083719814,-2.729440341,-2.376708393,-3.184335998,,
3,-3,5.45,-3.080708582,-2.727651317,-2.374104096,-3.180673337,,
3,-3,5.46,-3.077707209,-2.725868952,-2.371509058,-3.177022146,,
3,-3,5.47,-3.074715642,-2.724093203,-2.36892323,-3.173382367,,
3,-3,5.48,-3.071733826,-2.722324026,-2.366346562,-3.169753942,,
3,-3,5.49,-3.068761709,-2.720561379,-2.363779005,-3.16613681,,
3,-3,5.5,-3.065799238,-2.718805222,-2.361220511,-3.162530912,,
3,-3,5.51,-3.06284636,-2.717055512,-2.358671031,-3.158936189,,
3,-3,5.52,-3.059903024,-2.715312208,-2.356130517,-3.155352582,,
3,-3,5.53,-3.056969177,-2.713575269,-2.353598922,-3.15178003,,
3,-3,5.54,-3.05404477,-2.711844655,-2.351076199,-3.148218474,,
3,-3,5.55,-3.05112975,-2.710120326,-2.348562301,-3.144667853,,
3,-3,5.56,-3.048224068,-2.708402242,-2.346057181,-3.141128108,,
3,-3,5.57,-3.045327673,-2.706690364,-2.343560793,-3.137599178,,
3,-3,5.58,-3.042440515,-2.704984652,-2.341073092,-3.134131003,,
3,-3,5.59,-3.039562546,-2.703285067,-2.338594032,-3.130623521,,
3,-3,5.6,-3.036693717,-2.701591572,-2.379483615,-3.127126672,,
3,-3,5.61,-3.033833978,-2.699904127,-2.376979302,-3.123640395,,
3,-3,5.62,-3.030983282,-2.698222695,-2.374483547,-3.120164629,,
3,-3,5.63,-3.028141581,-2.687847727,-2.371996307,-3.116699311,,
3,-3,5.64,-3.025308827,-2.686110504,-2.369517536,-3.113244381,,
3,-3,5.65,-3.022484972,-2.684379248,-2.367047192,-3.109803764,,
3,-3,5.66,-3.019669971,-2.682653921,-2.36458523,-3.106374507,,
3,-3,5.67,-3.016863776,-2.680934487,-2.362131607,-3.10295581,,
3,-3,5.68,-3.014066342,-2.67922091,-2.359686269,-3.09954763,,
3,-3,5.69,-3.011277622,-2.677513153,-2.357249197,-3.096149921,,
3,-3,5.7,-3.008497572,-2.675811181,-2.354820336,-3.092762639,,
3,-3,5.71,-3.005726145,-2.674114958,-2.352399645,-3.089385739,,
3,-3,5.72,-3.002963297,-2.672424449,-2.349987082,-3.086019179,,
3,-3,5.73,-3.000208984,-2.670739619,-2.347582605,-3.082662913,,
3,-3,5.74,-2.997463161,-2.669060433,-2.345186174,-3.079316899,,
3,-3,5.75,-2.994725785,-2.667386858,-2.342797747,-3.075981094,,
3,-3,5.76,-2.991996812,-2.665718858,-2.340417284,-3.072655454,,
3,-3,5.77,-2.989276198,-2.664054264,-2.338044746,-3.069339938,,
3,-3,5.78,-2.9865639,-2.662397476,-2.335680093,-3.066034503,,
3,-3,5.79,-2.983859877,-2.660746168,-2.333323285,-3.062739108,,
3,-3,5.8,-2.981164086,-2.65910029,-2.330974282,-3.059453709,,
3,-3,5.81,-2.978476484,-2.657459808,-2.328634741,-3.056178267,,
3,-3,5.82,-2.97579703,-2.655824693,-2.326299538,-3.052912739,,
3,-3,5.83,-2.973125682,-2.654194913,-2.323973719,-3.049657085,,
3,-3,5.84,-2.9704624,-2.652570436,-2.321655552,-3.046411264,,
3,-3,5.85,-2.967807143,-2.650951232,-2.319344999,-3.043175237,,
3,-3,5.86,-2.965159869,-2.649337271,-2.317042021,-3.039948963,,
3,-3,5.87,-2.962520538,-2.64772852,-2.314746582,-3.036732402,,
3,-3,5.88,-2.959889112,-2.646124952,-2.312458645,-3.033525514,,
3,-3,5.89,-2.957265549,-2.644526534,-2.310178173,-3.030328262,,
3,-3,5.9,-2.954649811,-2.642933238,-2.307905129,-3.027140605,,
3,-3,5.91,-2.952041858,-2.641345033,-2.305639477,-3.023962506,,
3,-3,5.92,-2.949441651,-2.639761891,-2.303381181,-3.020793925,,
3,-3,5.93,-2.946849152,-2.638183781,-2.301130205,-3.017634826,,
3,-3,5.94,-2.944264322,-2.636610675,-2.341842019,-3.01448517,,
3,-3,5.95,-2.941687124,-2.635042544,-2.339566986,-3.01134492,,
3,-3,5.96,-2.939117519,-2.633479359,-2.337299205,-3.008214039,,
3,-3,5.97,-2.936555471,-2.631921092,-2.335038641,-3.00509249,,
3,-3,5.98,-2.93400094,-2.630367715,-2.332785259,-3.001980236,,
3,-3,5.99,-2.931453892,-2.628819198,-2.330539024,-2.998877243,,
3,-3,6,-2.928914288,-2.627275516,-2.328299902,-2.995783473,,
3,-3,6.01,-2.926382092,-2.625736639,-2.326067859,-2.992698891,,
3,-3,6.02,-2.923857269,-2.624202541,-2.323842862,-2.989623463,,
3,-3,6.03,-2.921339781,-2.622673194,-2.321624876,-2.986557152,,
3,-3,6.04,-2.918829593,-2.621148776,-2.319413868,-2.983499925,,
3,-3,6.05,-2.91632667,-2.619628832,-2.317209804,-2.980451748,,
3,-3,6.06,-2.913830977,-2.618113561,-2.315012653,-2.977412586,,
3,-3,6.07,-2.911342477,-2.616602935,-2.312822382,-2.974382407,,
3,-3,6.08,-2.908861137,-2.615096928,-2.310639698,-2.971361176,,
3,-3,6.09,-2.906386922,-2.613595514,-2.308462983,-2.968348861,,
3,-3,6.1,-2.903919797,-2.612098668,-2.306293023,-2.965345429,,
3,-3,6.11,-2.901459729,-2.610606363,-2.304129868,-2.962350849,,
3,-3,6.12,-2.899006683,-2.609118574,-2.301973451,-2.959365088,,
3,-3,6.13,-2.896560626,-2.607635276,-2.299823734,-2.956388115,,
3,-3,6.14,-2.894121524,-2.606156442,-2.297680681,-2.9533699,,
3,-3,6.15,-2.891689344,-2.604682049,-2.295544259,-2.95041041,,
3,-3,6.16,-2.889264054,-2.603212072,-2.293414437,-2.947459616,,
3,-3,6.17,-2.88684562,-2.601746486,-2.291291182,-2.944517488,,
3,-3,6.18,-2.884434009,-2.600285266,-2.289174465,-2.941583996,,
3,-3,6.19,-2.88202919,-2.598828388,-2.287064253,-2.938659111,,
3,-3,6.2,-2.879631131,-2.597375829,-2.284960518,-2.935742805,,
3,-3,6.21,-2.877239799,-2.595927564,-2.282863228,-2.932835048,,
3,-3,6.22,-2.874855163,-2.594483571,-2.280772355,-2.929935812,,
3,-3,6.23,-2.872477191,-2.593043824,-2.278685423,-2.927045071,,
3,-3,6.24,-2.870105852,-2.591608302,-2.276609739,-2.924162514,,
3,-3,6.25,-2.867741116,-2.59017698,-2.274537938,-2.921285494,,
3,-3,6.26,-2.86538295,-2.588749837,-2.272472436,-2.918416717,,
3,-3,6.27,-2.863031325,-2.587326848,-2.270413205,-2.91555615,,
3,-3,6.28,-2.86068621,-2.585907992,-2.268360216,-2.91270376,,
3,-3,6.29,-2.858347574,-2.584493247,-2.26631344,-2.909859513,,
3,-3,6.3,-2.856015388,-2.583084784,-2.264272851,-2.907023377,,
3,-3,6.31,-2.853689622,-2.581678038,-2.262238419,-2.904195318,,
3,-3,6.32,-2.851370247,-2.580275346,-2.260210118,-2.901375305,,
3,-3,6.33,-2.849057231,-2.578876687,-2.300608174,-2.898563304,,
3,-3,6.34,-2.846750548,-2.577482037,-2.298556767,-2.895759284,,
3,-3,6.35,-2.844450166,-2.576091374,-2.296511431,-2.892963212,,
3,-3,6.36,-2.842156058,-2.574704691,-2.29447214,-2.890175057,,
3,-3,6.37,-2.839868195,-2.562361033,-2.292438867,-2.887394787,,
3,-3,6.38,-2.837586548,-2.560911708,-2.290411584,-2.88462237,,
3,-3,6.39,-2.835311089,-2.559466347,-2.288390267,-2.881857775,,
3,-3,6.4,-2.833041789,-2.558024932,-2.286374887,-2.87910097,,
3,-3,6.41,-2.830778621,-2.556589563,-2.284365419,-2.876351925,,
3,-3,6.42,-2.828521557,-2.555155843,-2.282361837,-2.873610608,,
3,-3,6.43,-2.826270569,-2.553726012,-2.280364115,-2.870876989,,
3,-3,6.44,-2.82402563,-2.552300055,-2.278372227,-2.868151037,,
3,-3,6.45,-2.821786712,-2.550877951,-2.276386147,-2.865432721,,
3,-3,6.46,-2.819553789,-2.54945968,-2.27440585,-2.862722013,,
3,-3,6.47,-2.817326833,-2.548045218,-2.272431311,-2.86001888,,
3,-3,6.48,-2.815105818,-2.546634554,-2.270462505,-2.857323294,,
3,-3,6.49,-2.812890718,-2.545227664,-2.268499407,-2.854635224,,
3,-3,6.5,-2.810681505,-2.54382457,-2.266541991,-2.851954642,,
3,-3,6.51,-2.808478153,-2.542425129,-2.264590234,-2.849281517,,
3,-3,6.52,-2.806280637,-2.541029445,-2.262644111,-2.846615819,,
3,-3,6.53,-2.80408893,-2.539637459,-2.260703597,-2.843957521,,
3,-3,6.54,-2.801903008,-2.538249152,-2.258768669,-2.841306593,,
3,-3,6.55,-2.799722843,-2.536864506,-2.256839302,-2.838663007,,
3,-3,6.56,-2.797548411,-2.535483535,-2.254915472,-2.836026732,,
3,-3,6.57,-2.795379686,-2.534106122,-2.252997156,-2.833397742,,
3,-3,6.58,-2.793216644,-2.532732347,-2.251084331,-2.830776007,,
3,-3,6.59,-2.791059259,-2.53136216,-2.249176972,-2.8281615,,
3,-3,6.6,-2.788907507,-2.529995543,-2.247275057,-2.825554193,,
3,-3,6.61,-2.786761362,-2.528632478,-2.245378562,-2.822954057,,
3,-3,6.62,-2.784620801,-2.527272947,-2.243487464,-2.820361064,,
3,-3,6.63,-2.7824858,-2.525916935,-2.241601741,-2.817775188,,
3,-3,6.64,-2.780356333,-2.524564422,-2.239721369,-2.815196402,,
3,-3,6.65,-2.778232376,-2.523215392,-2.237846327,-2.812624676,,
3,-3,6.66,-2.776113907,-2.521869828,-2.235976592,-2.810059986,,
3,-3,6.67,-2.774000901,-2.520527713,-2.234112141,-2.807502303,,
3,-3,6.68,-2.771894192,-2.51918903,-2.232252952,-2.804951602,,
3,-3,6.69,-2.769792046,-2.517853764,-2.230399003,-2.802407855,,
3,-3,6.7,-2.767695293,-2.516521896,-2.228550273,-2.799871036,,
3,-3,6.71,-2.765603908,-2.515193411,-2.226706739,-2.797341119,,
3,-3,6.72,-2.76351787,-2.513868293,-2.22486838,-2.794818078,,
3,-3,6.73,-2.761437156,-2.512546525,-2.223035175,-2.792301887,,
3,-3,6.74,-2.759361742,-2.511228092,-2.221207102,-2.78979252,,
3,-3,6.75,-2.757291607,-2.509912977,-2.219384139,-2.787289952,,
3,-3,6.76,-2.755226727,-2.508601165,-2.259371379,-2.784794157,,
3,-3,6.77,-2.75316708,-2.507292641,-2.257526252,-2.782305111,,
3,-3,6.78,-2.751112645,-2.505987388,-2.255686189,-2.779822787,,
3,-3,6.79,-2.749063398,-2.504685391,-2.253851169,-2.777347162,,
3,-3,6.8,-2.747019319,-2.503386635,-2.252021171,-2.774878211,,
3,-3,6.81,-2.744980385,-2.502091105,-2.250196174,-2.772415908,,
3,-3,6.82,-2.742946575,-2.500798785,-2.248376158,-2.769960231,,
3,-3,6.83,-2.740917867,-2.499509661,-2.246561103,-2.767507118,,
3,-3,6.84,-2.73889424,-2.498223718,-2.244750989,-2.765064319,,
3,-3,6.85,-2.736875672,-2.496940941,-2.242945795,-2.762628053,,
3,-3,6.86,-2.734862143,-2.495661315,-2.241145501,-2.760198214,,
3,-3,6.87,-2.732853631,-2.494384825,-2.239350088,-2.75777482,,
3,-3,6.88,-2.730850115,-2.493111458,-2.237559536,-2.755357879,,
3,-3,6.89,-2.728851575,-2.491841199,-2.235773825,-2.752947367,,
3,-3,6.9,-2.72685799,-2.490574033,-2.233992935,-2.750543259,,
3,-3,6.91,-2.724869339,-2.489309947,-2.232216848,-2.74814553,,
3,-3,6.92,-2.722885603,-2.488048927,-2.230445544,-2.745754157,,
3,-3,6.93,-2.72090676,-2.486790958,-2.228679003,-2.743369114,,
3,-3,6.94,-2.718932791,-2.485536026,-2.226917207,-2.740990379,,
3,-3,6.95,-2.716963675,-2.484284118,-2.225160138,-2.738617928,,
3,-3,6.96,-2.714999393,-2.483035221,-2.223407775,-2.73625771,,
3,-3,6.97,-2.713039925,-2.48178932,-2.2216601,-2.73389787,,
3,-3,6.98,-2.711085251,-2.480546402,-2.219917095,-2.731544242,,
3,-3,6.99,-2.709135351,-2.479306453,-2.21817874,-2.729196803,,
