L;n;alfa.MV;alfa.GA;alfa.LN;alfa.LC
3.21;9;-2.212714198;-3.461696948;-2.715343714;-1.781922377
3.21;9;-20;-6.039387087;-3.532175968;-20
3.21;9;-9.229840713;-19.99140108;-2.267086455;-20
3.21;9;-20;-4.233584169;-1.587622832;-20
3.21;9;-20;-11.32108269;-1.709507245;-20
3.21;9;-6.413185125;-4.487006947;-11.4193524;-2.444376162
3.21;9;-20;-8.379262884;-20;-20
3.21;9;-5.57191766;-2.71442956;-3.235324569;-6.858849698
3.21;9;-14.52260689;-9.083631109;-20;-2.675294948
3.21;9;-20;-2.435289958;-1.745770851;-20
3.21;9;-3.535308234;-2.995666785;-2.935970242;-20
3.21;9;-2.185351294;-2.529426724;-4.011684822;-3.72721684
3.21;9;-3.926755849;-20;-2.97316917;-2.056164193
3.21;9;-20;-4.870177441;-17.32901728;-6.77134683
3.21;9;-20;-20;-2.360189815;-20
3.21;9;-20;-2.852461153;-2.223752285;-20
3.21;9;-20;-4.519331653;-3.930641149;-20
3.21;9;-4.163072917;-5.525257568;-1.879187033;-2.642667412
3.21;9;-20;-3.315625447;-2.369016564;-11.50959322
3.21;9;-20;-20;-3.119412354;-20
3.21;9;-20;-7.615927169;-8.228312142;-20
3.21;9;-20;-6.690977485;-11.48157808;-20
3.21;9;-20;-20;-2.593160486;-20
3.21;9;-10.49840708;-3.015044439;-3.675861137;-2.694060812
3.21;9;-20;-3.332185444;-5.810191412;-20
3.21;9;-20;-3.105976317;-15.67474647;-2.835946141
3.21;9;-20;-8.673720242;-2.154746082;-20
3.21;9;-12.33932765;-10.56665664;-3.520013368;-4.100008609
3.21;9;-20;-5.268939614;-2.451138821;-20
3.21;9;-20;-3.661895108;-20;-20
3.21;9;-3.66410849;-3.892479485;-2.294342432;-2.729799575
3.21;9;-20;-4.912355086;-8.824864471;-20
3.21;9;-20;-4.621960403;-8.906751169;-3.194018373
3.21;9;-20;-2.786482757;-2.125626229;-17.64792379
3.21;9;-7.928536595;-2.394787787;-3.408278171;-20
3.21;9;-10.49899006;-4.35758737;-9.811459474;-20
3.21;9;-20;-10.29081751;-4.316075667;-20
3.21;9;-6.862360901;-3.770894292;-1.881306152;-20
3.21;9;-20;-2.397431605;-2.720169098;-3.23214341
3.21;9;-20;-5.033734962;-6.363402819;-20
3.21;9;-20;-5.838584762;-20;-20
3.21;9;-20;-4.209016489;-4.883436963;-20
3.21;9;-10.15415232;-5.291919907;-2.314873739;-20
3.21;9;-20;-9.588662005;-2.259572239;-20
3.21;9;-20;-7.241890817;-7.642814256;-20
3.21;9;-7.702481599;-4.383686666;-3.199062967;-10.54203813
3.21;9;-20;-20;-7.639181859;-20
3.21;9;-20;-3.928882356;-2.373414743;-20
3.21;9;-9.610144975;-10.89786377;-9.769970947;-20
3.21;9;-6.440709406;-20;-5.951961369;-2.747658504
3.21;9;-4.509782214;-6.817522731;-4.379562553;-2.322802749
3.21;9;-20;-2.535835596;-7.335065971;-20
3.21;9;-3.585860513;-2.677096029;-20;-2.002046642
3.21;9;-20;-20;-2.323416267;-20
3.21;9;-5.210056797;-2.808095389;-2.913031918;-4.504970432
3.21;9;-20;-4.911924788;-4.954849975;-20
3.21;9;-20;-2.973211805;-3.343426997;-19.38169723
3.21;9;-20;-20;-5.865670269;-16.49524508
3.21;9;-20;-15.84893398;-5.088001464;-20
3.21;9;-20;-4.896772974;-1.728414067;-20
3.21;9;-20;-9.905954056;-1.761129802;-10.17274344
3.21;9;-20;-20;-3.363684102;-20
3.21;9;-20;-7.309202228;-1.993313432;-20
3.21;9;-20;-5.880723101;-9.146278028;-9.098933486
3.21;9;-20;-20;-3.966049883;-20
3.21;9;-20;-4.592426624;-2.380564856;-20
3.21;9;-4.494461244;-4.645688494;-3.220865251;-2.623081988
3.21;9;-2.579564818;-5.741802429;-2.13431319;-2.116363223
3.21;9;-9.829487832;-2.611282545;-1.572330373;-20
3.21;9;-13.48603528;-2.245587683;-5.79905405;-20
3.21;9;-20;-7.956381322;-4.469320625;-20
3.21;9;-20;-4.092210427;-3.29231039;-20
3.21;9;-20;-20;-20;-20
3.21;9;-11.06941589;-5.350954054;-3.059370167;-2.828011047
3.21;9;-2.994230763;-7.199270285;-3.03273355;-2.828151809
3.21;9;-20;-2.915788162;-18.32337563;-10.79480926
3.21;9;-3.7473998;-3.452930605;-5.88193874;-13.74297296
3.21;9;-20;-7.801226347;-1.749726618;-20
3.21;9;-20;-3.167237011;-3.315711788;-20
3.21;9;-7.119705464;-7.507247785;-2.780790454;-20
3.21;9;-20;-4.218125824;-2.224456647;-20
3.21;9;-20;-2.757734325;-2.935261823;-20
3.21;9;-20;-8.899984507;-3.806794563;-20
3.21;9;-20;-20;-20;-20
3.21;9;-20;-3.356046604;-4.809494078;-20
3.21;9;-8.459529973;-4.06799669;-3.193171711;-4.848722218
3.21;9;-20;-20;-20;-20
3.21;9;-17.98053027;-2.829917451;-19.17953772;-20
3.21;9;-20;-4.410218346;-20;-20
3.21;9;-20;-5.096910557;-3.029266148;-20
3.21;9;-20;-20;-5.316722631;-3.406450287
3.21;9;-11.98218328;-7.638572955;-4.354862603;-20
3.21;9;-20;-4.246340079;-1.715095934;-20
3.21;9;-20;-5.971314902;-20;-4.293010813
3.21;9;-4.82029005;-5.631875568;-2.53594052;-9.526916736
3.21;9;-20;-20;-20;-2.848852397
3.21;9;-20;-2.940631246;-3.475373035;-20
3.21;9;-3.457943647;-6.038404433;-20;-1.936565371
3.21;9;-20;-20;-4.462871592;-20
3.21;9;-20;-2.065887743;-6.465599242;-20
3.21;9;-20;-20;-2.615574998;-20
3.21;9;-6.009136644;-3.052021392;-20;-20
3.21;9;-20;-6.162785421;-6.073183704;-20
3.21;9;-20;-4.378441322;-1.701959085;-16.8757038
3.21;9;-20;-20;-18.41825528;-6.315578289
3.21;9;-14.53010309;-5.365243374;-3.029689714;-2.813601145
3.21;9;-19.35011809;-14.1189176;-20;-20
3.21;9;-20;-3.47833333;-20;-20
3.21;9;-4.555155369;-8.596339239;-2.42932057;-20
3.21;9;-20;-12.93422656;-3.463436979;-20
3.21;9;-8.966214985;-20;-2.648153499;-7.630764716
3.21;9;-20;-10.22015583;-8.521411495;-20
3.21;9;-20;-2.997599987;-2.327461898;-5.158912117
3.21;9;-3.286796089;-20;-17.75473399;-1.920946089
3.21;9;-5.992175658;-7.236419251;-6.058352316;-20
3.21;9;-20;-3.190831188;-2.984103816;-3.46137531
3.21;9;-20;-3.643516292;-20;-20
3.21;9;-8.349769254;-2.849761989;-2.554332686;-2.73330545
3.21;9;-20;-7.572187272;-1.488659465;-20
3.21;9;-15.71955404;-2.114850325;-20;-20
3.21;9;-5.228720386;-5.324310317;-16.8847073;-2.198733127
3.21;9;-20;-10.29998626;-3.656620679;-20
3.21;9;-20;-4.53313766;-1.691233638;-11.75948096
3.21;9;-3.254500033;-20;-2.122209401;-6.091359424
3.21;9;-3.399960114;-5.721359756;-1.783124966;-20
3.21;9;-20;-3.142465031;-1.81150361;-20
3.21;9;-20;-4.51894669;-3.29566454;-20
3.21;9;-2.539768975;-4.15305131;-2.077437152;-2.36156874
3.21;9;-3.9760516;-7.909549959;-4.112015525;-2.529177188
3.21;9;-3.385197743;-2.251430447;-3.054625272;-3.213767535
3.21;9;-20;-1.750197094;-3.592293799;-6.205080853
3.21;9;-20;-3.452917569;-2.10388149;-20
3.21;9;-6.721220936;-2.764040527;-3.876302569;-3.731882351
3.21;9;-20;-2.91330194;-2.185062535;-11.84926956
3.21;9;-3.750893781;-2.797837809;-2.389549301;-4.810400514
3.21;9;-4.612429359;-4.580173877;-2.986038423;-4.997359975
3.21;9;-20;-2.162170262;-20;-20
3.21;9;-5.019093877;-1.358481661;-2.201364252;-8.155122939
3.21;9;-6.579636954;-4.355803292;-5.3203447;-20
3.21;9;-19.93572447;-4.038011223;-2.84974398;-20
3.21;9;-9.097103748;-4.888455041;-1.7947163;-20
3.21;9;-20;-3.567341211;-4.545317366;-20
3.21;9;-3.179150704;-4.3114795;-2.762904754;-12.76252977
3.21;9;-20;-20;-2.664630001;-20
3.21;9;-20;-20;-2.251854578;-10.4790601
3.21;9;-2.766551818;-6.435027843;-5.153466467;-3.200265194
3.21;9;-20;-8.397192059;-3.649949176;-20
3.21;9;-20;-20;-2.287074551;-4.55852848
3.21;9;-20;-4.003481717;-5.8249577;-20
3.21;9;-20;-3.95943062;-2.742397207;-20
3.21;9;-20;-2.137483647;-8.767613752;-20
3.21;9;-9.159797345;-2.612370754;-4.368550265;-3.179444793
3.21;9;-6.241202495;-20;-2.369026792;-20
3.21;9;-8.289247461;-20;-5.325805517;-20
3.21;9;-2.802119836;-4.101837356;-2.369894813;-2.297537042
3.21;9;-20;-6.025860409;-2.190028837;-20
3.21;9;-20;-4.339226641;-2.476607984;-20
3.21;9;-20;-6.798565354;-1.868367606;-14.90140132
3.21;9;-20;-6.343072324;-1.886250217;-20
3.21;9;-7.959066617;-4.066556546;-1.974614349;-2.698157739
3.21;9;-11.52593027;-4.813134872;-2.531760657;-20
3.21;9;-20;-3.354793486;-2.083600225;-20
3.21;9;-11.57911538;-3.747362606;-3.941020442;-20
3.21;9;-8.484885679;-3.322428523;-8.678573054;-4.040405685
3.21;9;-20;-2.169863234;-7.291274116;-5.02550212
3.21;9;-2.359836461;-1.818184665;-2.640516525;-2.257773655
3.21;9;-2.763957373;-4.30951948;-7.713980085;-2.003324055
3.21;9;-3.901215624;-2.856969316;-10.60209116;-2.715074965
3.21;9;-15.36667669;-3.047294654;-20;-7.593502924
3.21;9;-10.20245808;-13.41335234;-1.952034793;-20
3.21;9;-20;-14.77258666;-6.71761222;-20
3.21;9;-20;-6.87675918;-3.296760891;-20
3.21;9;-13.1946379;-4.578103121;-5.741392697;-3.284848682
3.21;9;-20;-20;-20;-20
3.21;9;-20;-7.213184595;-5.792647841;-5.873925322
3.21;9;-10.88104964;-20;-2.978461428;-2.944487226
3.21;9;-2.851812222;-2.02262248;-9.372814118;-2.696899954
3.21;9;-20;-5.252421104;-7.863377755;-20
3.21;9;-20;-5.984829815;-2.463887745;-20
3.21;9;-20;-20;-16.89332594;-3.612896051
3.21;9;-20;-3.467988363;-20;-3.129869266
3.21;9;-20;-20;-4.365118729;-20
3.21;9;-20;-11.38603825;-2.577584488;-20
3.21;9;-20;-11.05780017;-20;-5.42653832
3.21;9;-20;-5.310080624;-4.344701859;-20
3.21;9;-20;-20;-1.501580465;-3.336855708
3.21;9;-20;-2.304416438;-1.961299667;-8.895193025
3.21;9;-20;-20;-2.514281846;-20
3.21;9;-20;-4.244497887;-20;-20
3.21;9;-20;-7.427800222;-4.523460753;-12.04406077
3.21;9;-20;-20;-3.701982458;-10.20918275
3.21;9;-20;-5.019483934;-20;-20
3.21;9;-2.788855432;-1.803873879;-1.939071639;-2.028009434
3.21;9;-6.759276975;-3.940608318;-2.003362156;-20
3.21;9;-3.136967961;-2.112399212;-4.101882518;-2.374563706
3.21;9;-6.235987212;-20;-2.986795653;-3.591138377
3.21;9;-20;-6.326835879;-4.538094412;-11.59270988
3.21;9;-4.202240259;-1.953430194;-4.829008339;-4.092834769
3.21;9;-20;-5.516489516;-20;-20
3.21;9;-7.265374189;-6.562307998;-2.096913186;-13.32648082
3.21;9;-4.177969366;-2.424329943;-3.488936769;-2.032295582
3.21;9;-11.02413539;-3.458934243;-4.548145974;-20
3.21;9;-20;-3.648806827;-2.473514388;-5.874491296
3.21;9;-12.95550177;-6.680557892;-20;-20
3.21;9;-20;-20;-20;-20
3.21;9;-4.409164651;-2.959038902;-6.922957158;-2.161200587
3.21;9;-8.108236872;-3.486917551;-4.288614744;-20
3.21;9;-20;-3.820335433;-6.131952379;-6.693429246
3.21;9;-20;-6.403297584;-3.543336276;-20
3.21;9;-6.947924862;-3.882682525;-2.864997194;-6.276806566
3.21;9;-20;-3.806214658;-3.770919572;-8.190903708
3.21;9;-20;-20;-3.131828191;-20
3.21;9;-20;-20;-4.401685384;-8.184019237
3.21;9;-20;-5.836253133;-15.79840806;-15.94382822
3.21;9;-20;-5.835664655;-2.819131604;-20
3.21;9;-20;-6.374284674;-2.013242667;-20
3.21;9;-17.29284176;-6.059746396;-3.528027065;-20
3.21;9;-20;-5.243168719;-2.939587752;-20
3.21;9;-20;-20;-3.614820724;-20
3.21;9;-20;-10.94219415;-2.150018039;-20
3.21;9;-20;-20;-10.34694058;-3.312403907
3.21;9;-20;-6.591018242;-6.704011215;-5.486759498
3.21;9;-20;-6.066171841;-2.193450525;-20
3.21;9;-20;-3.512702203;-5.011523771;-20
3.21;9;-20;-4.010978914;-2.807992187;-4.726530164
3.21;9;-16.85717191;-4.056385161;-3.410919656;-20
3.21;9;-17.79023704;-2.889011373;-3.427324332;-20
3.21;9;-20;-2.941399777;-2.179268259;-20
3.21;9;-5.214803904;-7.321754952;-2.700699949;-3.195196679
3.21;9;-20;-20;-2.471186788;-20
3.21;9;-5.91510975;-3.421546288;-5.043784472;-20
3.21;9;-20;-6.288323227;-20;-20
3.21;9;-6.021531965;-4.293949229;-20;-20
3.21;9;-20;-3.412441273;-1.920528746;-20
3.21;9;-3.160941327;-4.910200175;-2.527919872;-2.388794108
3.21;9;-20;-2.266619866;-6.11068613;-20
3.21;9;-20;-8.093110386;-2.21615274;-20
3.21;9;-20;-20;-6.875139813;-20
3.21;9;-20;-20;-20;-3.217228003
3.21;9;-2.441569469;-2.918287599;-3.551059431;-2.356045157
3.21;9;-20;-3.104678901;-2.216176639;-20
3.21;9;-20;-3.829080476;-20;-2.81925059
3.21;9;-20;-5.521784287;-1.768020372;-20
3.21;9;-8.579568068;-2.021699599;-15.61095828;-6.516766907
3.21;9;-15.20488899;-4.616600665;-4.362268451;-20
3.21;9;-20;-4.38614653;-2.553700164;-20
3.21;9;-7.806506974;-2.236966524;-20;-20
3.21;9;-20;-3.374429472;-2.842870988;-20
3.21;9;-12.91093325;-5.117722582;-3.411560072;-20
3.21;9;-20;-16.4053917;-2.508150321;-16.25312246
3.21;9;-20;-20;-2.011853105;-20
3.21;9;-20;-6.237821504;-9.04694942;-20
3.21;9;-10.58932469;-4.400958134;-1.655942261;-2.914617015
3.21;9;-20;-20;-4.1222174;-5.997579608
3.21;9;-20;-2.699838624;-2.557504117;-20
3.21;9;-20;-18.13276907;-3.66471959;-4.12121982
3.21;9;-7.64423601;-3.922843031;-20;-2.78553485
3.21;9;-20;-20;-2.68010145;-2.917118543
3.21;9;-16.09166453;-5.264029449;-7.807853179;-9.417035543
3.21;9;-6.547232379;-3.849646646;-3.078043089;-5.972937015
3.21;9;-12.81603636;-5.451726671;-3.313471412;-20
3.21;9;-20;-20;-2.842071436;-20
3.21;9;-9.178223982;-5.654983472;-20;-20
3.21;9;-20;-7.49831458;-5.252906199;-20
3.21;9;-20;-4.850283061;-1.999212383;-20
3.21;9;-20;-20;-7.39813099;-20
3.21;9;-20;-4.347469969;-2.17319252;-20
3.21;9;-20;-3.50599185;-2.175253663;-20
3.21;9;-20;-2.828247058;-2.488758989;-20
3.21;9;-3.253281753;-6.201902718;-4.03096702;-1.838889457
3.21;9;-20;-2.443722778;-7.565766867;-20
3.21;9;-5.072453706;-3.999218953;-7.063583337;-4.307377745
3.21;9;-20;-4.208679028;-20;-10.85526078
3.21;9;-2.928396472;-7.546537632;-3.082203345;-1.839329206
3.21;9;-20;-7.059462826;-3.335717899;-20
3.21;9;-20;-5.860346097;-2.982380029;-20
3.21;9;-20;-12.10188521;-2.102429693;-20
3.21;9;-7.81167998;-5.079290907;-2.934164207;-20
3.21;9;-20;-3.766712299;-8.846745611;-20
3.21;9;-20;-4.425420977;-4.643305959;-20
3.21;9;-20;-4.417685808;-6.42417753;-4.311149122
3.21;9;-6.388211315;-4.345005608;-1.53892876;-2.684998763
3.21;9;-20;-4.137008309;-4.445770586;-4.689631782
3.21;9;-20;-2.732342969;-3.036329886;-4.697159598
3.21;9;-20;-3.111786285;-9.146844711;-5.802165197
3.21;9;-7.469468494;-20;-3.100400247;-5.698556504
3.21;9;-5.706084557;-11.05922313;-2.572485859;-2.669683545
3.21;9;-15.46617517;-6.70961233;-20;-20
3.21;9;-20;-2.820637429;-9.503842749;-20
3.21;9;-20;-11.43246119;-2.312426528;-20
3.21;9;-6.681128812;-5.393018822;-2.472480434;-20
3.21;9;-20;-5.744133012;-6.538279673;-20
3.21;9;-6.629385554;-3.057769484;-7.179811104;-4.069350851
3.21;9;-7.937920183;-20;-9.40419523;-20
3.21;9;-20;-20;-20;-4.333189324
3.21;9;-20;-20;-3.093403229;-20
3.21;9;-3.814268891;-2.550331347;-3.685597772;-3.757334355
3.21;9;-20;-6.340243227;-2.384994304;-20
3.21;9;-20;-10.91304024;-2.574577158;-20
3.21;9;-7.769400486;-20;-2.332917893;-20
3.21;9;-20;-10.05049854;-20;-5.86249729
3.21;9;-20;-8.443785905;-2.074386801;-20
3.21;9;-6.103639603;-1.734264208;-1.855548901;-20
3.21;9;-20;-6.435804757;-3.264365819;-20
3.21;9;-20;-5.537503111;-20;-20
3.21;9;-2.396896406;-2.903725694;-17.31141887;-2.18886073
3.21;9;-20;-5.735577779;-13.39399098;-20
3.21;9;-20;-3.770313718;-3.27232694;-20
3.21;9;-20;-20;-20;-20
3.21;9;-11.60133101;-2.563335557;-2.92896605;-20
3.21;9;-2.783963305;-5.121963102;-6.489146357;-1.774717871
3.21;9;-20;-9.198391638;-1.982875513;-20
3.21;9;-20;-8.693777571;-2.2659199;-20
3.21;9;-20;-20;-20;-20
3.21;9;-20;-15.72765909;-19.27680807;-20
3.21;9;-20;-11.15247827;-2.339953612;-20
3.21;9;-20;-2.944310397;-2.292234027;-20
3.21;9;-4.520253211;-2.79660496;-12.62147414;-2.809023137
3.21;9;-12.88303026;-20;-1.860356782;-5.066570625
3.21;9;-20;-20;-6.645868738;-20
3.21;9;-2.901243973;-2.521727254;-3.933856026;-1.862196863
3.21;9;-10.57282539;-2.840290846;-1.545333612;-20
3.21;9;-5.40321265;-20;-20;-20
3.21;9;-2.598093791;-10.98421055;-2.447320496;-2.412546435
3.21;9;-20;-5.328116257;-2.971513147;-20
3.21;9;-2.083654954;-4.886609495;-4.66968834;-1.753585889
3.21;9;-4.102261343;-2.788383658;-7.260305269;-20
3.21;9;-7.535968364;-8.128609704;-20;-2.803667053
3.21;9;-20;-2.082727559;-2.598301896;-4.153342085
3.21;9;-20;-2.18548299;-3.473514486;-20
3.21;9;-3.771943149;-4.704244976;-1.982872679;-5.435355104
3.21;9;-20;-20;-7.368560339;-18.52996621
3.21;9;-20;-12.64110745;-6.890071691;-3.211684592
3.21;9;-20;-4.53424341;-10.040885;-20
3.21;9;-20;-5.696846067;-3.613925344;-20
3.21;9;-7.633924328;-6.033478331;-3.174861766;-20
3.21;9;-20;-14.06732821;-1.951820216;-20
3.21;9;-20;-6.378044764;-2.191490092;-20
3.21;9;-20;-5.208350622;-2.015164662;-20
3.21;9;-20;-5.761398032;-2.191728716;-20
3.21;9;-20;-17.51029267;-1.970937872;-20
3.21;9;-4.637120077;-10.63155794;-6.436049925;-5.283393222
3.21;9;-3.71535714;-4.750736505;-3.53727275;-2.439180141
3.21;9;-2.665986532;-20;-20;-1.975669402
3.21;9;-20;-7.866016724;-4.055912592;-4.121583514
3.21;9;-15.85193359;-3.633738009;-14.28123702;-20
3.21;9;-20;-2.148005303;-2.555388475;-20
3.21;9;-20;-3.301255172;-3.044321252;-5.340598787
3.21;9;-3.890278187;-4.22384001;-3.139851948;-2.502273721
3.21;9;-20;-12.64713769;-3.580574609;-20
3.21;9;-7.81413925;-3.017145808;-4.341949004;-2.663058591
3.21;9;-20;-2.563080637;-2.196849242;-20
3.21;9;-20;-4.927828833;-2.292999559;-4.830194212
3.21;9;-16.23296155;-3.801859315;-15.89951687;-4.422864524
3.21;9;-6.200190428;-19.61867492;-1.58181157;-2.348660736
3.21;9;-16.39437774;-5.415102338;-2.144796694;-20
3.21;9;-2.586007713;-3.22778243;-3.815802943;-2.673634961
3.21;9;-20;-16.10999581;-2.008767823;-20
3.21;9;-20;-14.46877732;-2.12347064;-20
3.21;9;-4.981490468;-2.733604848;-1.626529562;-2.850874703
3.21;9;-20;-3.203120745;-20;-20
3.21;9;-2.362079835;-12.53037599;-4.669756432;-1.781741186
3.21;9;-20;-2.518695721;-1.81130864;-20
3.21;9;-20;-5.013369924;-1.833513097;-20
3.21;9;-20;-2.266079768;-20;-20
3.21;9;-3.484019989;-20;-4.377770215;-2.353856398
3.21;9;-2.869437737;-10.95787759;-2.127433801;-1.817579009
3.21;9;-4.207407837;-2.141495948;-1.960785358;-2.374171504
3.21;9;-8.264283043;-1.67153025;-1.919419858;-20
3.21;9;-3.300061067;-5.608163833;-10.99548237;-3.254934891
3.21;9;-4.595746494;-5.484622286;-2.250719149;-2.185776718
3.21;9;-3.022801848;-3.924018937;-9.50854617;-1.907288373
3.21;9;-7.783573223;-3.701570424;-10.08746688;-3.556004899
3.21;9;-3.266978242;-1.932153159;-2.072269629;-1.946429004
3.21;9;-20;-6.021652085;-3.740584902;-5.197040922
3.21;9;-20;-2.03749846;-2.57867447;-20
3.21;9;-6.216875067;-20;-1.843782691;-3.977465255
3.21;9;-20;-20;-2.980732655;-3.201463162
3.21;9;-3.682530176;-3.448601634;-1.782144011;-20
3.21;9;-6.181673184;-3.325509243;-2.706473583;-20
3.21;9;-20;-6.332947173;-20;-20
3.21;9;-20;-17.59139052;-5.014187917;-20
3.21;9;-3.134102828;-4.161557596;-11.54114564;-2.336158414
3.21;9;-20;-1.377457765;-3.461672085;-3.671738364
3.21;9;-20;-7.00777619;-9.797150365;-4.741008956
3.21;9;-20;-20;-3.147153314;-3.992457313
3.21;9;-20;-20;-2.795997833;-20
3.21;9;-20;-20;-3.076199092;-20
3.21;9;-20;-6.255357409;-2.310930914;-20
3.21;9;-19.76759343;-7.346967003;-5.504134831;-20
3.21;9;-2.460732079;-17.55141558;-8.689456882;-2.065372003
3.21;9;-20;-4.185060903;-4.500853153;-20
3.21;9;-20;-3.154236975;-2.053872905;-3.683591527
3.21;9;-8.296080684;-2.803554359;-7.25463239;-20
3.21;9;-12.1436134;-12.84616451;-2.700885742;-20
3.21;9;-20;-4.400460254;-3.659157492;-4.395444958
3.21;9;-11.76182697;-2.662171118;-2.389935928;-5.286890955
3.21;9;-20;-2.195789069;-1.769740036;-20
3.21;9;-20;-10.34102434;-2.836951343;-20
3.21;9;-20;-9.493714219;-5.875263848;-20
3.21;9;-20;-3.471356052;-1.780275364;-5.235271826
3.21;9;-13.06679576;-5.083603025;-7.629840914;-3.267438647
3.21;9;-20;-7.889965877;-4.262124867;-20
3.21;9;-20;-20;-11.92555221;-20
3.21;9;-20;-5.757371171;-5.104158434;-20
3.21;9;-16.23598837;-20;-20;-20
3.21;9;-20;-2.130719844;-20;-2.57197502
3.21;9;-18.79911259;-14.45049627;-20;-3.479776459
3.21;9;-20;-6.961281434;-2.777321078;-20
3.21;9;-7.364339712;-5.572209389;-2.88705976;-20
3.21;9;-20;-20;-2.385253977;-20
3.21;9;-6.609451792;-20;-7.689060614;-4.775675448
3.21;9;-19.75643892;-20;-2.32588663;-20
3.21;9;-20;-3.927258605;-4.457046411;-3.882671784
3.21;9;-20;-5.101250964;-3.25338977;-20
3.21;9;-20;-11.6910123;-20;-20
3.21;9;-4.700044761;-20;-20;-4.040780918
3.21;9;-18.6507251;-10.32206269;-8.653042543;-20
3.21;9;-7.058464783;-3.990604491;-4.36254177;-6.72532591
3.21;9;-20;-3.671738425;-3.033554546;-20
3.21;9;-20;-3.864958969;-1.850676564;-20
3.21;9;-20;-20;-2.447777585;-6.659631612
3.21;9;-20;-7.175086748;-16.64432707;-20
3.21;9;-5.997680877;-20;-2.519020461;-2.245897086
3.21;9;-8.385735139;-20;-2.417853533;-3.708260248
3.21;9;-2.082014512;-20;-4.083072389;-1.817681264
3.21;9;-20;-3.55696427;-4.877757018;-20
3.21;9;-5.273318957;-3.847279642;-2.135257374;-2.544949951
3.21;9;-4.001732922;-1.680385208;-6.926538575;-2.811809255
3.21;9;-20;-3.850163316;-6.764513455;-20
3.21;9;-20;-2.435648321;-4.495969537;-20
3.21;9;-20;-2.85516375;-7.660287531;-8.175043543
3.21;9;-13.10989647;-5.623912066;-20;-20
3.21;9;-20;-7.732715561;-20;-20
3.21;9;-14.39235535;-7.436130192;-2.532499808;-5.658403387
3.21;9;-20;-4.506048436;-4.010151188;-12.42597023
3.21;9;-20;-4.379249498;-2.676040406;-3.553996527
3.21;9;-3.543628062;-9.7673076;-3.781821133;-2.635652363
3.21;9;-3.676324684;-5.289442897;-3.681140328;-2.058336609
3.21;9;-20;-3.887335753;-4.471550627;-20
3.21;9;-5.736581099;-20;-4.310909753;-20
3.21;9;-20;-20;-2.802790968;-20
3.21;9;-20;-6.975094585;-4.898288365;-4.848521448
3.21;9;-20;-20;-4.987765543;-3.238627547
3.21;9;-10.57129031;-4.407783018;-1.986620055;-4.941653089
3.21;9;-8.653496316;-3.65173352;-2.192070429;-4.030384729
3.21;9;-12.89630091;-8.229740917;-2.65999117;-20
3.21;9;-20;-8.28274111;-7.924731668;-8.080729227
3.21;9;-20;-4.23105403;-20;-20
3.21;9;-4.137832745;-4.194409148;-20;-20
3.21;9;-20;-5.185668625;-2.161757715;-3.364895785
3.21;9;-20;-7.735043641;-1.858556267;-20
3.21;9;-20;-4.495462958;-9.664913217;-20
3.21;9;-20;-2.617621883;-3.840718951;-20
3.21;9;-20;-4.006686305;-5.754291469;-5.166071089
3.21;9;-6.894471078;-12.20576114;-3.628345512;-20
3.21;9;-17.32819276;-20;-1.716522805;-2.882404698
3.21;9;-20;-20;-1.819665365;-4.690055291
3.21;9;-20;-5.396845185;-20;-20
3.21;9;-20;-3.785998201;-2.796782561;-5.827719768
3.21;9;-8.055906223;-3.973491167;-1.957993292;-4.085518636
3.21;9;-6.611340189;-8.39674768;-10.8818467;-2.554478567
3.21;9;-20;-4.717536589;-2.974528905;-20
3.21;9;-7.304942281;-6.016980729;-20;-2.76910948
3.21;9;-2.509683506;-2.080514655;-6.773095437;-1.8034817
3.21;9;-20;-2.373109239;-4.230621424;-20
3.21;9;-6.864061568;-20;-2.22744017;-3.622377542
3.21;9;-20;-3.310380135;-20;-20
3.21;9;-20;-3.47743168;-1.846693907;-3.583380565
3.21;9;-11.46964406;-10.8473568;-6.363429067;-20
3.21;9;-20;-3.466204268;-4.183335508;-12.00748125
3.21;9;-7.012130933;-20;-2.527930943;-20
3.21;9;-4.722833666;-14.40525018;-8.182434806;-4.848862528
3.21;9;-20;-4.477185437;-3.121504097;-20
3.21;9;-20;-4.766005162;-20;-5.595192377
3.21;9;-6.26314202;-4.945882672;-2.86555968;-20
3.21;9;-8.489275913;-3.362487375;-8.361986668;-20
3.21;9;-4.880053004;-16.51543349;-5.738192353;-6.340132013
3.21;9;-20;-6.110460231;-5.591505281;-20
3.21;9;-20;-3.276818271;-5.574746982;-2.899199285
3.21;9;-20;-11.35054805;-5.079679466;-5.689819321
3.21;9;-20;-3.850311787;-1.657563321;-20
3.21;9;-12.11512333;-20;-7.733280601;-2.572002455
3.21;9;-20;-5.565120165;-5.137401274;-20
3.21;9;-20;-10.24823132;-2.226896097;-7.579614344
3.21;9;-2.737839099;-18.04863396;-3.027071829;-2.371682944
3.21;9;-10.42696149;-3.424323708;-11.10757066;-20
3.21;9;-20;-5.961134644;-1.986447597;-14.15446409
3.21;9;-3.250689156;-20;-20;-4.068925783
