alfa1.5,alfa3,alfa5,alfa8
0.0386421300299131,0.08880536648502997,0.1142881439399524,0.13070622442268248
0.05800163826616971,0.13046555236980997,0.1661888677916399,0.18885178659267285
0.07286100186802422,0.16135440496740824,0.20402762633041002,0.23079547994885105
0.08597304257259201,0.18789838623339256,0.23612967702488324,0.26609430204580486
0.09819170726031645,0.21207667796524177,0.26505148203741546,0.2976777536102399
0.10991731931187239,0.23480665699736927,0.29197355132126107,0.3268958815932352
0.12137926196085715,0.2566046379704321,0.3175566071033702,0.354502172491117
0.13272708903637034,0.2777985121613078,0.34221687249124605,0.38096939404593394
0.144068089933716,0.2986152378331384,0.3662392426007626,0.40661936696362383
0.1554853840072349,0.31922282369412697,0.3898315276226572,0.43168512443829443
0.16704766439117053,0.3397527745856426,0.4131533969482357,0.456344049019232
0.17881492832878054,0.36031311906961644,0.43633312270969976,0.48073701213569736
0.19084211442679327,0.3809964931045525,0.4594779106934172,0.5049801534418543
0.20318158390375013,0.40188545619324195,0.48268063167366326,0.5291725243071633
0.2158849409221539,0.42305618220725094,0.5060244271921238,0.5534012837540496
0.22900447273587052,0.44458116364266276,0.5295860115804956,0.5777453868529601
0.2425943803485585,0.46653130726934827,0.5534381536102434,0.602278317105904
0.2567119118071532,0.48897765735240245,0.5776516364507993,0.6270702020092833
0.2714184788793523,0.5119929028579174,0.6022968897898701,0.6521895300686285
0.28678082196911747,0.5356527794824927,0.6274454269032139,0.6777046165792585
0.30287228190869014,0.5600374517699169,0.653171183634652,0.7036849231831669
0.31977423793496446,0.5852329475611949,0.6795518358253996,0.7302023111949524
0.33757777760485863,0.611332712694688,0.706670161412171,0.757332294750164
0.35638567662508763,0.6384393563977525,0.734615510408147,0.7851553535917747
0.37631478546561836,0.6666666666666666,0.763485449022091,0.8137583650660168
0.3974989470361129,0.6961419906067824,0.7933876530406204,0.843236220031675
0.42009260866917825,0.7270090986712976,0.8244421409603269,0.8736936981266057
0.44427534690850956,0.7594316866412772,0.8567839607994204,0.9052476952221008
0.47025760244276993,0.7935977192950979,0.8905664788039996,0.938029921927338
0.4982880362754654,0.8297248916991212,0.9259654678242472,0.972190229990386
0.5286630846722137,0.8680675883661256,0.9631842649567973,1.0079007786464171
0.5617395380697345,0.9089258737319704,1.0024603731893467,1.0453613337443213
0.5979513445544101,0.9526572761982892,1.0440740380033202,1.084806112244893
0.6378324197487629,0.9996924764038626,1.0883595663018593,1.1265127653366076
0.6820481661925226,1.0505565528568865,1.1357205205257581,1.1708143716187296
0.7314399044067195,1.1058983040947332,1.1866504998358511,1.2181157506013331
0.7870889305845978,1.1665315888418968,1.241762163284932,1.2689161180285782
0.8504112715335687,1.2334950378494902,1.3018287350489517,1.32384129389071
0.9233020534226247,1.308140735528892,1.3678449942248656,1.3836907351339354
1.0083631753091589,1.3922702621987404,1.4411197710341834,1.449508387594329
1.1092772825503274,1.4883515244215137,1.5234215476547446,1.5226934073631284
1.2314528549759476,1.599880578864912,1.6172181222505635,1.6051809637964924
1.3832057379867684,1.7320203093743638,1.7260932720154283,1.6997537988865203
1.5780927232486854,1.8928102385505363,1.8555225884504738,1.8106165923498099
1.8399952724446305,2.0956780760083698,2.014452585970309,1.9445516517182735
2.215776483441255,2.365344659705542,2.2189274567473096,2.113537361000072
2.813576365807565,2.7544611783869004,2.5020152476266326,2.3417952038894487
3.962538446656342,3.4066037844583557,2.9499506418780297,2.6908761498925156
