alfa1.5,alfa3,alfa5,alfa8
0.06832948143938516,0.1705359756124944,0.2317566447866535,0.27645576730616206
0.08997392656305776,0.2167819330356895,0.2889842429832013,0.3401646392263437
0.10586724255147871,0.24909664703578036,0.3278745601851286,0.3826139918251492
0.11957738353462344,0.27599859084455214,0.359621216262627,0.4167912348012378
0.1321659548280244,0.29998346036109647,0.38747433635783024,0.44644211782144555
0.14411791644411398,0.32217385823040867,0.41288540772385474,0.47323124718345644
0.15570527344644022,0.3431869566730576,0.4366462309402446,0.498062314879005
0.16710183616383248,0.36340658560618794,0.4592445852910628,0.5214890183004286
0.17842980957452473,0.38309309708216355,0.4810073650436949,0.5438800118610975
0.18978194962813139,0.40243529345936396,0.5021680257414616,0.5654964587163316
0.2012333547165961,0.42157782698232,0.522902051887033,0.5865327218879335
0.21284831668489781,0.4406369071771004,0.5433472022046713,0.6071395327132189
0.22468461002410614,0.4597099249078935,0.56361583867324,0.6274380549031779
0.23679636966895673,0.47888169334101943,0.5838028492345056,0.647528882180366
0.2492361598042578,0.49822870941260805,0.6039909839976894,0.6674980597186844
0.2620565717691317,0.5178222131899504,0.6242546092083539,0.6874212805768787
0.2753115538888994,0.537730500177756,0.6446624633807889,0.7073669251136845
0.2890576039759774,0.5580207670814878,0.6652797721786211,0.7273983491183186
0.30335491621625094,0.5787606733638343,0.6861699497215781,0.7475756777284214
0.3182685536865184,0.6000197444270777,0.7073960387442548,0.7679572749989674
0.3338697086153378,0.6218707097688081,0.7290219973345632,0.788601006595973
0.35023711114907546,0.6443908517107173,0.7511139135767959,0.8095653813419316
0.36745865227262337,0.6676634323723866,0.7737412146509355,0.8309106384594502
0.3856332973800302,0.6917792659705975,0.7969779301772266,0.852699837024068
0.40487338449114707,0.7168385092864882,0.82090406900407,0.875
0.4253074269299834,0.7429527553557578,0.8456071735336155,0.8978833661702573
0.4470835772625348,0.77024753516654,0.8711841262618738,0.9214288090227211
0.4703739619245746,0.7988653615444291,0.8977433005167738,0.9457234926855492
0.49538017120566835,0.8289694920484939,0.9254071734322039,0.9708648525632121
0.5223402978976804,0.8607486492828276,0.9543155573709862,0.9969630146430081
0.5515380769644829,0.8944230264965316,0.9846296616977546,1.0241438061848442
0.5833149152718852,0.9302520379124912,1.016537278591373,1.0525525675553375
0.6180859592640118,0.9685444698331397,1.0502595083028505,1.0823590598004742
0.6563619040693015,1.009671988054827,1.0860596235947875,1.1137638906923182
0.6987791281604175,1.0540874234628383,1.124254958155394,1.147007079425326
0.746142170730778,1.102350002198398,1.1652331553889277,1.1823796915775857
0.7994849709794482,1.155160909507904,1.2094748494689957,1.2202399806912352
0.8601614522384275,1.2134146500221543,1.2575860866367696,1.2610363166083627
0.9299835340501172,1.2782753157119608,1.3103459485017404,1.3053406424378229
1.0114387785975527,1.3512935709618497,1.3687787517379237,1.3538988409192823
1.1080478904639486,1.4345930880993143,1.4342676619105166,1.407709390496105
1.2249813836088774,1.531181618392684,1.508741644228511,1.4681517215745572
1.3701890487994297,1.6455000239750301,1.5950003737013572,1.5372072472216542
1.5566306915489139,1.7844621672511303,1.6973190118426307,1.6178665389422013
1.8071357822546905,1.9596134620698344,1.8226786860086583,1.7149479617561791
2.166502474185356,2.192205277785015,1.983591383679013,1.836950818711714
2.7381045264587063,2.5274902847430623,2.2058279161345076,2.001037642005217
3.836575067953805,3.0888420165783366,2.5565411547497456,2.2507483486270226
