L,alfa,n,alfa.MV,alfa.DT.GA.BFGS,alfa.DT.LN.BFGS,alfa.LC,tiempo.BFGS.GA,tiempo.BFGS.LN,tiempo.LC,b.GA,b.LN
8,-5,25,-7.051111738,-4.819361514,-4.444636886,-5.494345998,0.79,0.504,0.01,0.218787214,0.406319112
8,-5,25,-6.324510277,-3.856781757,-3.858107305,-12.28985989,1.95,0.715,0,0.182327474,0.434780899
8,-5,25,-3.809424477,-2.8212855,-2.98565686,-3.080576284,1.31,0.533,0,0.133513022,0.400539066
8,-5,25,-6.399742959,-4.229067533,-7.40639916,-2.740973963,2.1,1.571,0.02,0.110085655,0.117424699
8,-5,25,-9.406498621,-4.75521162,-4.90687499,-4.66627797,1.7,0.62,0,0.133360001,0.37956308
8,-5,25,-4.640597621,-3.270449176,-3.404694158,-3.839870732,1.04,0.407,0,0.104495412,0.394760446
8,-5,25,-2.66529949,-2.339949865,-2.133149941,-2.342547418,1.36,0.455,0,0.163178973,0.527193606
8,-5,25,-4.753984607,-3.390290945,-3.018759538,-5.614570575,2.59,1.392,0,0.237726948,0.496125805
8,-5,25,-4.702531062,-4.130103035,-4.588333356,-2.626668698,1.89,0.907,0,0.067215516,0.302469821
8,-5,25,-4.839910146,-3.636892499,-3.951675861,-9.008955856,2.69,0.705,0,0.065058957,0.312282994
8,-5,25,-14.82370517,-5.785616321,-5.717222761,0,2.65,0.813,0,0.157074547,0.397306208
8,-5,25,-6.858604083,-4.550664361,-4.525966624,-8.071188296,3.12,1.604,0,0.185785124,0.382498784
8,-5,25,-3.662479142,-2.927209846,-3.205756841,-18.97042406,2.24,0.61,0,0.097253103,0.389012412
8,-5,25,-3.529948616,-2.59249693,-2.800726682,-2.191086459,1.61,0.641,0,0.09193448,0.398382748
8,-5,25,-3.633871455,-3.187811757,-3.572552862,-2.410134954,2.04,0.832,0,0.024650424,0.197203391
8,-5,25,-5.739551365,-4.780757371,-5.190896911,-9.300968999,2.2,1.019,0,0.049462585,0.230825396
8,-5,25,-5.947026783,-3.994643557,-4.319762452,0,1.84,0.784,0,0.230698872,0.442172838
8,-5,25,-5.675650169,-4.48844885,-10.05012281,-4.190011485,1.14,1.87,0,0.14851285,0.086632496
8,-5,25,-3.554319916,-2.711783248,-2.630774083,-2.477572465,1.73,0.555,0,0.156244902,0.468734707
8,-5,25,-13.42651786,-5.785215325,-6.18842792,0,2.08,0.835,0,0.165545254,0.375235909
8,-5,25,-13.470675,-5.728173207,-5.735078921,0,2.31,0.902,0,0.177084229,0.380731093
8,-5,25,-11.39585186,-6.837580316,-8.682314112,-7.671676798,0.98,0.654,0,0.108100226,0.237820497
8,-5,25,-4.63966932,-3.437929001,-2.964917418,-9.073429878,1.9,0.631,0.01,0.290619603,0.516657072
8,-5,25,-7.461451356,-4.48155089,-4.309618898,-17.22513445,2.13,0.788,0,0.12830379,0.412405039
8,-5,25,-5.37910515,-4.80769941,-4.970247578,-3.568748765,3.12,1.05,0,0.013492213,0.134922133
8,-5,25,-7.425274835,-4.437303106,-8.828221091,-6.065803765,1.34,2.131,0,0.125678434,0.038670288
8,-5,25,-5.250874488,-3.629930194,-4.118500444,-6.35603668,3.56,0.873,0,0.120456437,0.341293238
8,-5,25,-7.013638052,-4.24440362,-4.330815521,-5.80016682,1.28,0.514,0,0.129199944,0.387599833
8,-5,25,-4.673705283,-3.610165289,-3.57799528,-2.966498285,1.84,0.714,0,0.162648126,0.3862893
8,-5,25,-6.112052581,-4.478041628,-4.716886145,-3.407615827,2.37,0.661,0,0.04546955,0.300099031
8,-5,25,-4.13427783,-2.953175876,-3.087143309,-2.546143259,1.8,0.663,0,0.101549341,0.406197363
8,-5,25,-3.588666212,-3.193225951,-3.097826967,-8.211789091,2.69,0.749,0,0.067036145,0.290489963
8,-5,25,-3.991793196,-4.017197434,-3.994436067,-4.601569821,2.27,0.994,0,0.100095357,0.300286072
8,-5,25,-3.52308771,-3.15642542,-2.636920255,-4.587620307,3.27,1.304,0,0.098856319,0.469567513
8,-5,25,-10.65705731,-4.873376616,-4.941701086,0,1.95,0.755,0,0.213863753,0.408285346
8,-5,25,-3.796660354,-2.895346473,-3.156322943,-2.691703069,1.81,0.607,0,0.060770889,0.338580666
8,-5,25,-2.631388118,-2.674405674,-2.303214848,-2.835441545,1.57,0.635,0,0.25542295,0.5108459
8,-5,25,-3.244159533,-2.645278847,-2.686985047,-8.565428008,2.07,0.576,0,0.088805956,0.421828293
8,-5,25,-3.980118487,-2.917886032,-3.297721809,-3.044917235,1.81,0.624,0,0.103113499,0.360897247
8,-5,25,-6.05096043,-5.366918597,-5.538476272,-5.715936138,1.37,0.591,0,0.024785875,0.185894062
8,-5,25,-3.828210657,-2.935369125,-2.691936651,-3.032998575,1.41,0.486,0,0.196512544,0.49128136
8,-5,25,-4.017069137,-3.39222656,-2.955333097,-2.992966525,2.13,0.631,0,0.029971285,0.429588414
8,-5,25,-4.258589247,-3.852281438,-4.045063927,-5.624694088,4.69,1.192,0,0.065163906,0.325819532
8,-5,25,-8.492797886,-5.350306464,-5.558901679,-4.612296729,1.28,0.787,0.02,0.112996211,0.329572281
8,-5,25,-3.253810292,-2.580709465,-2.667652819,-2.71380416,1.16,0.518,0,0.12425417,0.400374549
8,-5,25,-2.931693427,-2.454923988,-2.609568034,-2.709411646,1.37,0.459,0,0.140517276,0.365344918
8,-5,25,-3.041451456,-2.474353823,-2.70303748,-2.908525224,1.18,0.391,0,0.045466799,0.309174236
8,-5,25,-3.214450791,-2.591501627,-2.500609274,-4.260130041,4.22,1.456,0,0.168672962,0.487277447
8,-5,25,-3.568785146,-2.871471285,-2.930347993,0,1.84,0.636,0,0.164299573,0.460038806
8,-5,25,-4.421368644,-4.557414309,-5.016727651,-2.685511944,2.56,1.128,0,0.021101955,0.179366615
8,-5,25,-7.316502712,-6.184690449,-5.934177569,0,2.91,0.837,0,0.036364016,0.266669452
8,-5,25,-6.474573484,-4.58089407,-4.973432562,-3.216206487,2.48,0.727,0,0.045936075,0.290928475
8,-5,25,-8.384276861,-5.266465277,-4.919846458,-5.502687707,1.39,0.503,0,0.078735502,0.354309761
8,-5,25,-7.008745547,-4.022931486,-3.793223609,-5.387767614,1.3,0.541,0,0.19663017,0.446886751
8,-5,25,-8.92159509,-6.98176464,-7.666314262,-7.985959956,1.06,0.66,0,0.029532964,0.167353463
8,-5,25,-4.48629247,-3.291925408,-3.371353837,0,1.56,0.721,0,0.115029086,0.416980437
8,-5,25,-4.789601729,-3.646849849,-3.704010519,-3.010540998,1.66,0.908,0.01,0.117026417,0.339376609
8,-5,25,-8.140108334,-4.658789131,-5.046281697,-10.45761944,4.39,1.443,0,0.123218537,0.36965561
8,-5,25,-8.149307474,-4.510795027,-4.20580856,-8.416645976,2.89,1.281,0,0.197309115,0.424214597
8,-5,25,-3.854729983,-3.27395243,-3.549689648,0,2.42,0.888,0,0.040163456,0.220899006
8,-5,25,-6.626309002,-8.948260117,-12.63208893,-6.815223679,1.86,1.928,0,0.014209429,0.042628288
8,-5,25,-10.06680864,-5.470850446,-5.366078275,-7.65370367,1.06,0.491,0,0.103026525,0.360592837
8,-5,25,-3.746996778,-4.549031063,-3.711961057,-6.543970709,2.59,0.796,0,0.085544376,0.342177505
8,-5,25,-5.370392185,-3.800901383,-5.656480146,0,2.14,1.291,0,0.236615978,0.169011413
8,-5,25,-4.869551129,-4.847297027,-4.551202255,-4.149568537,1.61,0.659,0,0.037498919,0.262492432
8,-5,25,-3.369711197,-2.876273532,-2.809512016,-4.637612651,3.97,1.437,0,0.105658297,0.396218614
8,-5,25,-5.844830451,-5.370413574,-5.321696029,-6.917717202,2.56,1.246,0,0.034508368,0.218552995
8,-5,25,-4.526754336,-3.205110169,-3.254024372,-3.230244058,1.52,0.664,0,0.126465948,0.407501387
8,-5,25,-4.783818637,-6.043238075,-9.192078731,0,3.66,1.81,0,0.031730019,0.095190057
8,-5,25,-9.294035575,-5.298366972,-5.951179057,0,2.12,0.745,0,0.112100066,0.348755762
8,-5,25,-6.454911894,-5.39639342,-5.565106336,-10.10332737,2.31,1.015,0,0.053102603,0.225686061
8,-5,25,-4.541462028,-3.338608769,-3.521228539,-2.842743284,1.86,0.768,0,0.105303825,0.347502623
8,-5,25,-4.558668659,-3.465881629,-4.557047048,-3.750750185,1.45,1.372,0,0.060066653,0.060066653
8,-5,25,-10.51239672,-9.364521617,-9.418956976,-6.43511163,2.69,1.044,0,0.007549905,0.113248578
8,-5,25,-4.980186879,-3.471618973,-4.007962779,-2.889218214,1.7,0.683,0,0.082038703,0.297390299
8,-5,25,-4.224310214,-3.715338119,-3.86767276,-10.50138373,2.34,0.787,0,0.045771379,0.251742585
8,-5,25,-5.174424069,-3.51574277,-3.661341752,-3.675584464,1.62,0.595,0,0.173799519,0.380186447
8,-5,25,-3.334240267,-2.848768877,-2.559804054,-3.428683703,1.68,0.805,0,0.203496138,0.483303327
8,-5,25,-5.351807696,-3.571237,-3.495555524,-9.997873027,2.11,0.836,0,0.179783582,0.449458956
8,-5,25,-8.78716498,-5.758505648,-5.303789668,-4.265067157,2.16,0.726,0,0.100589131,0.335297102
8,-5,25,-5.328311636,-3.578177943,-3.86098177,-3.193903535,1.65,0.589,0,0.096105128,0.355588972
8,-5,25,-3.59840044,-2.825038535,-3.098085217,-3.211728346,1.15,0.413,0,0.088481427,0.331805352
8,-5,25,-8.434400355,-5.317512035,-5.618705916,-3.189563266,2.14,0.864,0,0.095314958,0.313177718
8,-5,25,-14.44787817,-5.573013391,-5.635958289,-10.5286779,2.51,0.932,0.01,0.162556165,0.382006988
8,-5,25,-4.263792156,-3.19383427,-3.122341502,-3.759694082,1.33,0.428,0,0.132502152,0.419590149
8,-5,25,-5.979532262,-6.25374493,-5.465358255,-14.67325381,3.32,0.892,0,0.014605605,0.233689675
8,-5,25,-4.476256111,-4.463895214,-5.441306232,-7.816203072,3.39,1.583,0,0.009504674,0.085542062
8,-5,25,-11.28906635,-5.206771816,-6.061483882,-3.669701197,1.67,0.839,0,0.122823764,0.327530037
8,-5,25,-7.470289263,-5.728099798,-5.699262781,-3.175379541,2.46,0.935,0,0.065515361,0.303008547
8,-5,25,-5.911780265,-3.810618728,-3.5300996,0,2.42,0.704,0,0.210633982,0.461388722
8,-5,25,-4.563204646,-3.198333369,-4.911893594,-6.269703459,3.48,2.767,0,0.143456441,0.089660276
8,-5,25,-3.307892842,-3.192565835,-3.203129355,-3.292967617,1.64,0.487,0,0.018760872,0.206369595
8,-5,25,-4.722007975,-3.303184126,-3.403944163,-2.716269853,1.56,0.722,0,0.142893331,0.383555784
8,-5,25,-7.733676939,-4.194005831,-4.758650032,-2.954369008,2.1,0.766,0,0.100571283,0.355351865
8,-5,25,-3.248309247,-2.760272021,-2.974802284,-3.027597017,1.73,0.454,0,0.044117504,0.286763778
8,-5,25,-5.422520284,-3.701806873,-3.668684681,0,1.87,0.676,0,0.138239884,0.414719651
8,-5,25,-7.523426679,-4.44749803,-4.510259497,0,1.98,0.827,0,0.182854252,0.402279353
8,-5,25,-8.853971719,-4.68995136,-4.738393207,-6.831541859,1.2,0.559,0,0.130426887,0.39128066
8,-5,25,-3.093811686,-2.902229444,-2.909922185,-2.897710355,1.14,0.45,0,0.085994014,0.343976056
8,-5,25,-3.85687999,-3.459861845,-3.180323143,-4.1654543,1.45,0.72,0,0.203436885,0.40687377
8,-5,25,-6.040041835,-4.382452921,-4.788291938,0,2.22,0.769,0,0.080273147,0.337147217
8,-5,25,-3.712088367,-2.957054606,-3.016416347,0,1.41,0.623,0,0.141903625,0.443448828
8,-5,25,-4.292658892,-3.566506498,-3.74117715,0,2.37,0.772,0,0.237836368,0.436033341
8,-5,25,-4.667302897,-4.152503487,-4.364395078,-2.548067824,1.84,1.013,0,0.068605353,0.265845744
8,-5,25,-2.862138944,-2.507768315,-2.247533619,-4.487642843,3.01,1.481,0,0.200113224,0.543164466
8,-5,25,-4.31064173,-3.188681811,-3.1499963,-11.99802001,2.29,0.597,0,0.167569008,0.454830165
8,-5,25,-5.401087601,-3.543323527,-3.343070984,-5.093833302,1.68,0.758,0,0.195901855,0.460945542
8,-5,25,-6.988474683,-4.066858966,-3.958009648,-3.560363055,1.91,0.605,0,0.146011794,0.418567143
8,-5,25,-7.815027456,-4.875421831,-5.037043947,-13.59751806,2.54,0.789,0,0.085977231,0.356191386
8,-5,25,-20,-10.93523605,-11.09243605,-5.746406141,2.36,0.873,0,0.106866421,0.303725618
8,-5,25,-7.019800812,-4.372542866,-4.826715664,0,2.07,0.739,0,0.18776406,0.422469135
8,-5,25,-3.973128625,-3.478456335,-3.118075436,-3.869890557,0.83,0.704,0,0.292530811,0.481260367
8,-5,25,-4.356586488,-3.117201967,-2.962220527,-3.666769049,0.76,0.501,0,0.161461217,0.469705359
8,-5,25,-4.307262719,-3.418968569,-3.040582154,-2.763671995,1.81,0.672,0,0.207769016,0.449049164
8,-5,25,-4.370527754,-3.715269845,-3.746761451,-4.680748041,2.48,0.812,0,0.082127549,0.307978308
8,-5,25,-4.617001515,-3.331793147,-3.392020763,0,2.51,0.686,0,0.163479017,0.441393346
8,-5,25,-5.85562277,-3.695891416,-3.536275232,-5.20031991,1.36,0.646,0,0.181352211,0.44804664
8,-5,25,-12.14508461,-5.340681677,-5.505173209,-5.734335393,1.31,0.628,0,0.128115859,0.375806519
8,-5,25,-3.928505411,-3.202840665,-3.080899934,-4.720940693,2.56,1.286,0,0.245769389,0.439797854
8,-5,25,-6.256922578,-4.208338644,-4.917683633,-11.81993119,2.37,0.761,0,0.119027338,0.297568345
8,-5,25,-4.184571048,-2.957732426,-3.301699904,-2.481102161,1.57,0.711,0,0.082779012,0.354767193
8,-5,25,-4.396417934,-4.094382164,-4.08687715,-9.905844039,2.42,0.724,0,0.040771664,0.285401651
8,-5,25,-5.176120551,-3.552628587,-3.344724181,0,1.82,0.67,0,0.192946487,0.470307062
8,-5,25,-6.006249219,-3.876792456,-4.454432698,-2.362415456,1.91,0.912,0,0.067893517,0.297686958
8,-5,25,-7.686336709,-4.246686326,-4.091027751,0,1.87,0.74,0,0.251220458,0.43313872
8,-5,25,-5.912803239,-3.883529357,-3.683775756,-12.4479876,1.67,0.709,0,0.245620395,0.452458622
8,-5,25,-6.231422078,-3.832829948,-3.903977948,-3.707661951,1.61,0.747,0,0.137465054,0.399898339
8,-5,25,-4.116689683,-3.106199688,-2.813597804,-3.544302803,0.78,0.582,0,0.206069836,0.492277942
8,-5,25,-3.950312124,-3.718685315,-3.022822041,-3.148681858,2.31,0.559,0,0.011034851,0.408289493
8,-5,25,-3.805759814,-2.976221082,-2.715724437,-2.805016214,1.8,0.574,0,0.19516322,0.47814989
8,-5,25,-5.049326601,-3.603334669,-3.683509316,-7.465293908,3.66,1.291,0,0.103576862,0.388413234
8,-5,25,-4.960741838,-3.45234843,-3.101915233,-4.321271362,1.31,0.582,0,0.229942792,0.484090088
8,-5,25,-8.46617775,-5.125263914,-5.563155149,-4.75742438,1.85,0.618,0,0.068428058,0.31647977
8,-5,25,-20,-8.612681788,-9.990082956,0,2.49,0.939,0,0.105449799,0.278004016
8,-5,25,-13.91749294,-7.779688055,-9.419246664,0,2.4,1.059,0,0.118167542,0.236335084
8,-5,25,-14.59200873,-5.75784414,-5.94166007,0,2.65,0.812,0,0.152434101,0.381085252
8,-5,25,-4.755368126,-3.475642322,-3.778743369,-3.218800215,1.99,0.594,0,0.060307798,0.331692892
8,-5,25,-7.355841745,-4.392193653,-6.513173505,-11.83201263,2.17,1.14,0,0.178997233,0.198885815
8,-5,25,-4.935261729,-3.63865164,-3.121128803,-4.392709512,1.19,0.609,0,0.257751977,0.494883796
8,-5,25,-4.650382305,-3.152151596,-3.416398508,-2.622657794,2.15,0.671,0,0.102845424,0.383332944
8,-5,25,-6.42734467,-3.883312083,-3.807243077,-5.258403317,1.03,0.569,0,0.157418766,0.43027796
8,-5,25,-6.065146638,-5.876317018,-6.389319301,-5.388622694,2.75,0.977,0,0.009472762,0.085254862
8,-5,25,-7.476931621,-4.674629489,-4.65826619,-3.342967131,2.34,0.858,0,0.120373425,0.353095381
8,-5,25,-7.642818678,-5.095620722,-5.709563696,-4.432703228,2.12,0.76,0,0.056050926,0.270912807
8,-5,25,-5.55246496,-3.636019439,-3.77699894,0,2.45,0.743,0,0.189280573,0.44165467
8,-5,25,-5.36361757,-3.762241956,-3.573009291,-9.942783901,2.14,0.77,0,0.180604978,0.425711734
8,-5,25,-6.580808481,-3.929230847,-3.754828884,-9.414639962,4.04,1.521,0,0.195100188,0.451169184
8,-5,25,-3.852977384,-3.742779538,-4.205445179,-4.162683686,1.5,0.665,0,0.099101016,0.336943455
8,-5,25,-3.590692683,-2.832231043,-2.697957964,-7.559587174,1.77,0.568,0,0.203868224,0.492681543
8,-5,25,-4.994721771,-4.507105145,-5.757023922,0,2.42,0.996,0,0.089046724,0.237457931
8,-5,25,-3.978044018,-3.717932597,-4.3522735,-3.944053153,1.43,0.987,0,0.022259154,0.089036617
8,-5,25,-3.927197242,-3.225181607,-3.61676227,-2.656376436,1.66,0.897,0,0.034405977,0.189232873
8,-5,25,-4.709044331,-3.585327185,-3.520998085,-2.78019655,1.74,0.81,0,0.119278529,0.377715343
8,-5,25,-3.652730277,-3.042467271,-2.635983246,-3.393806185,0.6,0.724,0,0.262030112,0.524060223
8,-5,25,-4.94973363,-3.374263469,-3.326586761,-5.482732733,2.51,0.795,0,0.147427014,0.442281042
8,-5,25,-3.642120383,-3.319177093,-2.978748111,-2.498364421,1.87,0.744,0,0.133417866,0.381193901
8,-5,25,-6.577523365,-6.234838162,-6.664208565,-12.44460842,6.69,2.517,0,0.012311543,0.049246172
8,-5,25,-4.564697219,-3.390665533,-3.829923749,-2.495609279,2.29,0.75,0,0.050019116,0.292969106
8,-5,25,-7.97169388,-4.299345363,-4.41581496,0,2.73,0.782,0,0.223762863,0.447525726
8,-5,25,-4.974454245,-3.482279418,-3.306294594,-7.512498536,2.02,0.785,0,0.198276223,0.457560515
8,-5,25,-6.683081078,-5.479210412,-5.685520314,0,2.56,0.919,0,0.106392093,0.319176279
8,-5,25,-4.840745138,-3.489892258,-3.184783842,-2.97291198,1.54,0.658,0,0.197036383,0.454699345
8,-5,25,-3.030026712,-2.636420703,-2.536930579,-5.957817267,1.84,0.597,0,0.190929252,0.477323131
8,-5,25,-8.03467719,-4.626983014,-5.066477346,0,2.12,0.836,0,0.173016176,0.372650226
8,-5,25,-6.817055316,-4.059345847,-4.039463362,-5.243138838,1.26,0.437,0,0.152251038,0.409906642
8,-5,25,-7.651980098,-5.228306724,-5.891382566,-8.131817424,2.73,0.835,0,0.079251696,0.260398429
8,-5,25,-20,-16.77641188,-20,-3.588345119,3.14,1.215,0,0.020950665,0.171795451
8,-5,25,-6.012566651,-3.953247813,-4.081769083,-3.398595715,2.48,0.734,0,0.109691645,0.361982427
8,-5,25,-17.29977983,-6.057164362,-6.085905905,0,2.67,0.836,0,0.152608408,0.38152102
8,-5,25,-5.013559371,-3.452400079,-3.801094307,-2.540187976,2.06,0.839,0,0.134505067,0.336262667
8,-5,25,-4.720710075,-3.244075457,-3.116574759,-4.257852085,1.58,0.714,0,0.175307411,0.46748643
8,-5,25,-4.776755228,-3.599361308,-3.750878755,0,1.94,0.763,0,0.090849455,0.374754
8,-5,25,-6.691739517,-4.376578107,-4.416660759,0,2.32,0.747,0,0.159209771,0.404147881
8,-5,25,-2.56026028,-3.363922488,-3.817688842,-1.960627093,2.28,0.964,0,0.040246755,0.225381826
8,-5,25,-6.248057102,-3.972595435,-4.139567143,0,1.81,0.73,0,0.185470572,0.437180635
8,-5,25,-3.256923492,-2.652909638,-2.786081631,-2.606355093,1.4,0.584,0,0.051558676,0.350598996
8,-5,25,-3.89778811,-3.147232937,-3.125850541,0,1.66,0.644,0,0.132524207,0.414138147
8,-5,25,-5.860004261,-4.079264475,-4.324453204,0,2.3,0.842,0,0.110414018,0.38031495
8,-5,25,-5.61567316,-3.620215122,-3.469289528,0,1.95,0.725,0,0.326666125,0.483949814
8,-5,25,-5.527680267,-3.58809843,-3.527523075,-3.059581638,1.79,0.632,0,0.147150966,0.421832769
8,-5,25,-5.670364125,-3.816912663,-3.342749972,0,1.99,0.713,0,0.236206708,0.482683274
8,-5,25,-4.937672894,-4.334447568,-5.358402711,-3.568837549,1.98,4.238,0,0.018820952,0.009410476
8,-5,25,-3.833486504,-3.881774839,-4.166740231,-4.390002417,2.14,0.778,0,0.042707009,0.213535043
8,-5,25,-20,-9.947132001,-10.35223089,0,2.6,1.041,0,0.111989007,0.295970948
8,-5,25,-5.393621817,-3.635923978,-3.934281313,-4.290617944,1.22,0.488,0,0.092079573,0.36831829
8,-5,25,-4.806986612,-3.259220234,-3.562054879,-3.630636995,1.46,0.569,0,0.110645022,0.387257576
8,-5,25,-6.690863556,-3.989321903,-3.856620747,-8.418842986,4.1,1.533,0,0.190969999,0.436502855
8,-5,25,-7.48378354,-4.399725231,-4.688905005,-4.021973946,1.88,0.644,0,0.100930373,0.357844049
8,-5,25,-5.227610504,-3.651243064,-3.824492487,0,2.24,0.653,0,0.14587169,0.419381108
8,-5,25,-3.094202772,-2.413523573,-3.212000417,-2.471788298,1.64,1.023,0,0.082566768,0.10320846
8,-5,25,-3.958516107,-3.489003659,-3.223409292,-3.034107414,1.6,0.574,0,0.119111548,0.372223588
8,-5,25,-5.945290233,-4.593273639,-4.908223287,-3.893240706,2.05,0.826,0,0.049991662,0.249958311
8,-5,25,-4.902706083,-3.372175621,-3.293546901,-7.096039569,2.63,1.108,0,0.166608338,0.44856091
8,-5,25,-5.491982422,-3.686457842,-3.954539627,-15.37385394,2.22,0.649,0,0.135453688,0.391310654
8,-5,25,-4.27742705,-4.194291919,-3.312428877,-2.792237347,2.68,0.639,0,0.009767922,0.371181051
8,-5,25,-4.432633811,-3.340570173,-3.46078773,0,1.67,0.688,0,0.245496091,0.446356529
8,-5,25,-4.195523231,-2.989213159,-3.112046391,-3.401649309,1.05,0.461,0,0.122122792,0.415217493
8,-5,25,-8.085036932,-4.601708919,-4.482902484,-16.40759532,2.06,0.72,0,0.162540626,0.406351566
8,-5,25,-5.333098965,-5.381096959,-5.41963206,-5.613118067,2.11,0.913,0,0.018384817,0.147078534
8,-5,25,-3.456164821,-3.870676581,-4.084667625,0,9.93,1.289,0,0.030876703,0.154383516
8,-5,25,-3.997704068,-4.158768366,-3.991030011,-3.596807265,1.66,0.622,0,0.097543248,0.320499243
8,-5,25,-10.32771167,-13.31548549,-9.049218292,0,3.82,1.311,0,0.011273399,0.180374384
8,-5,25,-5.147636128,-3.625472982,-3.552393342,-4.212693578,0.88,0.309,0,0.145000698,0.401540393
8,-5,25,-2.656661231,-2.489052156,-2.148259323,-4.556389987,1.62,0.555,0.02,0.254721561,0.577368872
8,-5,25,-5.412622202,-3.711756502,-5.069067808,-10.50160573,2.04,1.11,0,0.287002013,0.227622286
8,-5,25,-8.933086953,-5.556629966,-5.681431055,-5.716496926,1.22,0.564,0,0.17650588,0.319391592
8,-5,25,-3.95174594,-3.326377299,-2.708641854,-3.85839674,1.11,0.68,0,0.303534352,0.528737258
8,-5,25,-11.03790314,-7.900030207,-8.118594331,-5.17303304,2.12,0.736,0,0.032535667,0.227749672
8,-5,25,-9.273710717,-6.409771306,-6.976641094,-3.083574378,2.14,0.969,0,0.062279427,0.256902634
8,-5,25,-4.077303564,-3.076909576,-3.106192469,0,2.04,0.605,0,0.145369148,0.452259571
8,-5,25,-5.92777475,-4.077760389,-3.863187465,-3.669976933,1.83,0.726,0,0.149381746,0.390690722
8,-5,25,-20,-7.459497209,-7.468301424,-10.59216076,1.03,0.416,0,0.127319694,0.348007163
8,-5,25,-3.897486059,-3.084392064,-2.696318263,0,2.06,0.602,0,0.340948639,0.545517822
8,-5,25,-5.407631372,-3.785614294,-4.127227944,-3.662814942,1.35,0.638,0,0.101281854,0.316505794
8,-5,25,-20,-20,-17.37227732,-6.720017143,1.9,1.152,0,0.020895306,0.215918162
8,-5,25,-3.595675142,-2.649569409,-2.722752039,-2.398806982,1.94,0.709,0,0.146424841,0.439274524
8,-5,25,-7.48813357,-4.344769884,-4.824676278,-4.162035738,1.56,0.636,0,0.103060834,0.347830315
8,-5,25,-3.034428401,-2.911181203,-2.898119336,-3.419807654,1.64,0.628,0,0.272591086,0.371715117
8,-5,25,-3.12714384,-2.412179775,-3.046517075,-2.552215349,1.45,0.828,0,0.100004961,0.175008682
8,-5,25,-4.187670863,-4.159362983,-4.286416136,-4.70163143,2.93,0.965,0,0.017869831,0.125088815
8,-5,25,-4.457890624,-3.060910799,-3.294105028,-2.589667447,1.98,0.739,0,0.095071536,0.390849647
8,-5,25,-6.05781485,-5.034938974,-5.779905093,-2.995833496,2.62,1.11,0,0.045305981,0.199346318
8,-5,25,-5.19851633,-5.486821852,-5.83938074,0,2.94,1.491,0,0.014284691,0.09999284
8,-5,25,-5.686143854,-3.901855654,-3.651876364,-4.197838977,1.11,0.459,0,0.196171355,0.412992327
8,-5,25,-10.81621097,-5.475969209,-5.836062943,0,2.14,0.858,0,0.127162113,0.360292652
8,-5,25,-4.013296132,-3.402987675,-3.70280321,0,1.8,0.67,0,0.253541669,0.464826393
8,-5,25,-3.074499885,-2.742412701,-2.941845474,-1.994403999,2.03,0.857,0,0.022926953,0.183415623
8,-5,25,-4.119452175,-3.153261587,-2.969297612,-6.532168042,1.81,0.673,0,0.180343582,0.465887586
8,-5,25,-7.467589425,-7.128215558,-7.074460615,-19.99644602,3.7,1.197,0,0.013369668,0.13369668
8,-5,25,-2.406642575,-2.131139969,-2.025398772,-2.06019366,1.69,0.538,0,0.157700663,0.50949445
8,-5,25,-14.4958907,-6.175755263,-6.466136633,-19.970755,2.26,0.788,0,0.116163478,0.359050751
8,-5,25,-6.463336479,-3.950223304,-3.498836818,-11.36074091,1.61,0.699,0,0.271742987,0.483098644
8,-5,25,-3.597343158,-2.896707028,-3.540142696,-2.525231109,1.73,0.89,0,0.17273563,0.249507021
8,-5,25,-8.356057977,-4.77971925,-5.920006284,0,2.42,0.795,0,0.220774708,0.407584077
8,-5,25,-4.490975338,-3.229209304,-3.016468338,-3.743846609,0.78,0.423,0,0.165896838,0.464511148
8,-5,25,-4.913874054,-3.301009874,-3.427942824,-3.039842892,1.85,0.711,0,0.121485054,0.404950179
8,-5,25,-5.082304024,-3.804611085,-4.058059774,-4.522808772,1.28,0.465,0,0.054799371,0.306876479
8,-5,25,-4.102316415,-3.285991508,-3.486137971,-3.257327248,1.14,0.669,0,0.208480507,0.331116099
8,-5,25,-4.615271402,-3.751925235,-3.624559331,-2.894981586,1.45,0.713,0,0.207503709,0.400696818
8,-5,25,-15.11823527,-5.691749913,-5.592845569,-4.701156898,1.47,0.723,0,0.154859134,0.380695372
8,-5,25,-4.33141157,-3.23471794,-3.530746651,-3.829062738,1.2,0.389,0,0.070850374,0.325911721
8,-5,25,-5.70359624,-3.737326397,-3.548696072,-3.643542852,1.48,0.602,0,0.181530061,0.427129556
8,-5,25,-3.950973098,-2.856713144,-3.244971342,-2.818853513,1.34,0.603,0,0.092689927,0.339863065
8,-5,25,-16.13396991,-6.1926226,-5.984551439,-9.489899294,1.28,0.592,0,0.153055758,0.369134475
8,-5,25,-5.27739179,-3.473007397,-3.635165284,-3.809521126,1.48,0.539,0,0.128081999,0.395889816
8,-5,25,-4.110852725,-4.686171359,-5.066310552,-5.020929654,3.29,0.994,0,0.016146738,0.129173908
8,-5,25,-4.61139791,-3.348825555,-3.335000796,-8.353994137,2.09,0.787,0,0.182656268,0.433808636
8,-5,25,-3.943623398,-3.618512687,-3.889454443,-2.389826554,1.98,0.885,0,0.112264812,0.36673172
