L,alfa,n,alfa.MV,alfa.DT.GA.BFGS,alfa.DT.LN.BFGS,alfa.LC,tiempo.BFGS.GA,tiempo.BFGS.LN,tiempo.LC,b.GA,b.LN
8,-1.5,9,-1.353734716,-1.297478025,-1.325105241,-1.230348762,3.71,0.768,0,0.165415439,0.290202524
8,-1.5,9,-1.290053987,-1.231172216,-1.269699429,-1.236799154,4.68,1.098,0,0.021732084,0.137636532
8,-1.5,9,-1.384120153,-1.28977553,-1.407548896,-1.212393631,2.62,1.82,0,0.03476761,0.03476761
8,-1.5,9,-1.453778647,-1.349470125,-1.369568523,-1.300115638,2.23,0.629,0,0.111526297,0.545891874
8,-1.5,9,-1.530395117,-1.390867773,-1.48366862,-1.378043526,2.24,0.714,0,0.03911411,0.391141102
8,-1.5,9,-1.50328425,-1.519821312,-1.394895579,-1.397089128,2.12,0.61,0,0.20319351,0.655462934
8,-1.5,9,-1.482257186,-1.349947,-1.416660804,-1.309446096,2.17,0.974,0,0.053484435,0.467988809
8,-1.5,9,-2.163000967,-2.144253865,-2.230696024,-2.424262463,1.79,0.881,0,0.240828924,0.100345385
8,-1.5,9,-1.484309563,-1.489484839,-1.366464164,-1.415823596,1.61,0.44,0,0.180488081,0.730156328
8,-1.5,9,-1.334888814,-1.279230718,-1.336282537,-1.193388546,2.77,0.764,0,0.017553315,0.175533148
8,-1.5,9,-1.356180144,-1.522431804,-1.590618313,-1.303642,2.79,0.588,0,0.273481347,0.374631983
8,-1.5,9,-1.908946369,-1.936924822,-1.617184985,-1.784144485,1.29,0.811,0,0.290615818,0.714430552
8,-1.5,9,-1.58741541,-2.305765331,-1.750403654,0,1.77,0.558,0,0.783087103,1.044116137
8,-1.5,9,-1.536231865,-1.393901611,-1.443227429,-2.599061048,3.26,0.403,0,0.140812738,0.563250952
8,-1.5,9,-2.966226297,-2.485035959,-2.199891132,-10.42718602,1.52,0.544,0,0.297262352,0.664468787
8,-1.5,9,-1.430663517,-1.693989537,-1.4070918,-1.93002219,3.49,1.15,0,0.347197083,0.978464505
8,-1.5,9,-1.580752944,-1.979909978,-1.451348082,-1.61003996,1.55,0.373,0,0.339882182,0.781729019
8,-1.5,9,-1.97343391,-1.740828731,-1.684142914,-1.991970845,2.07,0.483,0,0.227369723,0.636635223
8,-1.5,9,-1.433903208,-2.227026879,-3.715780461,-1.717948314,1.43,1.143,0,0.518181505,0.126385733
8,-1.5,9,-1.478418212,-1.304912043,-1.448278797,-1.254131956,1.89,2.021,0,0.085155306,0.207695867
8,-1.5,9,-1.789710289,-1.522988754,-1.627972945,-1.626569004,1.25,0.543,0,0.098143259,0.501621104
8,-1.5,9,-1.353332168,-1.328072617,-1.278163463,-1.371591234,1.12,0.504,0,0.146866981,0.711739986
8,-1.5,9,-1.354483882,-1.313926508,-1.35930402,-1.279986493,2.9,0.935,0,0.006806546,0.224616026
8,-1.5,9,-1.742662583,-1.466973092,-1.685269009,-1.388393248,1.79,1.098,0,0.129375522,0.275267067
8,-1.5,9,-1.469608467,-1.442215655,-1.467085982,-1.289235745,2.26,0.855,0,0.011417256,0.262596886
8,-1.5,9,-1.263072574,-1.190473406,-1.256161369,-1.165482414,2.36,3.556,0,0.068736578,0.245487777
8,-1.5,9,-1.361115392,-1.201162788,-1.260914019,-1.709590538,3.54,1.771,0,0.051083972,0.510839719
8,-1.5,9,-1.36247759,-1.276391711,-1.365066226,-1.307207439,2.37,0.851,0,0.010750464,0.19888359
8,-1.5,9,-1.361416622,-1.285285619,-1.312808478,-1.260049816,1.55,1.087,0,0.085816041,0.476755781
8,-1.5,9,-2.738457962,-2.622335738,-2.115355221,-2.194402769,1.56,0.465,0,0.365381458,0.661166448
8,-1.5,9,-1.444973368,-1.337544797,-1.35018163,-1.294355332,2.15,0.653,0,0.110127639,0.595984868
8,-1.5,9,-1.468795565,-1.470570765,-1.357923645,-1.61789375,1.28,1.196,0,0.188455111,0.788085009
8,-1.5,9,-1.694636416,-1.963737828,-1.516278781,-1.595073972,1.26,0.51,0,0.36227609,0.759054665
8,-1.5,9,-2.107160633,-1.868670877,-1.759756206,-1.96982904,1.1,0.301,0,0.195509255,0.609528855
8,-1.5,9,-1.351030642,-1.26383904,-1.293416704,-1.276311394,1.87,0.569,0,0.071533763,0.551831886
8,-1.5,9,-1.371210381,-1.326211417,-1.321365877,-1.255843659,2.65,0.713,0,0.161887705,0.4625363
8,-1.5,9,-1.29046726,-1.272967376,-1.222079569,-2.413247912,4.02,1.003,0,0.157188186,0.903832068
8,-1.5,9,-1.624100279,-1.639119197,-1.515983521,-1.436557979,1.59,0.662,0,0.272721142,0.545442284
8,-1.5,9,-1.56010621,-1.934781849,-1.453820034,-1.616836012,1.4,0.456,0,0.393675512,0.882787512
8,-1.5,9,-2.858652023,-2.107511469,-2.440309002,-1.813596396,1.01,0.381,0,0.095693518,0.398722991
8,-1.5,9,-1.948980116,-1.792911245,-1.716143207,-1.886348957,6.26,0.328,0,0.175172164,0.538028791
8,-1.5,9,-1.769715268,-1.742328979,-1.554435656,-1.591180828,1.11,0.508,0,0.226399843,0.642975555
8,-1.5,9,-1.284319008,-1.184874832,-1.269427871,-1.339942893,7.97,0.924,0,0.051416992,0.205667968
8,-1.5,9,-1.379608968,-1.432112235,-1.419612721,-1.475844171,3.01,0.673,0,0.20192217,0.151441627
8,-1.5,9,-1.999599189,-1.678476863,-2.220198598,-1.53205136,1.07,1.125,0,0.183148397,0.065745579
8,-1.5,9,-1.398441463,-1.219697664,-1.306392617,-1.489860928,3.42,0.647,0,0.017683105,0.377239581
8,-1.5,9,-1.308278014,-1.967408803,-2.114800049,-1.719074041,4.45,1.097,0,0.03352018,0.368721975
8,-1.5,9,-1.388744676,-1.441574552,-1.302695703,-1.32650581,3.71,0.581,0,0.206454636,0.76229404
8,-1.5,9,-2.531781243,-2.636483563,-20,-2.02138549,1.78,2.891,0,0.325818274,0.005617556
8,-1.5,9,-1.976545535,-2.352950737,-3.287482636,0,1.77,0.693,0,0.268797685,0.268797685
8,-1.5,9,-1.512592744,-1.394941016,-1.406857105,-1.358764423,1.96,0.761,0,0.111399887,0.571852754
8,-1.5,9,-1.538019401,-1.356835742,-1.434305615,-1.514189507,1.6,0.83,0,0.023716595,0.106724678
8,-1.5,9,-2.212152922,-1.952634201,-1.77447732,-2.154232447,1,0.623,0,0.127396634,0.70492804
8,-1.5,9,-1.520908181,-1.353036154,-1.71829148,-1.296217859,2.29,2.747,0,0.13297132,0.01756225
8,-1.5,9,-1.88003298,-1.560281767,-1.710883526,-1.931685899,1.91,0.481,0,0.078491391,0.448522235
8,-1.5,9,-1.9991365,-1.963089688,-2.042373064,-1.560548436,4.79,0.718,0,0.008402596,0.151246734
8,-1.5,9,-1.510312664,-1.691398508,-1.492405687,-1.563354568,1.12,0.345,0,0.226644384,0.749669885
8,-1.5,9,-1.36239466,-1.490811517,-1.365493868,-1.296103792,1.83,2.294,0,0.263253571,0.337293638
8,-1.5,9,-1.65548263,-1.513539825,-1.493428687,-1.601003049,0.98,0.422,0,0.136618794,0.64406003
8,-1.5,9,-1.334996886,-1.217703181,-1.328544318,-1.187822812,2.53,0.791,0,0.064752299,0.154172141
8,-1.5,9,-1.623514004,-1.596326803,-1.472185645,-1.60533504,0.98,0.461,0,0.214343696,0.643031089
8,-1.5,9,-1.53026814,-1.659820353,-1.427122818,-1.508140298,1.28,0.537,0,0.266588706,0.813797103
8,-1.5,9,-2.104749007,-1.770689557,-1.945539206,-11.11031272,1.78,0.572,0,0.049252651,0.344768554
8,-1.5,9,-1.506977393,-1.384161047,-1.449261296,-1.427029666,1.39,0.915,0,0.046955375,0.187821501
8,-1.5,9,-1.731184612,-1.831361936,-1.525211817,-1.694613143,1.16,0.34,0,0.248791957,0.703480707
8,-1.5,9,-2.140273811,-1.792537399,-1.791188595,-1.762487152,1.25,0.498,0,0.170907766,0.581086403
8,-1.5,9,-1.460715492,-1.321989404,-1.355416817,-1.676642629,2.46,1.139,0,0.071980418,0.557848237
8,-1.5,9,-1.862738629,-2.231822825,-1.623013063,-2.27532307,1.65,1.086,0.01,0.476325167,0.861049341
8,-1.5,9,-1.487769043,-1.383089379,-1.36156389,-1.778836592,2.16,2.458,0,0.152874263,0.730399257
8,-1.5,9,-1.55819657,-1.487372605,-1.423595798,-1.506168289,1.5,0.382,0,0.140550403,0.646531855
8,-1.5,9,-1.569575213,-1.813559623,-1.529733871,-4.596700608,1.61,0.46,0,0.765983066,0.765983066
8,-1.5,9,-1.949199329,-1.649383593,-1.78520992,-1.48611239,1.62,0.796,0,0.159042684,0.361460645
8,-1.5,9,-1.370009052,-1.379060491,-1.296820296,-1.296841875,2.05,0.692,0,0.178487853,0.764947943
8,-1.5,9,-1.372217964,-1.537287756,-1.313216452,-1.360577242,2.39,0.857,0,0.251481528,0.84191642
8,-1.5,9,-1.454473451,-1.306944992,-1.414690773,-1.809576227,3.81,1.053,0,0.01991985,0.219118352
8,-1.5,9,-1.567253382,-1.428054083,-1.439851125,-1.384104818,1.84,0.676,0,0.126497405,0.585050498
8,-1.5,9,-1.389546764,-1.311652547,-1.331107125,-1.253695548,1.99,0.81,0,0.119627722,0.478510887
8,-1.5,9,-2.215270702,-2.618046639,-8.115301993,-2.224195586,1.19,2.385,0,0.397610366,0.042298975
8,-1.5,9,-3.36476397,-2.689018582,-2.766305649,0,1.73,0.493,0,0.174709577,0.508246043
8,-1.5,9,-2.131612744,-2.196286705,-1.967547951,-1.726346499,1.4,0.526,0,0.269171306,0.354172771
8,-1.5,9,-1.893118349,-1.714667437,-1.628227031,-1.53957702,1.5,0.51,0,0.23586656,0.620701473
8,-1.5,9,-1.455206279,-1.390332783,-1.365588421,-1.356403926,1.23,0.739,0,0.11762971,0.588148549
8,-1.5,9,-1.584349356,-1.408178554,-1.474330855,-1.339277529,2.06,0.941,0,0.074968007,0.501708968
8,-1.5,9,-1.482108211,-1.34665843,-1.45860416,-1.636051278,4.81,1.184,0,0.064884614,0.259538455
8,-1.5,9,-1.397219629,-1.451712877,-1.31134099,-1.469812049,0.84,0.784,0,0.223883444,0.796030024
8,-1.5,9,-1.791762106,-1.769876442,-1.614982294,-1.53060442,1.73,0.55,0,0.268195374,0.525873283
8,-1.5,9,-1.693822219,-1.534789154,-1.516214706,-1.693327667,1.15,0.477,0,0.150257198,0.614688537
8,-1.5,9,-1.5600031,-1.408975019,-1.43592944,-1.366524104,2.27,0.813,0,0.120296676,0.577424047
8,-1.5,9,-2.004712763,-1.824353281,-2.09415513,-4.001477457,1.54,0.682,0,0.181494903,0.151245752
8,-1.5,9,-2.557433083,-2.346868187,-2.531550094,-1.838634119,1.78,0.665,0,0.019203937,0.211243312
8,-1.5,9,-1.488069277,-1.387530497,-1.62391946,-1.31936091,2.39,2.115,0,0.145365585,0.01744387
8,-1.5,9,-1.233170655,-1.248739951,-1.223524023,-1.210049655,1.95,0.682,0,0.111677595,0.335032784
8,-1.5,9,-1.399008554,-2.028243139,-1.424420741,-1.864473068,2.95,1.169,0,0.514163596,1.083416149
8,-1.5,9,-1.829822865,-1.598577789,-1.610330308,-1.572358094,2.54,0.783,0,0.108820238,0.587629283
8,-1.5,9,-1.212070153,-1.170831829,-1.190196691,-1.171299656,4.73,0.928,0,0.045461649,0.454616487
8,-1.5,9,-1.700049389,-1.500297382,-1.548675045,-1.832668144,3.48,0.787,0,0.118891182,0.564733114
8,-1.5,9,-1.598586749,-1.478779072,-1.449997042,-2.173321321,1.17,0.436,0,0.135346032,0.710566666
8,-1.5,9,-1.393558923,-1.215667778,-1.306955466,-2.649714201,6.89,0.931,0.02,0.021457688,0.128746128
8,-1.5,9,-1.415527616,-1.306076576,-1.34755915,-1.611471882,2.29,0.697,0,0.031365904,0.386846146
8,-1.5,9,-1.604524262,-1.418052695,-1.508511996,-1.342384461,2.08,0.581,0,0.130617762,0.435392541
8,-1.5,9,-1.549658213,-1.502597771,-1.562422032,-1.388377802,3.26,1.271,0,0.004006362,0.152241739
8,-1.5,9,-1.656679929,-1.771162005,-1.484488283,-1.892803915,1.53,0.842,0,0.295089308,0.78690482
8,-1.5,9,-1.935907391,-1.643618548,-1.771480692,-1.894008296,1.56,0.316,0,0.069444971,0.444447816
8,-1.5,9,-1.486616061,-1.322534232,-1.37657062,-1.694478558,2.24,0.887,0,0.111696138,0.586404724
8,-1.5,9,-1.347715128,-1.289183641,-1.27647931,-1.45419557,2.98,1.163,0,0.128507501,0.642537506
8,-1.5,9,-1.542650106,-1.454243354,-1.431072438,-2.171511485,3.32,0.428,0,0.196742712,0.590228137
8,-1.5,9,-1.280297958,-1.216170528,-1.26120627,-1.196169948,2.08,0.962,0,0.064014016,0.376553035
8,-1.5,9,-1.497804013,-1.367554376,-1.382659685,-1.478401342,1.73,0.358,0,0.0162451,0.633558883
8,-1.5,9,-1.607434107,-1.54730759,-1.445894557,-1.432174421,2.11,0.591,0,0.202566689,0.704932077
8,-1.5,9,-1.410487198,-1.343265708,-1.377806242,-1.283483349,2.17,1.08,0,0.015360947,0.368662717
8,-1.5,9,-1.646445023,-1.666526286,-1.482249529,-1.993403211,2.78,1.332,0,0.239895243,0.666375674
8,-1.5,9,-1.780728478,-1.755852004,-1.784468481,-1.393525732,3.23,1.287,0,0.006853477,0.133642807
8,-1.5,9,-1.429018393,-1.296946137,-7.965999818,-1.482797483,2.09,1.909,0,0.008100388,0.097204662
8,-1.5,9,-1.397672651,-1.378394384,-1.388434733,-1.34542149,1.29,0.838,0,0.163581176,0.190844705
8,-1.5,9,-2.482871766,-1.971455493,-2.178593934,-3.117580285,3.2,0.726,0,0.084612926,0.423064631
8,-1.5,9,-1.421231083,-1.28246372,-1.35623693,-1.656836712,3.19,1.795,0,0.056441534,0.451532269
8,-1.5,9,-1.232575219,-1.212906569,-1.218051042,-1.172266887,1.92,0.945,0,0.106003054,0.311773688
8,-1.5,9,-2.46916552,-2.135461448,-1.982754296,-2.908563688,2.45,0.769,0,0.224903309,0.588208653
8,-1.5,9,-1.297280247,-1.270401198,-1.277704812,-1.205458196,2.22,1.194,0,0.161323173,0.293314859
8,-1.5,9,-2.1878524,-1.947205885,-1.90868027,-1.64980736,0.87,0.651,0,0.251467427,0.457213504
8,-1.5,9,-1.484763772,-1.938595009,-1.535538824,-1.466401776,1.12,0.705,0,0.412951207,0.688252012
8,-1.5,9,-3.262940533,-2.970994647,-2.535604069,-5.197241766,1.65,0.62,0,0.480463124,0.63146582
8,-1.5,9,-1.655136607,-2.00888521,-1.519551932,-3.694358449,1.72,0.334,0,0.492276193,0.929855032
8,-1.5,9,-1.747125605,-1.71838422,-1.601467556,-1.486369095,1.29,0.698,0,0.284436524,0.536672686
8,-1.5,9,-1.404835227,-1.450918837,-1.314457314,-1.560297259,1.62,0.605,0,0.218914076,0.796051184
8,-1.5,9,-2.268380972,-1.774848401,-2.02458665,-1.748244991,1.45,0.495,0,0.092213475,0.414960636
8,-1.5,9,-1.732481264,-1.50682458,-1.687954591,-10.37319645,1.72,0.558,0,0.035005424,0.140021694
8,-1.5,9,-1.350505583,-1.284704979,-1.321910035,-1.224614957,1.97,0.823,0,0.149700129,0.287884863
8,-1.5,9,-1.533097325,-1.56928835,-1.428462252,-1.387876607,1.84,0.671,0,0.266242949,0.605097611
8,-1.5,9,-1.631586923,-1.518445555,-1.607148372,-1.302683066,2.4,0.697,0,0.02724,0.226999999
8,-1.5,9,-1.426025069,-1.619223402,-1.545722974,-1.352831968,3.4,0.585,0,0.316590242,0.452271775
8,-1.5,9,-1.304725222,-1.439218303,-1.273171805,-1.261682806,2.2,0.663,0,0.256276334,0.465956971
8,-1.5,9,-1.802293187,-1.560207004,-1.63892863,-1.467104555,1.9,0.738,0,0.069342323,0.490730284
8,-1.5,9,-1.406978944,-1.499196818,-1.342439988,-2.056274365,0.76,0.737,0,0.224146568,0.784512989
8,-1.5,9,-1.376742496,-1.265846593,-1.499147194,-1.467007978,3.99,1.275,0,0.028265523,0.056531047
8,-1.5,9,-1.616944259,-1.467554613,-1.469540316,-1.415027421,1.44,0.78,0,0.118369692,0.599739771
8,-1.5,9,-1.60570427,-1.47266146,-1.578341343,-1.869857545,4.27,0.882,0,0.015878329,0.222296603
8,-1.5,9,-2.041737361,-1.678200448,-1.871390419,-1.517886312,1.74,1.331,0,0.170607044,0.341214088
8,-1.5,9,-1.33844999,-1.303873138,-1.267419179,-1.286741833,3.9,0.65,0,0.111858952,0.657171344
8,-1.5,9,-1.357914693,-1.345512796,-1.329592715,-1.253985727,3.79,0.763,0,0.191320495,0.382640991
8,-1.5,9,-1.324529188,-1.330522773,-1.257554907,-1.349620778,1.17,0.444,0,0.124023847,0.759646062
8,-1.5,9,-1.747983266,-1.863101735,-1.58414798,-2.476916429,3.4,2.506,0,0.336344575,0.850753925
8,-1.5,9,-1.743180253,-1.634726821,-2.760058906,-1.723293106,9.59,2.199,0,0.012560111,0.037680334
8,-1.5,9,-1.241576296,-1.17515301,-1.260087164,-1.172131876,2.04,1.504,0,0.051674596,0.077511894
8,-1.5,9,-1.502714804,-2.00821033,-1.4207848,-3.562743181,1.68,0.422,0,0.324375792,0.778501901
8,-1.5,9,-2.011332213,-2.232593019,-1.734054033,-3.455193821,1.47,0.535,0,0.461149674,0.799326101
8,-1.5,9,-1.363166259,-1.270567099,-1.279342592,-1.647768143,2.22,0.788,0,0.149188692,0.646484333
8,-1.5,9,-1.316166806,-1.602379858,-1.30160617,-2.069257679,1.6,1.34,0,0.365224899,1.014513609
8,-1.5,9,-1.946982998,-2.106537585,-2.157200362,0,2.39,0.944,0,0.046018609,0.184074437
8,-1.5,9,-1.479675689,-1.415000177,-1.361465565,-1.657024136,2.64,0.543,0,0.142307558,0.711537792
