L,grilla,alfa,MV,alfa.GA,alfa.LN,alfa.LC
3,5.14,-5,-4.304335157,-3.319733064,-3.246574428,-4.481529647
3,5.15,-5,-4.297586976,-3.316270911,-3.244307503,-4.473334305
3,5.16,-5,-4.29087146,-3.312825362,-3.242052942,-4.465175438
3,5.17,-5,-4.284188332,-3.309396287,-3.239810661,-4.457052815
3,5.18,-5,-4.277537309,-3.305983556,-3.237580577,-4.448949683
3,5.19,-5,-4.270918099,-3.302587044,-3.235362603,-4.44089961
3,5.2,-5,-4.26433041,-3.299206623,-3.233156657,-4.432885092
3,5.21,-5,-4.257773952,-3.29584217,-3.230962652,-4.424905906
3,5.22,-5,-4.251248443,-3.29249356,-3.228780504,-4.41696183
3,5.23,-5,-4.245504666,-3.289160672,-3.226610129,-4.409052643
3,5.24,-5,-4.23828928,-3.285843385,-3.224451441,-4.401178126
3,5.25,-5,-4.231845976,-3.282541578,-3.218125746,-4.393338063
3,5.26,-5,-4.225452556,-3.279255134,-3.215925194,-4.385532237
3,5.27,-5,-4.219075698,-3.275983935,-3.213736294,-4.377760436
3,5.28,-5,-4.212720204,-3.272727865,-3.211558962,-4.370022448
3,5.29,-5,-4.206415589,-3.269486808,-3.209391542,-4.362318061
3,5.3,-5,-4.200129789,-3.266260651,-3.207236974,-4.354647068
3,5.31,-5,-4.193876326,-3.263049282,-3.205093742,-4.347009262
3,5.32,-5,-4.187646756,-3.259852588,-3.202961768,-4.339404438
3,5.33,-5,-4.181469085,-3.256670459,-3.200840975,-4.331832391
3,5.34,-5,-4.175349767,-3.253503045,-3.198731287,-4.324292919
3,5.35,-5,-4.169123647,-3.250349775,-3.196632628,-4.316785823
3,5.36,-5,-4.163006459,-3.247209702,-3.194544924,-4.309310903
3,5.37,-5,-4.156916256,-3.24408542,-3.1924681,-4.301867962
3,5.38,-5,-4.150852208,-3.240974495,-3.190402082,-4.294456805
3,5.39,-5,-4.14482118,-3.256151414,-3.188346796,-4.287077236
3,5.4,-5,-4.13881347,-3.25293674,-3.186302172,-4.279728965
3,5.41,-5,-4.132832556,-3.249736105,-3.184268136,-4.272411603
3,5.42,-5,-4.126878272,-3.246549405,-3.182244617,-4.265125273
3,5.43,-5,-4.120950476,-3.243376537,-3.180231545,-4.257869788
3,5.44,-5,-4.115049063,-3.240217399,-3.17822885,-4.250644961
3,5.45,-5,-4.109173987,-3.237071117,-3.176236462,-4.243450608
3,5.46,-5,-4.103325286,-3.233939189,-3.174254312,-4.236286543
3,5.47,-5,-4.097503108,-3.230820691,-3.172282332,-4.229152586
3,5.48,-5,-4.091699505,-3.227715522,-3.170320453,-4.222048556
3,5.49,-5,-4.085925692,-3.224623586,-3.16836861,-4.214974272
3,5.5,-5,-4.080177062,-3.221544788,-3.166428054,-4.207929557
3,5.51,-5,-4.07445653,-3.218479032,-3.164495986,-4.200914235
3,5.52,-5,-4.068755509,-3.215426224,-3.162573757,-4.193928129
3,5.53,-5,-4.063080357,-3.21238627,-3.160661302,-4.186971066
3,5.54,-5,-4.057430077,-3.209359079,-3.153195616,-4.180042873
3,5.55,-5,-4.05180417,-3.206344558,-3.151240794,-4.173143379
3,5.56,-5,-4.046192183,-3.203342618,-3.149295725,-4.166272414
3,5.57,-5,-4.040631753,-3.200353167,-3.147360343,-4.159429808
3,5.58,-5,-4.035074716,-3.197376118,-3.14543386,-4.152615394
3,5.59,-5,-4.029541911,-3.194411383,-3.143517731,-4.145829007
3,5.6,-5,-4.024033195,-3.191458874,-3.141611098,-4.13907048
3,5.61,-5,-4.018548305,-3.188518504,-3.139713897,-4.132339651
3,5.62,-5,-4.013086894,-3.185590189,-3.137826068,-4.125636356
3,5.63,-5,-4.00764859,-3.182673844,-3.135947548,-4.118960435
3,5.64,-5,-4.002233224,-3.179769384,-3.134078277,-4.112311727
3,5.65,-5,-3.996840156,-3.176876726,-3.132218196,-4.105690073
3,5.66,-5,-3.991465616,-3.173995789,-3.130367243,-4.099095315
3,5.67,-5,-3.986121643,-3.17112649,-3.12852536,-4.092527341
3,5.68,-5,-3.980797016,-3.16826875,-3.126692488,-4.085985906
3,5.69,-5,-3.975533156,-3.165422486,-3.124868569,-4.079470902
3,5.7,-5,-3.970208309,-3.162587622,-3.123053545,-4.072982175
3,5.71,-5,-3.964950979,-3.159764077,-3.121247358,-4.066519574
3,5.72,-5,-3.959708496,-3.156951774,-3.119449952,-4.060082947
3,5.73,-5,-3.954490645,-3.154150636,-3.117661269,-4.053672145
3,5.74,-5,-3.949294146,-3.151360587,-3.115881255,-4.047287019
3,5.75,-5,-3.944119157,-3.148581551,-3.114109853,-4.040927421
3,5.76,-5,-3.938966279,-3.145811387,-3.112347009,-4.034592656
3,5.77,-5,-3.933836945,-3.143054344,-3.110592668,-4.028282516
3,5.78,-5,-3.928716646,-3.140308074,-3.108846775,-4.02199748
3,5.79,-5,-3.923623999,-3.137572507,-3.107109278,-4.015737404
3,5.8,-5,-3.918551705,-3.134847571,-3.105378057,-4.009502148
3,5.81,-5,-3.913499755,-3.132133195,-3.103657453,-4.003291569
3,5.82,-5,-3.90881986,-3.12942931,-3.101945054,-3.997105529
3,5.83,-5,-3.904137223,-3.126735846,-3.100240812,-3.990943888
3,5.84,-5,-3.898463617,-3.124052735,-3.098544678,-3.984806509
3,5.85,-5,-3.893491237,-3.121379908,-3.096856603,-3.978693255
3,5.86,-5,-3.88853845,-3.118717298,-3.088140443,-3.972603991
3,5.87,-5,-3.883605129,-3.116064838,-3.086409258,-3.96653858
3,5.88,-5,-3.878691148,-3.113422461,-3.084686119,-3.960496891
3,5.89,-5,-3.873796381,-3.110790101,-3.082970978,-3.954478789
3,5.9,-5,-3.868920704,-3.108167693,-3.081263785,-3.948484142
3,5.91,-5,-3.864063992,-3.105555172,-3.079564493,-3.94251282
3,5.92,-5,-3.859226122,-3.102952474,-3.077873054,-3.936564693
3,5.93,-5,-3.85440697,-3.100359535,-3.07618942,-3.93063963
3,5.94,-5,-3.849606415,-3.097776292,-3.074513543,-3.924737505
3,5.95,-5,-3.844824336,-3.095202682,-3.072845378,-3.918858189
3,5.96,-5,-3.840060612,-3.092638644,-3.071184875,-3.913001556
3,5.97,-5,-3.835315126,-3.090084114,-3.06953199,-3.907167481
3,5.98,-5,-3.830587762,-3.087539033,-3.067886675,-3.901355838
3,5.99,-5,-3.825878407,-3.08500334,-3.066248884,-3.895566504
3,6,-5,-3.821186949,-3.082476975,-3.064618572,-3.889799355
3,6.01,-5,-3.816511605,-3.096209313,-3.062995693,-3.88410427
3,6.02,-5,-3.811855883,-3.093570994,-3.061380201,-3.878381128
3,6.03,-5,-3.80721776,-3.090942055,-3.059772053,-3.872679807
3,6.04,-5,-3.802597088,-3.088322436,-3.058171202,-3.867000189
3,6.05,-5,-3.797993728,-3.085712079,-3.056577606,-3.861342154
3,6.06,-5,-3.793407555,-3.083110927,-3.054991219,-3.855705585
3,6.07,-5,-3.788838458,-3.080518921,-3.053411998,-3.850090364
3,6.08,-5,-3.784286336,-3.077936005,-3.0518399,-3.844496375
3,6.09,-5,-3.779747206,-3.075362124,-3.050274881,-3.838923502
3,6.1,-5,-3.77523271,-3.072797257,-3.048716899,-3.833371631
3,6.11,-5,-3.77073139,-3.070241237,-3.047165911,-3.827840648
3,6.12,-5,-3.76624871,-3.067694124,-3.045621875,-3.82233044
3,6.13,-5,-3.761777061,-3.065155822,-3.044084749,-3.816840894
3,6.14,-5,-3.757324448,-3.06262628,-3.042554492,-3.811371898
3,6.15,-5,-3.752888855,-3.060105444,-3.041031061,-3.805923342
3,6.16,-5,-3.748469111,-3.05759326,-3.039514572,-3.800495116
3,6.17,-5,-3.744065472,-3.055089833,-3.038004644,-3.79508711
3,6.18,-5,-3.739677839,-3.052594776,-3.036502255,-3.789699216
3,6.19,-5,-3.735306114,-3.050108218,-3.035004879,-3.784331325
3,6.2,-5,-3.7309502,-3.047630108,-3.033514961,-3.778983332
3,6.21,-5,-3.726610003,-3.045160394,-3.032031631,-3.773655128
3,6.22,-5,-3.722285429,-3.042699025,-3.030554851,-3.76834661
3,6.23,-5,-3.717976387,-3.040245952,-3.020366588,-3.763057671
3,6.24,-5,-3.713682786,-3.037801125,-3.018845755,-3.757788207
3,6.25,-5,-3.709404536,-3.035364494,-3.017331463,-3.752538115
3,6.26,-5,-3.705140697,-3.032936011,-3.015823671,-3.747307293
3,6.27,-5,-3.700892739,-3.030515628,-3.014322341,-3.742095637
3,6.28,-5,-3.696663305,-3.028103296,-3.012827435,-3.736903047
3,6.29,-5,-3.692443658,-3.025698967,-3.011338914,-3.731729422
3,6.3,-5,-3.688240818,-3.023302596,-3.00985674,-3.726574661
3,6.31,-5,-3.684052788,-3.020914134,-3.008380877,-3.721438665
3,6.32,-5,-3.679879483,-3.018533536,-3.006911286,-3.716321336
3,6.33,-5,-3.675720815,-3.016160756,-3.005447931,-3.711222575
3,6.34,-5,-3.6715767,-3.013795748,-3.003990775,-3.706142285
3,6.35,-5,-3.667447052,-3.011438467,-3.002539782,-3.701080369
3,6.36,-5,-3.663331788,-3.009088868,-3.001094916,-3.696036731
3,6.37,-5,-3.659230824,-3.006746908,-2.999656141,-3.691011276
3,6.38,-5,-3.655144076,-3.004412541,-2.998223421,-3.686003909
3,6.39,-5,-3.651071464,-3.002085724,-2.996796722,-3.681014535
3,6.4,-5,-3.647012905,-2.999766415,-2.995376008,-3.676043061
3,6.41,-5,-3.642968319,-2.997454569,-2.993961245,-3.671089393
3,6.42,-5,-3.638937625,-2.995150145,-2.992549806,-3.666153441
3,6.43,-5,-3.634920745,-2.992853101,-2.991147187,-3.661235111
3,6.44,-5,-3.630917598,-2.990563393,-2.989750372,-3.656334313
3,6.45,-5,-3.626928106,-2.988280982,-2.988359332,-3.651450956
3,6.46,-5,-3.622952193,-2.986005825,-2.98697404,-3.646584951
3,6.47,-5,-3.618989781,-2.983737882,-2.985594462,-3.641736208
3,6.48,-5,-3.615040793,-2.981477113,-2.984220576,-3.636904637
3,6.49,-5,-3.611105154,-2.97922058,-2.982852349,-3.632090152
3,6.5,-5,-3.607182788,-2.976974304,-2.981489752,-3.627292665
3,6.51,-5,-3.603273621,-2.974735058,-2.980132756,-3.622512088
3,6.52,-5,-3.599377579,-2.972502804,-2.97878133,-3.617748336
3,6.53,-5,-3.595494587,-2.970277504,-2.977435445,-3.613001321
3,6.54,-5,-3.591624574,-2.968059125,-2.976095072,-3.60827096
3,6.55,-5,-3.587767467,-2.965847628,-2.974760179,-3.603557167
3,6.56,-5,-3.583923193,-2.963642976,-2.973430738,-3.598859859
3,6.57,-5,-3.580091683,-2.961445134,-2.972106719,-3.59417895
3,6.58,-5,-3.576272864,-2.959254064,-2.970788353,-3.58951436
3,6.59,-5,-3.572466668,-2.957069733,-2.969475051,-3.584866004
3,6.6,-5,-3.568673023,-2.954892102,-2.968167088,-3.580233802
3,6.61,-5,-3.564891862,-2.952721138,-2.966864433,-3.575617671
3,6.62,-5,-3.561123116,-2.950556804,-2.965567056,-3.571017531
3,6.63,-5,-3.557366716,-2.948399066,-2.964274929,-3.566433301
3,6.64,-5,-3.553622595,-2.946247889,-2.962988021,-3.561864901
3,6.65,-5,-3.549890687,-2.944103237,-2.961706305,-3.557312253
3,6.66,-5,-3.546170924,-2.941965077,-2.949757343,-3.552775277
3,6.67,-5,-3.54246324,-2.939833374,-2.94843046,-3.548253895
3,6.68,-5,-3.538764603,-2.937708094,-2.947108765,-3.543748029
3,6.69,-5,-3.53508081,-2.935589203,-2.945792229,-3.539257602
3,6.7,-5,-3.531408898,-2.933476667,-2.944480823,-3.534782537
3,6.71,-5,-3.527748806,-2.931370454,-2.94317452,-3.530322757
3,6.72,-5,-3.5245769,-2.929270559,-2.94187329,-3.525878188
3,6.73,-5,-3.520927171,-2.927176863,-2.940577106,-3.521448753
3,6.74,-5,-3.517288976,-2.92508942,-2.93928594,-3.517034378
3,6.75,-5,-3.513662266,-2.923008404,-2.937999765,-3.512634989
3,6.76,-5,-3.510046994,-2.920933287,-2.936718552,-3.50825051
3,6.77,-5,-3.506443115,-2.918864299,-2.935442275,-3.50388087
3,6.78,-5,-3.50285058,-2.916801408,-2.934173778,-3.499525996
3,6.79,-5,-3.499269346,-2.914744583,-2.932906974,-3.495185814
3,6.8,-5,-3.495699365,-2.925631116,-2.931645058,-3.490860252
3,6.81,-5,-3.492140594,-2.923456657,-2.930388002,-3.486550086
3,6.82,-5,-3.488592987,-2.921288407,-2.929135775,-3.482256978
3,6.83,-5,-3.485056499,-2.919126335,-2.927888349,-3.477978105
3,6.84,-5,-3.481531088,-2.916970411,-2.926645695,-3.473713399
3,6.85,-5,-3.478016709,-2.914820603,-2.925407785,-3.469462798
3,6.86,-5,-3.474513318,-2.912676881,-2.924174591,-3.465226236
3,6.87,-5,-3.471020874,-2.910539215,-2.922946087,-3.46100365
3,6.88,-5,-3.467539332,-2.908407576,-2.921722246,-3.456794977
3,6.89,-5,-3.46406865,-2.906281934,-2.92050304,-3.452600153
3,6.9,-5,-3.460608787,-2.904165297,-2.919288443,-3.448369116
3,6.91,-5,-3.457159699,-2.902051346,-2.918078432,-3.444201805
3,6.92,-5,-3.453721345,-2.899943351,-2.916872978,-3.440048156
3,6.93,-5,-3.450293684,-2.897841181,-2.915672057,-3.435908109
3,6.94,-5,-3.446876674,-2.895744973,-2.914475644,-3.431781603
3,6.95,-5,-3.443470274,-2.893654482,-2.913283715,-3.427668577
3,6.96,-5,-3.440074442,-2.891569857,-2.912096243,-3.423568972
3,6.97,-5,-3.436689138,-2.88949101,-2.910913206,-3.419482726
3,6.98,-5,-3.433314322,-2.887417912,-2.909734579,-3.41540978
3,6.99,-5,-3.429949952,-2.885350535,-2.908560339,-3.411350076
3,7,-5,-3.426595988,-2.883288852,-2.907390461,-3.407303554
3,7.01,-5,-3.42325239,-2.881232835,-2.906224922,-3.403270155
3,7.02,-5,-3.419808813,-2.879182456,-2.905063698,-3.399249822
3,7.03,-5,-3.416506449,-2.877137688,-2.903906768,-3.395242496
3,7.04,-5,-3.413203367,-2.875098504,-2.902754108,-3.39124812
3,7.05,-5,-3.409910181,-2.873064877,-2.901605695,-3.387266637
3,7.06,-5,-3.406626843,-2.871036781,-2.900461506,-3.383297989
3,7.07,-5,-3.4033533,-2.869014189,-2.89932152,-3.379342119
3,7.08,-5,-3.400089503,-2.866997076,-2.898185715,-3.375398972
3,7.09,-5,-3.396835404,-2.864985414,-2.897054067,-3.371468491
3,7.1,-5,-3.393576356,-2.862979179,-2.895926556,-3.367550619
3,7.11,-5,-3.390457145,-2.860978344,-2.89480316,-3.363645302
3,7.12,-5,-3.38724217,-2.858982885,-2.893683857,-3.359752483
3,7.13,-5,-3.38403679,-2.856992777,-2.892568625,-3.355872108
3,7.14,-5,-3.380840942,-2.855007994,-2.878595699,-3.352004122
3,7.15,-5,-3.377654566,-2.853028512,-2.877433994,-3.348148469
3,7.16,-5,-3.374477603,-2.851054305,-2.876276364,-3.344305096
3,7.17,-5,-3.371309993,-2.84908535,-2.875122789,-3.340473948
3,7.18,-5,-3.368151679,-2.847121622,-2.873973248,-3.336654971
3,7.19,-5,-3.365002605,-2.845163098,-2.872827719,-3.332848111
3,7.2,-5,-3.361862713,-2.843209753,-2.871686183,-3.329053315
3,7.21,-5,-3.358731948,-2.841261563,-2.870548618,-3.325270529
3,7.22,-5,-3.355610255,-2.839318506,-2.869415004,-3.3214997
3,7.23,-5,-3.352497581,-2.837380558,-2.868285321,-3.317740775
3,7.24,-5,-3.349393872,-2.835447695,-2.867159548,-3.313993701
3,7.25,-5,-3.346299076,-2.833519894,-2.866037666,-3.310258424
3,7.26,-5,-3.343213141,-2.831597134,-2.864919655,-3.306534894
3,7.27,-5,-3.340136014,-2.82967939,-2.863805495,-3.302823056
3,7.28,-5,-3.337067647,-2.82776664,-2.862695166,-3.29912286
3,7.29,-5,-3.334007988,-2.825858863,-2.861588649,-3.295434252
3,7.3,-5,-3.330658557,-2.823956035,-2.860485925,-3.291757182
3,7.31,-5,-3.327606323,-2.822058135,-2.859386974,-3.28807004
3,7.32,-5,-3.324562763,-2.820165141,-2.858291777,-3.284447878
3,7.33,-5,-3.321527837,-2.818277031,-2.857200316,-3.280795938
3,7.34,-5,-3.318501505,-2.816393783,-2.856112571,-3.277164152
3,7.35,-5,-3.315483725,-2.814515376,-2.855028524,-3.27355216
3,7.36,-5,-3.312474456,-2.812641788,-2.853948156,-3.269909873
3,7.37,-5,-3.30947366,-2.810772999,-2.852871449,-3.266336603
3,7.38,-5,-3.306481296,-2.808908987,-2.851798384,-3.262750225
3,7.39,-5,-3.303497324,-2.807049731,-2.850725523,-3.259175065
3,7.4,-5,-3.300521706,-2.805195211,-2.849660026,-3.255611109
3,7.41,-5,-3.297554403,-2.803345406,-2.848598087,-3.25205834
3,7.42,-5,-3.294595374,-2.801500295,-2.84753969,-3.248516742
3,7.43,-5,-3.291644583,-2.799659858,-2.846484819,-3.244986302
3,7.44,-5,-3.288701991,-2.797824076,-2.84543346,-3.241467006
3,7.45,-5,-3.28576756,-2.795992927,-2.844385596,-3.23795884
3,7.46,-5,-3.282841252,-2.794166392,-2.843341213,-3.234461793
3,7.47,-5,-3.27992303,-2.79234445,-2.842300294,-3.230975852
3,7.48,-5,-3.277012855,-2.790527084,-2.841262824,-3.227501008
3,7.49,-5,-3.274110693,-2.788714271,-2.840228787,-3.22403725
3,7.5,-5,-3.271216505,-2.786905994,-2.839198168,-3.220584569
3,7.51,-5,-3.268330255,-2.785102234,-2.83817095,-3.217092956
3,7.52,-5,-3.265451907,-2.783302969,-2.837147119,-3.213662402
3,7.53,-5,-3.262581425,-2.781508183,-2.836126659,-3.210242902
3,7.54,-5,-3.259718773,-2.779717855,-2.835109553,-3.206834448
3,7.55,-5,-3.256863915,-2.777931967,-2.834095788,-3.203432032
3,7.56,-5,-3.254016816,-2.776150501,-2.833085346,-3.200037392
3,7.57,-5,-3.251177441,-2.774373437,-2.832078212,-3.196652974
3,7.58,-5,-3.248345755,-2.772600757,-2.831074372,-3.193278733
3,7.59,-5,-3.245521723,-2.770832443,-2.830073808,-3.189911323
3,7.6,-5,-3.242705312,-2.769068477,-2.829076508,-3.186556741
3,7.61,-5,-3.239896485,-2.76730884,-2.828082453,-3.183212135
3,7.62,-5,-3.237095211,-2.765553515,-2.827091631,-3.179877453
3,7.63,-5,-3.234301454,-2.763802483,-2.826104024,-3.176552647
3,7.64,-5,-3.231515181,-2.762055727,-2.825119619,-3.173237666
3,7.65,-5,-3.22873636,-2.76031323,-2.8241384,-3.169932461
3,7.66,-5,-3.225964955,-2.758574982,-2.823160352,-3.166636982
3,7.67,-5,-3.223200936,-2.756840938,-2.82218546,-3.163351179
3,7.68,-5,-3.220444268,-2.75511111,-2.821213709,-3.160075004
3,7.69,-5,-3.21769492,-2.75338547,-2.820245084,-3.156808406
3,7.7,-5,-3.214952859,-2.751664002,-2.819279571,-3.153551335
3,7.71,-5,-3.212218053,-2.749946688,-2.802785239,-3.150303741
3,7.72,-5,-3.20949047,-2.748233512,-2.801771971,-3.147065575
3,7.73,-5,-3.206770078,-2.746524456,-2.800761823,-3.143836787
3,7.74,-5,-3.204056846,-2.744819504,-2.799754782,-3.140617326
3,7.75,-5,-3.201350742,-2.74311864,-2.798750833,-3.137407143
3,7.76,-5,-3.198651736,-2.741421846,-2.797749961,-3.134256188
3,7.77,-5,-3.195959796,-2.739729107,-2.796752153,-3.13106441
3,7.78,-5,-3.193274891,-2.738040406,-2.795757393,-3.12788176
3,7.79,-5,-3.190596992,-2.736355727,-2.794765667,-3.124708186
3,7.8,-5,-3.187926066,-2.734675054,-2.793776962,-3.121543639
3,7.81,-5,-3.185262086,-2.741383636,-2.792791264,-3.118388069
3,7.82,-5,-3.182605019,-2.739590111,-2.791808558,-3.115241424
3,7.83,-5,-3.179954838,-2.737800793,-2.79082883,-3.112104432
3,7.84,-5,-3.177311511,-2.736015668,-2.789852067,-3.108979885
3,7.85,-5,-3.174675009,-2.734234719,-2.788878255,-3.105864397
3,7.86,-5,-3.172045304,-2.73245793,-2.78790738,-3.102757931
3,7.87,-5,-3.169422366,-2.730685217,-2.786939429,-3.09966045
3,7.88,-5,-3.166806166,-2.728916772,-2.785974387,-3.096571915
3,7.89,-5,-3.164196675,-2.72715236,-2.785012243,-3.093492289
3,7.9,-5,-3.161593865,-2.72539207,-2.784052981,-3.090421535
3,7.91,-5,-3.158997707,-2.72363585,-2.783096589,-3.087359616
3,7.92,-5,-3.156408174,-2.721883732,-2.782143054,-3.084306495
3,7.93,-5,-3.153825237,-2.720135602,-2.781192362,-3.081262137
3,7.94,-5,-3.151250184,-2.718391447,-2.7802445,-3.078226505
3,7.95,-5,-3.148680364,-2.716651504,-2.779299456,-3.075199562
3,7.96,-5,-3.146117056,-2.714915474,-2.778357216,-3.072181273
3,7.97,-5,-3.143560233,-2.713183437,-2.777417767,-3.069171603
3,7.98,-5,-3.141009868,-2.711455379,-2.776481097,-3.066170517
3,7.99,-5,-3.138465933,-2.709731283,-2.775547193,-3.063177978
3,8,-5,-3.135928401,-2.708011136,-2.774616042,-3.060193953
3,8.01,-5,-3.133397246,-2.706294924,-2.773687632,-3.057218407
3,8.02,-5,-3.130872442,-2.704582631,-2.772761951,-3.054251305
3,8.03,-5,-3.128353961,-2.702874237,-2.771838985,-3.051292614
3,8.04,-5,-3.125841778,-2.701169741,-2.770920543,-3.048342299
3,8.05,-5,-3.123335866,-2.699469129,-2.770002719,-3.045400327
3,8.06,-5,-3.1208362,-2.697772372,-2.769087603,-3.042466664
3,8.07,-5,-3.118342753,-2.696079463,-2.768175181,-3.039541277
3,8.08,-5,-3.1158555,-2.694390389,-2.767265438,-3.036624134
3,8.09,-5,-3.113374416,-2.692705135,-2.766358361,-3.033715201
3,8.1,-5,-3.110899474,-2.691023688,-2.765453932,-3.030814445
3,8.11,-5,-3.10843065,-2.689346034,-2.76455214,-3.027921836
3,8.12,-5,-3.10596792,-2.687672159,-2.76365297,-3.02503734
3,8.13,-5,-3.103511256,-2.68600205,-2.76275641,-3.022160925
3,8.14,-5,-3.101060636,-2.684335693,-2.761862444,-3.019292561
3,8.15,-5,-3.098616034,-2.682673074,-2.760971062,-3.016432216
3,8.16,-5,-3.096177427,-2.681014179,-2.760082251,-3.013579859
3,8.17,-5,-3.093744788,-2.679358995,-2.759195998,-3.010735458
3,8.18,-5,-3.091318095,-2.67770751,-2.758312289,-3.007898984
3,8.19,-5,-3.088897324,-2.67605971,-2.757431113,-3.005070406
3,8.2,-5,-3.086482449,-2.674415581,-2.756552457,-3.002249694
3,8.21,-5,-3.084073449,-2.672775111,-2.755676312,-2.999436817
3,8.22,-5,-3.081670298,-2.671138286,-2.754802661,-2.996631747
3,8.23,-5,-3.079272973,-2.669505093,-2.753931496,-2.993834454
3,8.24,-5,-3.076881452,-2.667875521,-2.753062804,-2.991044909
3,8.25,-5,-3.07449571,-2.666249555,-2.752196572,-2.988263082
3,8.26,-5,-3.072115725,-2.664627183,-2.751332793,-2.985488946
3,8.27,-5,-3.069741474,-2.663008392,-2.750471453,-2.982722472
3,8.28,-5,-3.067372933,-2.661393169,-2.749612542,-2.979963631
3,8.29,-5,-3.065010081,-2.659781503,-2.748756048,-2.977212396
3,8.3,-5,-3.062652893,-2.65817338,-2.747908323,-2.974468739
3,8.31,-5,-3.060301349,-2.656568789,-2.747054892,-2.971732633
3,8.32,-5,-3.057955426,-2.654967716,-2.746204201,-2.96900405
3,8.33,-5,-3.055615101,-2.653370149,-2.745356197,-2.966282964
3,8.34,-5,-3.053280353,-2.651776076,-2.744510828,-2.963569348
3,8.35,-5,-3.050951159,-2.650185485,-2.743668043,-2.960863177
3,8.36,-5,-3.048627497,-2.648598364,-2.742827791,-2.958164422
3,8.37,-5,-3.046309346,-2.647014701,-2.741990023,-2.95542306
3,8.38,-5,-3.043996685,-2.645434483,-2.722398999,-2.952739064
3,8.39,-5,-3.041689491,-2.643857698,-2.721512678,-2.95006241
3,8.4,-5,-3.039387744,-2.642284336,-2.72062871,-2.947393071
3,8.41,-5,-3.037091422,-2.640714383,-2.71975403,-2.944731024
3,8.42,-5,-3.034800505,-2.639147829,-2.718872972,-2.942076244
3,8.43,-5,-3.03251497,-2.637584661,-2.717994568,-2.939428707
3,8.44,-5,-3.030234797,-2.636024868,-2.71711877,-2.936788389
3,8.45,-5,-3.027959966,-2.634468438,-2.716245537,-2.934155267
3,8.46,-5,-3.025690456,-2.632915359,-2.715374817,-2.931529316
3,8.47,-5,-3.023426246,-2.631365621,-2.714506569,-2.928910515
3,8.48,-5,-3.021167316,-2.629819211,-2.713640747,-2.92629884
3,8.49,-5,-3.018913645,-2.6282761,-2.712777314,-2.923693479
3,8.5,-5,-3.016665214,-2.626736313,-2.711916225,-2.921093093
3,8.51,-5,-3.014422002,-2.625199842,-2.711057439,-2.918499627
3,8.52,-5,-3.01218399,-2.623666634,-2.710105722,-2.915913056
3,8.53,-5,-3.009951156,-2.622136699,-2.709346614,-2.913333351
3,8.54,-5,-3.007723483,-2.620610026,-2.708494496,-2.910760487
3,8.55,-5,-3.005500949,-2.619086602,-2.707644523,-2.908194436
3,8.56,-5,-3.003283536,-2.617566418,-2.706796658,-2.905635172
3,8.57,-5,-3.001071223,-2.616049463,-2.705950863,-2.90308267
3,8.58,-5,-2.998863993,-2.614535725,-2.705107101,-2.900536902
3,8.59,-5,-2.996661825,-2.613025194,-2.704265337,-2.897997843
3,8.6,-5,-2.9944647,-2.611517859,-2.703425535,-2.895465467
3,8.61,-5,-2.9922726,-2.61001371,-2.702587661,-2.892939749
3,8.62,-5,-2.990085505,-2.608512735,-2.701751681,-2.890420662
3,8.63,-5,-2.987903397,-2.607014924,-2.700917561,-2.88790818
3,8.64,-5,-2.985726256,-2.605520267,-2.70009353,-2.88540228
3,8.65,-5,-2.983554065,-2.604028753,-2.699265208,-2.882902935
3,8.66,-5,-2.981386805,-2.602540371,-2.698438991,-2.880410121
3,8.67,-5,-2.979224456,-2.601055112,-2.697614871,-2.877923812
3,8.68,-5,-2.977067002,-2.599572964,-2.696792838,-2.875443983
3,8.69,-5,-2.974914424,-2.598093918,-2.695972885,-2.872970611
3,8.7,-5,-2.972766703,-2.596617964,-2.695155001,-2.87050367
3,8.71,-5,-2.970623823,-2.59514509,-2.694339179,-2.868043136
3,8.72,-5,-2.968485763,-2.593675288,-2.693525409,-2.865588985
3,8.73,-5,-2.966352508,-2.592208547,-2.692713683,-2.863141192
3,8.74,-5,-2.964224039,-2.590744856,-2.691903993,-2.860699733
3,8.75,-5,-2.962100339,-2.589284206,-2.691096328,-2.858264585
3,8.76,-5,-2.959981389,-2.587826587,-2.690290682,-2.855835723
3,8.77,-5,-2.957867173,-2.586371989,-2.689487044,-2.853413125
3,8.78,-5,-2.955757673,-2.584920718,-2.688685406,-2.850996766
3,8.79,-5,-2.953652872,-2.583471817,-2.687885761,-2.848586623
3,8.8,-5,-2.951552753,-2.582026223,-2.687088098,-2.846182672
3,8.81,-5,-2.949457298,-2.580583611,-2.68629241,-2.843784891
3,8.82,-5,-2.947366491,-2.579143971,-2.685498688,-2.841393257
3,8.83,-5,-2.945280315,-2.577707294,-2.684706924,-2.839007746
3,8.84,-5,-2.943198753,-2.57627357,-2.683917108,-2.836628336
3,8.85,-5,-2.941121787,-2.574842789,-2.683129232,-2.834255004
3,8.86,-5,-2.939049402,-2.573414943,-2.682343289,-2.831887727
3,8.87,-5,-2.936981581,-2.571990021,-2.681559269,-2.829526484
3,8.88,-5,-2.934918308,-2.570568014,-2.680777163,-2.827171251
3,8.89,-5,-2.932859566,-2.569148914,-2.679996964,-2.824822007
3,8.9,-5,-2.930805338,-2.56773441,-2.679218663,-2.82247873
