L,grilla,alfa,MV,alfa.GA,alfa.LN,alfa.LC
3,8.91,-5,-2.928755609,-2.566320982,-2.678442251,-2.820141397
3,8.92,-5,-2.926710362,-2.564910438,-2.67766772,-2.817809987
3,8.93,-5,-2.924669581,-2.563502769,-2.676895062,-2.815484478
3,8.94,-5,-2.922633251,-2.562097965,-2.676124268,-2.813164848
3,8.95,-5,-2.920601355,-2.560696017,-2.67535533,-2.810851077
3,8.96,-5,-2.918573878,-2.559296916,-2.674590178,-2.808543143
3,8.97,-5,-2.916550804,-2.557900653,-2.673825139,-2.806241024
3,8.98,-5,-2.914532117,-2.556507217,-2.673061948,-2.803944699
3,8.99,-5,-2.912517802,-2.555116601,-2.672300599,-2.801654149
3,9,-5,-2.910507843,-2.553728794,-2.671541083,-2.799369351
3,9.01,-5,-2.908502225,-2.552343789,-2.670783393,-2.797090285
3,9.02,-5,-2.906500932,-2.550961575,-2.670027522,-2.794816931
3,9.03,-5,-2.904503949,-2.549582145,-2.669273463,-2.792549268
3,9.04,-5,-2.902511262,-2.548205488,-2.668521208,-2.790287276
3,9.05,-5,-2.900522854,-2.546831597,-2.667770751,-2.788030934
3,9.06,-5,-2.898538711,-2.545460462,-2.667022084,-2.785780223
3,9.07,-5,-2.896558819,-2.544092074,-2.6662752,-2.783535123
3,9.08,-5,-2.894583161,-2.542726426,-2.665530093,-2.781295613
3,9.09,-5,-2.892611723,-2.541363507,-2.664786755,-2.779061675
3,9.1,-5,-2.890644491,-2.540003311,-2.664045179,-2.776833289
3,9.11,-5,-2.88868145,-2.538645827,-2.663305358,-2.774610435
3,9.12,-5,-2.886722586,-2.537291048,-2.662567285,-2.772393093
3,9.13,-5,-2.884767883,-2.535938964,-2.661830955,-2.770181246
3,9.14,-5,-2.882817327,-2.534589569,-2.661096358,-2.767970893
3,9.15,-5,-2.880870905,-2.533242852,-2.66036349,-2.765769711
3,9.16,-5,-2.878928601,-2.531898806,-2.659632343,-2.763573951
3,9.17,-5,-2.876990402,-2.53055742,-2.65890291,-2.761383568
3,9.18,-5,-2.875056293,-2.532263914,-2.63550231,-2.759198488
3,9.19,-5,-2.87312626,-2.530824604,-2.634723955,-2.757018765
3,9.2,-5,-2.87120029,-2.529388161,-2.633947343,-2.754844383
3,9.21,-5,-2.869278368,-2.527954575,-2.633172466,-2.75267532
3,9.22,-5,-2.86736048,-2.526523838,-2.632399318,-2.750511558
3,9.23,-5,-2.865446613,-2.525095941,-2.631627893,-2.748353078
3,9.24,-5,-2.863536753,-2.523670876,-2.630858184,-2.746199861
3,9.25,-5,-2.861630886,-2.522248702,-2.630090184,-2.744051887
3,9.26,-5,-2.859728999,-2.520829215,-2.629323886,-2.741909139
3,9.27,-5,-2.857831079,-2.519412595,-2.628559286,-2.739771597
3,9.28,-5,-2.85593711,-2.517998773,-2.627796375,-2.737639244
3,9.29,-5,-2.854047081,-2.516587741,-2.627035147,-2.73551807
3,9.3,-5,-2.852160978,-2.515179491,-2.626275597,-2.733396141
3,9.31,-5,-2.850278788,-2.513774014,-2.625517718,-2.731279345
3,9.32,-5,-2.848400497,-2.512371302,-2.624761503,-2.729167663
3,9.33,-5,-2.846526092,-2.510971347,-2.624006947,-2.727061077
3,9.34,-5,-2.844655561,-2.509574141,-2.623254042,-2.724959569
3,9.35,-5,-2.84278889,-2.508179676,-2.622502784,-2.722863121
3,9.36,-5,-2.840926066,-2.506787943,-2.621753165,-2.720771716
3,9.37,-5,-2.839067076,-2.505398935,-2.62100518,-2.718685334
3,9.38,-5,-2.837211909,-2.504012644,-2.620258822,-2.716603959
3,9.39,-5,-2.835360549,-2.502629062,-2.619514086,-2.714527573
3,9.4,-5,-2.833512986,-2.50124818,-2.618770965,-2.712456157
3,9.41,-5,-2.831669207,-2.499869992,-2.618029453,-2.710389696
3,9.42,-5,-2.8298357,-2.498494488,-2.617289544,-2.70832817
3,9.43,-5,-2.827999258,-2.497121662,-2.616551233,-2.706271563
3,9.44,-5,-2.826166566,-2.495751505,-2.615814513,-2.704219857
3,9.45,-5,-2.824337611,-2.49438401,-2.615079378,-2.702173036
3,9.46,-5,-2.822512382,-2.493019169,-2.614345824,-2.700131081
3,9.47,-5,-2.820690865,-2.491656974,-2.613613843,-2.698093977
3,9.48,-5,-2.81887305,-2.490297418,-2.612883429,-2.696061705
3,9.49,-5,-2.817058922,-2.488940492,-2.612154578,-2.69403425
3,9.5,-5,-2.815248471,-2.487586191,-2.611427284,-2.692011594
3,9.51,-5,-2.813441683,-2.486240023,-2.610701539,-2.68999372
3,9.52,-5,-2.811638548,-2.48489039,-2.60997734,-2.687980612
3,9.53,-5,-2.809839053,-2.483543399,-2.60925468,-2.685972254
3,9.54,-5,-2.808043186,-2.482199039,-2.608533554,-2.683968628
3,9.55,-5,-2.806250935,-2.480857302,-2.607813955,-2.681969718
3,9.56,-5,-2.804462289,-2.479518178,-2.607095879,-2.679975508
3,9.57,-5,-2.802677235,-2.478181659,-2.60637932,-2.677985982
3,9.58,-5,-2.800895762,-2.476847736,-2.605664271,-2.676001123
3,9.59,-5,-2.799117859,-2.4755164,-2.604950729,-2.674020915
3,9.6,-5,-2.797343513,-2.474187641,-2.604238686,-2.672045342
3,9.61,-5,-2.795572713,-2.472861421,-2.603528138,-2.670074389
3,9.62,-5,-2.793805448,-2.471537704,-2.60281908,-2.668108038
3,9.63,-5,-2.792041707,-2.470216744,-2.602111505,-2.666146275
3,9.64,-5,-2.790281476,-2.468898209,-2.601405409,-2.664189084
3,9.65,-5,-2.788524747,-2.467582207,-2.600700786,-2.662236448
3,9.66,-5,-2.786771506,-2.466268732,-2.59999763,-2.660288352
3,9.67,-5,-2.785021744,-2.464957773,-2.599295937,-2.658344781
3,9.68,-5,-2.783275448,-2.463649324,-2.598595701,-2.656405719
3,9.69,-5,-2.781532608,-2.462343374,-2.597896917,-2.654471151
3,9.7,-5,-2.779793212,-2.461039917,-2.597199579,-2.65254106
3,9.71,-5,-2.778057249,-2.459738944,-2.596503683,-2.650615433
3,9.72,-5,-2.77632471,-2.458440446,-2.595809222,-2.648694254
3,9.73,-5,-2.774595581,-2.457144416,-2.595116193,-2.646777507
3,9.74,-5,-2.772869854,-2.455850845,-2.59442459,-2.644865177
3,9.75,-5,-2.771147516,-2.454559725,-2.593734407,-2.64295725
3,9.76,-5,-2.769428557,-2.453271049,-2.59304564,-2.64105371
3,9.77,-5,-2.767712967,-2.451984804,-2.592358283,-2.639154543
3,9.78,-5,-2.766000734,-2.450700991,-2.591672331,-2.637259734
3,9.79,-5,-2.764291848,-2.449419601,-2.59098778,-2.635369268
3,9.8,-5,-2.762586299,-2.448696919,-2.590304625,-2.633483129
3,9.81,-5,-2.760884075,-2.446999665,-2.589622859,-2.631601305
3,9.82,-5,-2.759185167,-2.44530664,-2.588942479,-2.62972378
3,9.83,-5,-2.757489564,-2.443617842,-2.58826348,-2.627850539
3,9.84,-5,-2.755797255,-2.443048656,-2.587585856,-2.625981568
3,9.85,-5,-2.75410823,-2.441781618,-2.586909602,-2.624116853
3,9.86,-5,-2.75242248,-2.440516946,-2.586234696,-2.62225638
3,9.87,-5,-2.750739993,-2.439254633,-2.585561196,-2.620400134
3,9.88,-5,-2.749060759,-2.437994671,-2.584889017,-2.6185481
3,9.89,-5,-2.747384768,-2.436737053,-2.584218197,-2.616700266
3,9.9,-5,-2.745712011,-2.435481772,-2.583548724,-2.614856617
3,9.91,-5,-2.744042477,-2.434228819,-2.582880592,-2.613017138
3,9.92,-5,-2.742376155,-2.432978189,-2.582213797,-2.611181816
3,9.93,-5,-2.740713037,-2.431729873,-2.581548335,-2.609350638
3,9.94,-5,-2.739053112,-2.430483865,-2.580884199,-2.607523588
3,9.95,-5,-2.73739637,-2.429240158,-2.580221387,-2.605700654
3,9.96,-5,-2.735742801,-2.427998756,-2.579559892,-2.603881822
3,9.97,-5,-2.734092396,-2.426759616,-2.578899711,-2.602067078
3,9.98,-5,-2.732445145,-2.425522767,-2.578240837,-2.600256408
3,9.99,-5,-2.730801038,-2.424288205,-2.57758327,-2.5984498
3,10,-5,-2.729160065,-2.423055881,-2.576927001,-2.596647239
3,10.01,-5,-2.727522217,-2.421825829,-2.576272027,-2.594848712
3,10.02,-5,-2.725887484,-2.420598029,-2.575618344,-2.593054206
3,10.03,-5,-2.724255856,-2.419372474,-2.574965946,-2.591263708
3,10.04,-5,-2.722627325,-2.418149158,-2.57431483,-2.589477204
3,10.05,-5,-2.721001881,-2.41692806,-2.573664991,-2.587694681
3,10.06,-5,-2.719378994,-2.415709212,-2.573016423,-2.585916127
3,10.07,-5,-2.717759721,-2.414492571,-2.572369124,-2.584141527
3,10.08,-5,-2.716143504,-2.41327814,-2.571723089,-2.582370869
3,10.09,-5,-2.714530336,-2.412065868,-2.571078312,-2.580604141
3,10.1,-5,-2.712920207,-2.410855888,-2.57043479,-2.578841328
3,10.11,-5,-2.711313108,-2.409648054,-2.569792518,-2.577082419
3,10.12,-5,-2.70970903,-2.408442405,-2.569151492,-2.575327401
3,10.13,-5,-2.708107963,-2.407238935,-2.568511707,-2.573576261
3,10.14,-5,-2.706509898,-2.406037639,-2.56787316,-2.571828985
3,10.15,-5,-2.704914827,-2.404843866,-2.539891588,-2.570085563
3,10.16,-5,-2.70332274,-2.403647357,-2.539205832,-2.56834598
3,10.17,-5,-2.701733629,-2.402453026,-2.538521353,-2.566610225
3,10.18,-5,-2.700147485,-2.401260867,-2.537839748,-2.564878285
3,10.19,-5,-2.698564298,-2.400070874,-2.53715622,-2.563150148
3,10.2,-5,-2.696984061,-2.398883041,-2.536475583,-2.561425801
3,10.21,-5,-2.695406763,-2.397697363,-2.535796122,-2.559705232
3,10.22,-5,-2.693832397,-2.396513834,-2.535117965,-2.557988429
3,10.23,-5,-2.692260954,-2.395332448,-2.53444106,-2.55627538
3,10.24,-5,-2.690692424,-2.3941532,-2.533765402,-2.554566073
3,10.25,-5,-2.6891268,-2.392976083,-2.533090988,-2.552860494
3,10.26,-5,-2.687564073,-2.391801093,-2.532417813,-2.551158634
3,10.27,-5,-2.686004234,-2.390628223,-2.531745873,-2.549460478
3,10.28,-5,-2.684447274,-2.389457468,-2.531075165,-2.547766017
3,10.29,-5,-2.682893186,-2.388288823,-2.530405684,-2.546075237
3,10.3,-5,-2.681341961,-2.387122281,-2.529737426,-2.544388126
3,10.31,-5,-2.679793589,-2.385957837,-2.529070389,-2.542704674
3,10.32,-5,-2.678248064,-2.384795486,-2.528404563,-2.541024868
3,10.33,-5,-2.676705376,-2.383635222,-2.52773995,-2.539348697
3,10.34,-5,-2.675165518,-2.38247704,-2.527076544,-2.537676149
3,10.35,-5,-2.67362848,-2.381320934,-2.526414341,-2.536007212
3,10.36,-5,-2.672094255,-2.380166898,-2.525753337,-2.534341876
3,10.37,-5,-2.670562835,-2.379014928,-2.525093528,-2.532680127
3,10.38,-5,-2.66903421,-2.377865018,-2.524434911,-2.531021956
3,10.39,-5,-2.667508374,-2.376717162,-2.52377748,-2.52936735
3,10.4,-5,-2.665985318,-2.375571356,-2.523121234,-2.527716299
3,10.41,-5,-2.664465034,-2.374427593,-2.522466166,-2.526068791
3,10.42,-5,-2.662947514,-2.373285868,-2.521812275,-2.524424814
3,10.43,-5,-2.66143275,-2.372146177,-2.521162381,-2.522784358
3,10.44,-5,-2.659920734,-2.371008513,-2.520510938,-2.521147412
3,10.45,-5,-2.658411458,-2.369872872,-2.519860663,-2.519513964
3,10.46,-5,-2.656904914,-2.368739247,-2.519211552,-2.517884003
3,10.47,-5,-2.655401094,-2.367607635,-2.518563601,-2.516257518
3,10.48,-5,-2.653899991,-2.36647803,-2.517916806,-2.514634499
3,10.49,-5,-2.652401596,-2.365350426,-2.517271164,-2.513014934
3,10.5,-5,-2.650905902,-2.364224819,-2.516626671,-2.511398813
3,10.51,-5,-2.6494129,-2.363101202,-2.515983324,-2.509786124
3,10.52,-5,-2.647922585,-2.361979572,-2.515341119,-2.508176857
3,10.53,-5,-2.646434947,-2.360859923,-2.514700051,-2.506571002
3,10.54,-5,-2.644949978,-2.359742249,-2.514060119,-2.504972474
3,10.55,-5,-2.643467673,-2.358626547,-2.513421317,-2.503373243
3,10.56,-5,-2.641988022,-2.357512809,-2.512783643,-2.501777393
3,10.57,-5,-2.640511018,-2.356401033,-2.512147093,-2.500184914
3,10.58,-5,-2.639036654,-2.355291211,-2.511511664,-2.498595794
3,10.59,-5,-2.637564922,-2.35418334,-2.510877351,-2.497010024
3,10.6,-5,-2.636095815,-2.353077415,-2.510244152,-2.495427593
3,10.61,-5,-2.634629325,-2.35197343,-2.509612063,-2.49384849
3,10.62,-5,-2.633165445,-2.35087138,-2.50898108,-2.492272706
3,10.63,-5,-2.631704168,-2.349771261,-2.5083512,-2.49070023
3,10.64,-5,-2.630245485,-2.348673067,-2.507722408,-2.489131051
3,10.65,-5,-2.628789391,-2.347576794,-2.507094724,-2.48756516
3,10.66,-5,-2.627335877,-2.346482437,-2.506468133,-2.486002547
3,10.67,-5,-2.625884936,-2.345389991,-2.50584263,-2.484443201
3,10.68,-5,-2.624436562,-2.34429945,-2.505218226,-2.482887112
3,10.69,-5,-2.622990746,-2.343210811,-2.504594892,-2.48133427
3,10.7,-5,-2.621547482,-2.342124068,-2.503972638,-2.479784665
3,10.71,-5,-2.620106763,-2.341039216,-2.503351459,-2.478238288
3,10.72,-5,-2.618668581,-2.339956251,-2.502731354,-2.476695128
3,10.73,-5,-2.61723293,-2.338875168,-2.502112317,-2.475155175
3,10.74,-5,-2.615799802,-2.337795962,-2.501494346,-2.47361842
3,10.75,-5,-2.614365446,-2.336718628,-2.500877438,-2.472084853
3,10.76,-5,-2.612937442,-2.335643162,-2.50026159,-2.470554463
3,10.77,-5,-2.611511937,-2.334569559,-2.499646797,-2.469027242
3,10.78,-5,-2.610088926,-2.333497813,-2.499033058,-2.46750318
3,10.79,-5,-2.608668401,-2.332427921,-2.498420368,-2.465982266
3,10.8,-5,-2.607250357,-2.331359878,-2.497808724,-2.464464492
3,10.81,-5,-2.605834784,-2.330293679,-2.497198124,-2.462949848
3,10.82,-5,-2.604421678,-2.32922932,-2.496588564,-2.461438324
3,10.83,-5,-2.603011031,-2.328166795,-2.495980041,-2.45992991
3,10.84,-5,-2.601602837,-2.3271061,-2.495372551,-2.458424598
3,10.85,-5,-2.600197088,-2.326047232,-2.494766092,-2.456922378
3,10.86,-5,-2.598793779,-2.324990184,-2.494160661,-2.45542324
3,10.87,-5,-2.597392902,-2.323934952,-2.493556254,-2.453927176
3,10.88,-5,-2.59599445,-2.322881533,-2.492952868,-2.452434175
3,10.89,-5,-2.594598418,-2.321829921,-2.492350501,-2.450944229
3,10.9,-5,-2.593204798,-2.320780111,-2.491749148,-2.449457328
3,10.91,-5,-2.591813584,-2.3197321,-2.491148807,-2.447973463
3,10.92,-5,-2.590424769,-2.318685883,-2.490549476,-2.446492625
3,10.93,-5,-2.589038347,-2.317641455,-2.48995115,-2.445014806
3,10.94,-5,-2.587654312,-2.316598812,-2.489353827,-2.443539994
3,10.95,-5,-2.586272657,-2.31555795,-2.488757504,-2.442068183
3,10.96,-5,-2.584893375,-2.314518864,-2.488162177,-2.440599363
3,10.97,-5,-2.58351646,-2.313481549,-2.487567845,-2.439133524
3,10.98,-5,-2.582141906,-2.312446001,-2.486974503,-2.437670658
3,10.99,-5,-2.580769706,-2.311412217,-2.486382149,-2.436210755
3,11,-5,-2.579399854,-2.31038019,-2.485790781,-2.434753808
3,11.01,-5,-2.578032343,-2.309349918,-2.485200394,-2.433299807
3,11.02,-5,-2.576667168,-2.308321396,-2.484610986,-2.431848743
3,11.03,-5,-2.575304323,-2.307294619,-2.484022554,-2.430400608
3,11.04,-5,-2.5739438,-2.306269583,-2.483435096,-2.428955393
3,11.05,-5,-2.572585593,-2.305246327,-2.482848608,-2.427513089
3,11.06,-5,-2.571229697,-2.304224717,-2.482263087,-2.426073687
3,11.07,-5,-2.569876105,-2.303204879,-2.481678531,-2.424637179
3,11.08,-5,-2.568524812,-2.302186765,-2.481094937,-2.423203556
3,11.09,-5,-2.56717581,-2.30117037,-2.480512301,-2.42177281
3,11.1,-5,-2.565829094,-2.300155691,-2.479930622,-2.420344932
3,11.11,-5,-2.564484658,-2.299142723,-2.479349896,-2.418919914
3,11.12,-5,-2.563142496,-2.298131463,-2.47877012,-2.417497747
3,11.13,-5,-2.561802601,-2.294965815,-2.478191291,-2.416078422
3,11.14,-5,-2.560464968,-2.293878247,-2.477613408,-2.414661932
3,11.15,-5,-2.559129591,-2.292792552,-2.477036466,-2.413248268
3,11.16,-5,-2.557796463,-2.291708725,-2.476460464,-2.411837421
3,11.17,-5,-2.556465579,-2.290626763,-2.475885398,-2.410429384
3,11.18,-5,-2.555136933,-2.28954666,-2.475311266,-2.409024148
3,11.19,-5,-2.55381052,-2.288468412,-2.474738065,-2.407621704
3,11.2,-5,-2.552486332,-2.287392015,-2.474165793,-2.406222045
3,11.21,-5,-2.551164364,-2.286317464,-2.473594445,-2.404825163
3,11.22,-5,-2.549844611,-2.285244755,-2.473024021,-2.403431048
3,11.23,-5,-2.548527066,-2.284173883,-2.472454517,-2.402039694
3,11.24,-5,-2.547211725,-2.283104843,-2.47188593,-2.400651092
3,11.25,-5,-2.54589858,-2.282037632,-2.471318258,-2.399265233
3,11.26,-5,-2.544587626,-2.280972244,-2.470751499,-2.397882111
3,11.27,-5,-2.543278859,-2.279908676,-2.470185648,-2.396501716
3,11.28,-5,-2.541972271,-2.278846923,-2.469620705,-2.395124042
3,11.29,-5,-2.540667857,-2.277786981,-2.469056666,-2.39374908
3,11.3,-5,-2.539365611,-2.276728845,-2.468493528,-2.392376821
3,11.31,-5,-2.538065529,-2.275672511,-2.46793129,-2.391007259
3,11.32,-5,-2.536767604,-2.274617974,-2.467369948,-2.389640386
3,11.33,-5,-2.53547183,-2.273565231,-2.4668095,-2.388276193
3,11.34,-5,-2.534178203,-2.272514277,-2.466249943,-2.386914673
3,11.35,-5,-2.532886716,-2.271465107,-2.433034237,-2.385555818
3,11.36,-5,-2.531597364,-2.270417718,-2.432431862,-2.38419962
3,11.37,-5,-2.530310142,-2.269373355,-2.431830423,-2.382846072
3,11.38,-5,-2.529025044,-2.268329538,-2.431229919,-2.381495166
3,11.39,-5,-2.527742064,-2.267287489,-2.430630346,-2.380146894
3,11.4,-5,-2.526461197,-2.266247203,-2.430031703,-2.378801249
3,11.41,-5,-2.525182438,-2.265208677,-2.429433986,-2.377458223
3,11.42,-5,-2.523905781,-2.264171906,-2.428837193,-2.376117809
3,11.43,-5,-2.52263122,-2.263136886,-2.428241322,-2.374779999
3,11.44,-5,-2.521358752,-2.262103613,-2.42764637,-2.373444785
3,11.45,-5,-2.520088369,-2.261072082,-2.427052335,-2.372112161
3,11.46,-5,-2.518820067,-2.260042291,-2.426459213,-2.370782118
3,11.47,-5,-2.51755384,-2.259014233,-2.425867004,-2.36945465
3,11.48,-5,-2.516289684,-2.257987906,-2.425275703,-2.368129748
3,11.49,-5,-2.515027592,-2.256963305,-2.424685308,-2.366807406
3,11.5,-5,-2.51376756,-2.255940426,-2.424095818,-2.365487616
3,11.51,-5,-2.512509582,-2.254919265,-2.423507229,-2.364170372
3,11.52,-5,-2.511253654,-2.253899818,-2.422919539,-2.362855664
3,11.53,-5,-2.509999769,-2.25288208,-2.422332746,-2.361543488
3,11.54,-5,-2.508747923,-2.251866049,-2.421746848,-2.360233834
3,11.55,-5,-2.50749811,-2.250851719,-2.421161841,-2.358926696
3,11.56,-5,-2.506250326,-2.249839086,-2.420577723,-2.357622068
3,11.57,-5,-2.505004565,-2.248828148,-2.419994493,-2.35631994
3,11.58,-5,-2.503760822,-2.247818899,-2.419412147,-2.355020308
3,11.59,-5,-2.502519093,-2.246811336,-2.418830683,-2.353723163
3,11.6,-5,-2.501279371,-2.245805454,-2.418250099,-2.352428498
3,11.61,-5,-2.500041652,-2.24480125,-2.417670393,-2.351136307
3,11.62,-5,-2.498805931,-2.24379872,-2.417091561,-2.349846582
