alfa1.5,alfa3,alfa5,alfa8
0.05169843511063356,0.11708537822845601,0.1496309515797426,0.1703800182760377
0.08059443701962292,0.17708728834017337,0.22309991246624564,0.251798134514116
0.10440747805039312,0.22418169470716007,0.2794206833768871,0.3132939602482129
0.12676148214232277,0.2667035080449791,0.32933310006155947,0.36715894937089844
0.14886185439535096,0.3073093572081301,0.3762151659195098,0.4172333242464079
0.1713561279017438,0.34731891676881804,0.42170376922804853,0.4653552666072949
0.1947026062237251,0.3875670887264374,0.46679472818616535,0.5126210062663537
0.21929493054435492,0.4286833971034641,0.5122007055890597,0.5597933658082509
0.24552065603654627,0.4712132153754354,0.5585033436077855,0.6074738306610455
0.27379871765852076,0.5156838189395556,0.6062323902801585,0.6561901547825955
0.30461177350251684,0.5626498717908506,0.6559158650753428,0.7064496595513294
0.3385416699649312,0.6127333319575496,0.7081195355248743,0.7587786572988945
0.37631478546561836,0.6666666666666666,0.763485449022091,0.8137583650660168
0.41886554278643606,0.7253472616293636,0.8227768530911235,0.87206441638875
0.46743084593720513,0.7899129933680218,0.8869375585325402,0.9345170325427269
0.5236973986327396,0.8618545475372744,0.9571773886031648,1.0021514207784028
0.5900425153971801,0.9431918077474479,1.0351033619639642,1.0763240321438141
0.669948611420656,1.0367661716023406,1.1229330747147777,1.1588832063291836
0.7687616403528696,1.1467548648284571,1.2238635788934913,1.2524608867219216
0.8951883910361415,1.2796436444614243,1.3427563403470628,1.3610083027475763
1.0645576845676232,1.4462444244528405,1.4875293206930391,1.4908716059904807
1.3069388893256797,1.6664364398592373,1.6723511978465024,1.6532258228957286
1.6917037484903847,1.9825188895329082,1.926377132479282,1.8706186782484533
2.429965802487717,2.5097478684675267,2.3255325733631804,2.2002413488927672
