L,alfa,n,alfa.MV,alfa.DT.GA.BFGS,alfa.DT.LN.BFGS,alfa.LC,tiempo.MV,tiempo.BFGS.GA,tiempo.BFGS.LN,b.GA,b.LN
3,-3,49,-2.98684472,-2.947688426,-2.450414922,-2.634386834,0,1.62,1.29,0.192799668,0.530199087
3,-3,49,-3.533884631,-3.325852758,-2.730465434,-4.183884108,0,0.81,1.04,0.196260511,0.490651278
3,-3,49,-3.265682205,-2.848906116,-2.938036693,-5.516587556,0,2.96,1.56,0.126543248,0.379629743
3,-3,49,-2.527663641,-2.292153738,-2.365049569,-2.000786787,0,1.19,0.92,0.029628239,0.296282385
3,-3,49,-3.003111498,-2.928880995,-2.897542898,-4.813535821,0,1.08,0.87,0.039393482,0.275754376
3,-3,49,-2.864125176,-2.764045556,-2.530488594,-3.428774153,0,1.47,1.15,0.188039836,0.517109548
3,-3,49,-5.015425743,-3.896167645,-6.09245969,-3.01673174,0,2.37,1.57,0.172407989,0.114938659
3,-3,49,-1.96958622,-2.023066046,-1.940602688,-2.234670543,0,1.14,0.87,0.117022302,0.397875825
3,-3,49,-3.951937992,-3.515457408,-3.329931424,-2.071489826,0,1.84,1.53,0.123863994,0.412879979
3,-3,49,-2.935180567,-2.963455879,-2.770924421,-2.001108028,0,2.32,1.48,0.048126385,0.336884695
3,-3,49,-2.223229325,-2.283965012,-1.946058663,-2.641479451,0,1.28,0.78,0.168527409,0.553732917
3,-3,49,-2.754788031,-2.769724003,-2.639500613,-2.728582054,0,2.38,1.97,0.085056396,0.425281978
3,-3,49,-3.34013952,-3.246326546,-3.516856427,-2.030108418,0,2.08,1.86,0.009410242,0.159974118
3,-3,49,-16.62344411,-13.37940391,-9.808942055,-2.410058929,0,2.24,2.11,0.070720459,0.282881835
3,-3,49,-2.979217899,-2.791389862,-2.349674392,-5.500280297,0.02,1,0.81,0.173201912,0.536925928
3,-3,49,-3.301910334,-2.87811179,-2.720459322,-3.31223606,0,1.43,1.14,0.169310705,0.474069973
3,-3,49,-2.274494602,-2.019731545,-2.187312697,-3.664407653,0,1.45,1.02,0.045270455,0.294257961
3,-3,49,-2.857730369,-2.744272718,-2.684084928,-5.086341565,0.02,2.23,1.83,0.129694709,0.389084127
3,-3,49,-2.264509893,-2.148013096,-2.72742949,-6.135087252,0,1.09,8.57,0.088230682,0.017646136
3,-3,49,-9.454034682,-10.13320242,-11.98679064,-3.536305654,0,2.53,2.5,0.017849838,0.124948865
3,-3,49,-2.225304179,-2.011887174,-2.027725431,-2.548212919,0.02,1.2,1.08,0.085690237,0.457014598
3,-3,49,-3.300103573,-2.760085879,-2.81682543,-2.605988972,0.01,1.05,2.11,0.118973723,0.396579075
3,-3,49,-4.783732048,-3.546622073,-3.36149619,-9.680043639,0,1.23,0.93,0.133379499,0.466828247
3,-3,49,-2.525659501,-2.598624797,-2.340188099,-11.45578155,0,0.98,1.17,0.152033534,0.456100603
3,-3,49,-6.70780592,-4.561538672,-4.20817586,-3.16867871,0,1.52,1.39,0.15202805,0.439192143
3,-3,49,-2.531778596,-2.641567638,-2.28838165,-1.934520594,0,2.45,2.61,0.188836196,0.448485965
3,-3,49,-2.305350272,-2.195847749,-2.303935032,-2.774443505,0.01,2.67,1.62,0.025447031,0.229023276
3,-3,49,-2.634194326,-2.522890017,-2.339981694,-2.54165858,0,2.37,1.43,0.126243321,0.473412455
3,-3,49,-2.75156,-2.491773126,-2.771300151,-2.357258868,0,1.11,1.41,0.161524473,0.207674323
3,-3,49,-2.488267215,-2.541275727,-2.171913967,-2.863248481,0.02,1.17,1.24,0.189147539,0.500684661
3,-3,49,-2.216083532,-2.154935032,-2.149723295,-5.690758931,0,1.25,0.98,0.05024488,0.401959042
3,-3,49,-2.806375423,-2.848834496,-2.758319406,-6.14273064,0,1.32,1,0.044280393,0.332102947
3,-3,49,-8.629804044,-5.627574263,-4.902208359,-3.296299847,0,1.2,1.22,0.156396964,0.383883458
3,-3,49,-4.405802453,-3.801714344,-3.105205001,-2.023647599,0,0.89,0.87,0.177475925,0.473269132
3,-3,49,-3.454667956,-3.205158956,-3.298757649,-3.418222846,0,2.09,1.43,0.112276764,0.392968673
3,-3,49,-3.518010313,-3.269366455,-3.421642407,-2.026745953,0,2.47,2.93,0.045137202,0.203117408
3,-3,49,-5.012742033,-3.98172374,-3.401906721,-2.514654016,0,1.17,1.17,0.171088871,0.441979583
3,-3,49,-3.335971887,-2.782782614,-3.125660483,-1.929019239,0,1.38,1.38,0.120514646,0.301286615
3,-3,49,-4.280361985,-3.605315063,-3.549635306,-3.371152867,0,1.72,1.5,0.063012845,0.336068504
3,-3,49,-2.65384584,-2.373887311,-2.321459843,-2.367491039,0,0.9,0.76,0.118524386,0.450392666
3,-3,49,-3.431617278,-3.242541752,-2.759255158,-3.406659013,0,2.71,2.83,0.242838846,0.485677691
3,-3,49,-2.94469385,-2.700226379,-2.816835401,-3.186439981,0,2.15,1.35,0.026824265,0.241418389
3,-3,49,-2.731882887,-2.688489137,-2.923894168,-1.839591473,0,1.36,0.62,0.056308557,0.281542783
3,-3,49,-2.528562969,-2.62668715,-2.17430061,-2.733686444,0,0.82,1.01,0.108033556,0.496954359
3,-3,49,-2.8641363,-2.685283243,-2.720812516,-2.4947766,0,1.48,1.5,0.091388683,0.399825487
3,-3,49,-2.392387265,-2.586599864,-2.125107656,0,0.02,1.15,0.7,0.149297991,0.572308967
3,-3,49,-4.270077104,-3.314128612,-3.515105829,-3.352845016,0,1.56,1.29,0.111525198,0.348516245
3,-3,49,-2.805364643,-2.625507606,-2.791192692,0,0,4.57,3.4,0.026872932,0.188110527
3,-3,49,-2.31905678,-2.222721401,-2.36579406,-3.278465813,0.02,1.34,0.92,0.020935737,0.188421634
3,-3,49,-3.51795609,-2.836025532,-2.938188626,-2.798500814,0,1.26,0.97,0.114486285,0.412150626
3,-3,49,-3.68433801,-3.79908078,-4.009354239,-2.014051049,0.02,1.31,1.52,0.036896249,0.239825619
3,-3,49,-2.544048588,-2.510265165,-2.164072931,-3.187788995,0,1.52,1.29,0.040581958,0.669602301
3,-3,49,-2.889612956,-2.590614987,-2.453034218,-2.100438722,0.02,1.25,1.2,0.111580213,0.446320853
3,-3,49,-3.649960454,-3.026007997,-3.530432689,-2.965546512,0,2.91,1.98,0.107361153,0.214722306
3,-3,49,-2.733606095,-2.600137911,-2.681071572,-3.868755715,0,1.48,1.17,0.018698671,0.243082725
3,-3,49,-3.5582195,-2.865812667,-2.901301618,-3.206883222,0,0.69,0.72,0.132448132,0.441493775
3,-3,49,-2.376058312,-2.431693404,-2.217539805,-1.893897094,0.02,1.25,1.05,0.149691417,0.534612204
3,-3,49,-2.695906847,-2.681846387,-2.327258513,-2.298415445,0,1.64,1.25,0.148999063,0.546329898
3,-3,49,-2.87934467,-2.485613342,-2.502355896,-3.82019427,0,1.18,0.93,0.113638578,0.431826596
3,-3,49,-2.683494907,-2.596215986,-3.200580137,-2.462182889,0,3.15,6.94,0.128679543,0.064339772
3,-3,49,-2.922912389,-2.752355155,-2.747173406,-2.16946152,0,1.51,1.31,0.039060229,0.312481828
3,-3,49,-4.041709073,-3.237113194,-3.412137711,-2.133268123,0,1.62,0.89,0.071800559,0.382936315
3,-3,49,-2.283891259,-2.363656805,-2.115596292,-5.574696289,0,1.1,1,0.089335482,0.536012893
3,-3,49,-2.032776125,-1.89452922,-1.889898767,-5.728939784,0,1.08,0.9,0.134376325,0.456879506
3,-3,49,-2.102764944,-2.134145593,-1.957691242,-1.928787751,0,1.15,1,0.159302104,0.504456663
3,-3,49,-2.619369526,-2.459543153,-2.307246603,-4.730189508,0,1.33,0.97,0.121813707,0.487254828
3,-3,49,-3.00546546,-2.719333003,-2.529191125,-4.742726746,0,1.09,1.14,0.125914632,0.453292674
3,-3,49,-2.120096313,-2.014240459,-1.940151799,-2.237639607,0.01,1.21,0.94,0.102690512,0.47922239
3,-3,49,-2.474928484,-2.359278063,-2.312137933,-2.430892142,0,1.41,1,0.160981042,0.482943127
3,-3,49,-2.201400052,-2.102106685,-2.182319476,-2.582068631,0.02,1.25,1.19,0.128001436,0.288003231
3,-3,49,-2.740923929,-2.982731684,-2.210397176,-1.925052406,0,1.21,0.6,0.209932612,0.572543487
3,-3,49,-3.919289478,-3.377108536,-2.768984472,-3.562511112,0.02,1.24,1.4,0.166353412,0.512923022
3,-3,49,-3.478752584,-4.065034143,-3.007541348,-2.494496795,0,1.81,1.31,0.211205471,0.492812766
3,-3,49,-3.348200903,-3.347342063,-3.412898165,-4.672281035,0,1.8,1.25,0.116935653,0.409274786
3,-3,49,-2.663321169,-2.494092117,-2.550274685,-2.364313312,0,2.19,2.01,0.132235359,0.297529557
3,-3,49,-2.546265688,-2.544807683,-2.34674436,-4.275608803,0,1.42,1.72,0.182571154,0.51119923
3,-3,49,-3.664034123,-3.160964486,-2.820950129,-2.627985354,0,0.74,0.84,0.167630079,0.472412042
3,-3,49,-2.977254326,-3.599491539,-2.505880167,-2.577455335,0,2.01,2.87,0.233375579,0.544543018
3,-3,49,-2.749529687,-2.64114476,-2.539935669,-2.379414255,0.01,1.75,1.28,0.115978981,0.463915926
3,-3,49,-6.205713878,-4.916747458,-9.129235783,-3.058246661,0,2.16,9.24,0.06759865,0.022532883
3,-3,49,-2.604794619,-2.315864433,-2.280685666,-2.21048601,0,1.23,1.12,0.121009969,0.4494656
3,-3,49,-3.442741981,-3.329894284,-3.071839653,-1.918922132,0,1.59,1.42,0.146197688,0.438593063
3,-3,49,-8.534125118,-5.794241163,-20,-3.600399299,0,3,0.77,0.136684529,0.136684529
3,-3,49,-2.610910373,-2.508587517,-2.189057406,-2.058367235,0,1.19,0.91,0.156582781,0.521942604
3,-3,49,-4.131724517,-3.507348485,-4.445361751,-2.598547613,0,1.39,2.31,0.186898367,0.149518694
3,-3,49,-3.381803549,-3.109447808,-3.185708326,-2.468867319,0,1.75,1.27,0.129593779,0.431979263
3,-3,49,-4.563027299,-4.253158268,-9.078095356,-2.982669421,0,2.4,5.13,0.032280345,0.06456069
3,-3,49,-2.31690208,-2.131669429,-2.664594762,-3.008468902,0,2.03,2.81,0.054757536,0.054757536
3,-3,49,-3.456019668,-3.521213578,-3.451838576,0,0,1.86,1.38,0.035488641,0.283909126
3,-3,49,-2.184021076,-1.945137086,-1.980165803,-3.223021376,0,1,0.76,0.066810265,0.467671856
3,-3,49,-3.038779658,-2.672854876,-2.688218825,-2.080250935,0.02,1.19,1.01,0.088753624,0.384599036
3,-3,49,-2.683987995,-2.787954657,-2.208575673,-2.467976509,0,1.28,1.28,0.238164757,0.612423661
3,-3,49,-2.782141167,-2.39839588,-2.438555073,-1.929714158,0,1.17,1.16,0.105224007,0.420896029
3,-3,49,-3.124478357,-2.564066581,-2.777598015,-4.365796561,0.02,1.48,0.95,0.065438125,0.392628753
3,-3,49,-2.412639357,-2.373197604,-2.201673272,-2.783521546,0,1.07,0.84,0.161878179,0.485634537
3,-3,49,-3.072786065,-2.657319387,-2.558461506,-2.502005606,0,0.69,0.81,0.133273826,0.456938831
3,-3,49,-3.468490221,-3.395257389,-2.671343568,-2.164166423,0.01,1.49,1.51,0.250449602,0.556554672
3,-3,49,-5.814468822,-4.56360633,-4.404345016,0,0,1.73,1.61,0.117635777,0.376434487
3,-3,49,-3.223427792,-3.35356708,-2.504639814,-5.568523228,0,1.33,1.21,0.207629448,0.519073619
3,-3,49,-2.393604163,-2.394652092,-2.497284863,-6.337416242,0,1.98,1.29,0.020325055,0.264225718
3,-3,49,-2.0767288,-2.234025597,-1.911173454,-2.47445849,0,0.85,1.26,0.177626197,0.592087323
3,-3,49,-5.097457055,-4.74136536,-4.255847836,-6.528398402,0.02,2.15,1.65,0.040952238,0.307141788
3,-3,49,-5.324650264,-4.147128847,-3.958995349,-2.114007886,0,1.95,1.34,0.068007443,0.357039077
3,-3,49,-3.715692394,-2.994700905,-3.048943277,-5.447986618,0,1.95,1.29,0.122815299,0.429853547
3,-3,49,-3.124063912,-2.848850608,-2.730494203,-2.806359972,0,1.35,1.63,0.151385381,0.454156142
3,-3,49,-3.153837952,-2.918600751,-2.617969126,-2.549442915,0,1.27,1.09,0.197183322,0.503912935
3,-3,49,-2.897029261,-2.669415841,-2.501645391,-2.485876238,0.04,0.76,1.14,0.157727119,0.453465467
3,-3,49,-2.608106254,-2.438614201,-2.25977852,-2.777525357,0.02,2.35,2.27,0.160758442,0.509068401
3,-3,49,-3.170486273,-3.071162332,-3.072155871,-2.643336468,0,2.2,1.69,0.057873265,0.347239588
3,-3,49,-3.241220627,-3.049632409,-2.750188108,-3.006493318,0,1.75,1.6,0.179497433,0.502592813
3,-3,49,-3.513143022,-3.059928943,-2.869158541,-2.109603933,0,0.77,0.86,0.148626716,0.445880148
3,-3,49,-2.230208546,-2.10512495,-2.342498799,0,0,2.37,2.59,0.092185501,0.138278251
3,-3,49,-2.864992474,-2.779135178,-2.692067711,-2.535465363,0,1.15,1.12,0.158076301,0.347767863
3,-3,49,-2.417922242,-2.446654538,-2.288248268,-2.237853729,0,1.46,1.17,0.133410725,0.400232175
3,-3,49,-2.471762873,-2.312156254,-2.230643516,-2.604826193,0,0.92,0.92,0.11837654,0.439684291
3,-3,49,-4.731715997,-3.837755946,-3.016622586,-2.128638131,0,1.82,2.55,0.191672127,0.516040342
3,-3,49,-1.931563126,-2.081944498,-1.752702444,-8.563009729,0,2.02,3.19,0.173313813,0.606598346
3,-3,49,-2.907283454,-2.779073962,-2.735313366,-4.057595168,0,1.34,1.49,0.136305616,0.35935117
3,-3,49,-3.694763547,-3.371875022,-4.155347099,-8.053132467,0,0.71,1.69,0.199194052,0.122580955
3,-3,49,-3.808519102,-3.091927125,-3.349406031,-2.047059428,0,1.46,1.17,0.074926933,0.299707732
3,-3,49,-3.805888464,-3.7239593,-2.74806563,-3.201111593,0,1.54,1.28,0.196125847,0.501210497
3,-3,49,-3.130508259,-2.771789919,-2.521091502,-2.608686774,0,1.34,1.11,0.108629084,0.474017819
3,-3,49,-3.179768174,-2.760387435,-2.821779792,-9.107952178,0,1.6,1.55,0.079723191,0.372041557
3,-3,49,-2.901835824,-2.713613108,-2.480178886,-3.922033816,0.02,1.06,1.18,0.192799696,0.46271927
3,-3,49,-4.18432671,-3.294838275,-3.085388979,-3.260069654,0,0.87,0.74,0.162358758,0.466781428
3,-3,49,-4.465945408,-3.24948083,-4.807026594,-4.747628518,0,1.23,4.87,0.103731581,0.034577194
3,-3,49,-3.939284205,-3.219087563,-3.167280537,-3.374983442,0,1.19,1.14,0.150108786,0.385994021
3,-3,49,-2.24115691,-1.994280534,-2.200651768,-4.114224748,0.02,1.1,1.43,0.081307229,0.182941266
3,-3,49,-2.944404395,-2.52548651,-2.619634482,-2.016943783,0,1.16,1.18,0.051336007,0.393576052
3,-3,49,-3.966622613,-3.168461205,-3.06797509,-5.597529766,0.01,1.09,1.12,0.155219194,0.439787715
3,-3,49,-3.206387112,-3.027864345,-2.620773773,-7.148244996,0,1.68,2.19,0.188993294,0.485982756
3,-3,49,-3.966372813,-3.479873889,-2.975713347,-4.1030945,0,1.51,1.92,0.194856482,0.467655556
3,-3,49,-2.348014908,-2.360441475,-2.097062313,-2.769556021,0,1.11,0.97,0.145165535,0.483885118
3,-3,49,-2.125122283,-2.094039766,-2.097489891,-3.021120715,0,1.64,1.17,0.029255989,0.321815874
3,-3,49,-3.293447676,-3.270619586,-3.14944325,-1.929028614,0,2.03,1.89,0.170985166,0.29922404
3,-3,49,-9.666912499,-5.456453611,-4.509516245,-1.922099058,0.02,1.76,2.4,0.20679539,0.439440203
3,-3,49,-2.560571408,-2.380999023,-2.277162907,-4.600638758,0,1.45,1.04,0.083032185,0.456677018
3,-3,49,-2.387486127,-2.219881594,-2.232066177,-2.827093681,0,2.76,1.7,0.090005227,0.405023523
3,-3,49,-3.384328751,-3.483994857,-2.822598161,-4.483769995,0,1.12,0.62,0.125780408,0.402497307
3,-3,49,-4.37589249,-3.79575424,-3.085182908,-3.260913969,0,1.88,1.59,0.228325947,0.482021443
3,-3,49,-2.851158663,-2.67297228,-2.54045138,-2.215326699,0,1.72,1.21,0.146003347,0.486677824
3,-3,49,-4.18289143,-3.359109465,-3.085482953,-2.278452722,0.01,1.46,1.38,0.144889075,0.445812538
3,-3,49,-2.888344091,-2.69149651,-2.85770914,-3.162249288,0,2.02,1.87,0.033546661,0.167733303
3,-3,49,-3.58919772,-3.079069907,-3.262145013,-2.180931759,0,2.38,2.73,0.167230432,0.401353037
3,-3,49,-4.802002325,-4.694491578,-5.39289285,-2.205491201,0,0.81,1.56,0.024225829,0.121129147
3,-3,49,-2.89393195,-2.696507725,-2.602135511,-4.692823661,0,1.31,1.28,0.159462422,0.390682934
3,-3,49,-4.156895713,-3.975659951,-3.016428488,-2.368974845,0,0.89,1,0.093274482,0.429062617
3,-3,49,-3.067274903,-2.839625701,-2.949314816,-3.850738512,0.02,1.57,1.3,0.131390967,0.350375913
3,-3,49,-6.406430373,-4.451559118,-4.00388045,-2.085915431,0,1.28,1.19,0.118507494,0.414776228
3,-3,49,-2.802755122,-2.574068791,-2.968533617,-2.34423964,0.01,0.89,2.14,0.113867415,0.091093932
3,-3,49,-3.256992791,-3.153385792,-2.484405906,-2.040563975,0,1.09,1.59,0.216879935,0.532341659
3,-3,49,-2.012987952,-2.096977418,-2.183381372,-4.208387093,0,1.2,1.23,0.144153876,0.259476977
3,-3,49,-3.167803677,-3.242295189,-2.439801241,-1.870619105,0.02,1.53,1.25,0.318528269,0.610512515
3,-3,49,-2.414343563,-2.117813874,-2.149482176,-2.518268134,0,0.93,0.58,0.070796698,0.453098865
3,-3,49,-3.601293531,-3.386754063,-2.940318827,-3.916201399,0.01,2.03,1.37,0.195768981,0.489422452
3,-3,49,-2.845537087,-2.819445159,-3.090698683,-2.470342169,0,1.91,2.17,0.035105266,0.17552633
3,-3,49,-3.092401634,-2.553733714,-3.30559539,-2.290893993,0,1.19,1.74,0.125123924,0.093842943
3,-3,49,-5.716123858,-4.43934509,-4.605517345,-3.529330525,0,1.67,1.42,0.170244138,0.408585931
3,-3,49,-3.079510786,-3.077085704,-2.894248946,-2.193453059,0,2.18,1.23,0.030277506,0.333052564
3,-3,49,-4.158182444,-3.365708648,-2.963456083,-2.533352944,0,2.54,2.33,0.152624209,0.491789117
3,-3,49,-2.43028636,-2.38187106,-2.282792267,-2.192471366,0,1.74,1.12,0.037093075,0.370930749
3,-3,49,-5.552920537,-4.836869823,-3.092959758,-2.968006596,0,1.55,3.12,0.276839816,0.537394936
3,-3,49,-2.371577307,-2.269775015,-2.156359486,-2.167112209,0,0.93,0.89,0.17159511,0.45758696
3,-3,49,-2.753448662,-2.310474003,-2.404359916,-6.363100265,0,1.14,1.09,0.100895518,0.446823009
3,-3,49,-6.927477369,-4.858168787,-7.156869451,-6.17273155,0,1.53,2.25,0.089016193,0.133524289
3,-3,49,-3.060574124,-3.036630149,-2.585424765,-2.344956025,0,1.51,1.26,0.153098408,0.445377188
3,-3,49,-2.421129759,-2.611678498,-2.072404362,-2.410452865,0,1.19,1.12,0.161007128,0.536690428
3,-3,49,-2.354702554,-2.23730291,-2.213705837,-8.658396344,0,1.06,0.94,0.08547377,0.370386336
3,-3,49,-3.595665355,-3.523809994,-3.213393372,-11.45611264,0,2.5,2.27,0.053582537,0.401869029
3,-3,49,-2.793690958,-2.32943127,-2.498400226,-2.629453748,0,1.35,1.12,0.074441178,0.421833341
3,-3,49,-1.978885547,-1.782953758,-1.919490616,-3.904195847,0,0.95,0.88,0.057886847,0.289434235
3,-3,49,-20,-8.299038076,-6.874861568,-2.798502127,0,1.9,1.42,0.134833296,0.379984743
3,-3,49,-2.267832484,-2.152323568,-2.031732495,-4.509037174,0,1.28,0.84,0.12244694,0.489787759
3,-3,49,-3.424075002,-2.89972804,-2.723626711,-2.638055299,0.02,1,0.71,0.124328491,0.466231842
3,-3,49,-2.37518583,-2.154368218,-2.093418723,-2.102870253,0,0.98,0.91,0.087797366,0.49166525
3,-3,49,-2.56061265,-2.277508813,-2.215841876,-3.863270557,0.01,0.84,0.65,0.10039103,0.485223312
3,-3,49,-2.248395964,-2.061735305,-2.050579048,-2.032662285,0,1.36,1,0.029298756,0.439481347
3,-3,49,-3.915811735,-3.93048807,-2.677999152,-3.007471948,0,0.94,1.08,0.245358961,0.545242136
3,-3,49,-4.310182267,-3.820918598,-3.370134261,-2.181752845,0,1.79,1.37,0.108995277,0.463229928
3,-3,49,-3.706181675,-3.312783831,-3.471161905,-6.058360253,0,1.61,1.09,0.031576446,0.268399789
3,-3,49,-2.936072754,-2.607372723,-3.125736624,-4.336962148,0,1.13,2.82,0.139855553,0.055942221
3,-3,49,-2.486644485,-2.420575851,-2.235357401,-2.144882788,0,1.33,1.16,0.157028002,0.497255339
3,-3,49,-2.269632056,-2.169661081,-2.10154311,-4.505054168,0,1.28,1.19,0.075241173,0.376205864
3,-3,49,-3.318952258,-3.172109146,-3.472358391,-2.123227606,0,2.51,2.05,0.02301811,0.184144884
3,-3,49,-2.291840168,-2.44146249,-1.986936704,-3.266961139,0,1.18,1.14,0.172555488,0.586688659
3,-3,49,-3.201733154,-3.034775365,-2.953979357,-2.510187639,0,1.31,1.2,0.226105301,0.355308331
3,-3,49,-2.784847924,-2.44285232,-2.391777501,-2.597881972,0,1.39,1.26,0.112083547,0.448334188
3,-3,49,-3.804177025,-3.448669932,-4.636536535,-2.298027644,0,1.8,2.25,0.128971912,0.171962549
3,-3,49,-2.529637273,-2.192308716,-2.32196735,-5.020115052,0,1.28,1.16,0.070978057,0.378549637
3,-3,49,-2.913224294,-2.795768298,-3.261844853,-4.206883283,0,1.58,1.82,0.028299072,0.113196286
3,-3,49,-3.687276259,-5.223481921,-20,-7.52692887,0.01,2,4.8,0.133138251,0.066569125
3,-3,49,-2.864127412,-2.904520933,-2.410976569,-2.028410012,0,2.45,2.3,0.126561481,0.548433086
3,-3,49,-3.472890366,-3.086792903,-3.182657315,-5.107532072,0,0.84,1.04,0.078679259,0.393396293
3,-3,49,-2.739920216,-2.543252457,-2.704298575,-2.681328628,0,1.4,1.59,0.023151515,0.162060605
3,-3,49,-1.748081702,-1.691882229,-1.709616162,-2.710958938,0,0.79,0.67,0.032531492,0.357846412
3,-3,49,-2.588036723,-2.738895876,-2.121804087,-2.669616297,0,1.47,1.15,0.210829276,0.590321972
3,-3,49,-4.205474808,-3.400268268,-3.44837585,-2.37955667,0,2.93,2.17,0.116666456,0.373332658
3,-3,49,-2.402061967,-2.27017753,-2.394185379,-2.332131841,0.01,1.31,1.56,0.027183776,0.217470206
3,-3,49,-2.497046966,-2.549394552,-2.222720959,-2.913376241,0.01,1.28,1.27,0.190725181,0.495885472
3,-3,49,-2.676272084,-2.751667883,-2.980911344,-2.390480141,0,2.11,1.2,0.083200362,0.332801447
3,-3,49,-2.119627337,-1.964954306,-1.943712427,-7.409532106,0,1.11,0.96,0.110159,0.477355668
3,-3,49,-3.457766811,-2.874905342,-2.70385487,-2.050027787,0.01,1.07,0.82,0.149982811,0.487444136
3,-3,49,-2.351894959,-2.0579973,-2.211192552,-2.156934802,0.02,1.04,0.75,0.058498913,0.389992756
3,-3,49,-2.997164835,-2.815839381,-2.726478926,-4.392580635,0,1.64,1.25,0.141132684,0.423398053
3,-3,49,-2.378031274,-2.13481171,-2.478091861,-1.985030879,0,1.54,1.44,0.081105052,0.081105052
3,-3,49,-2.990536716,-2.66488327,-2.905906703,-3.241838764,0,1.44,1.06,0.030980104,0.232350781
3,-3,49,-3.193579994,-2.758043882,-2.775001405,-2.795290454,0,1.15,0.92,0.085497943,0.384740745
3,-3,49,-5.227940786,-5.001915955,-8.259241963,-4.213182722,0,2.56,4.18,0.013125182,0.06562591
3,-3,49,-3.359037131,-3.12793012,-2.924188368,-4.857549037,0,1.31,1.2,0.09464865,0.378594602
3,-3,49,-1.970861949,-2.268040594,-1.82102905,-2.282954574,0,1.21,1.06,0.17633023,0.545020709
3,-3,49,-2.549939093,-2.367628974,-2.443047412,-3.619909856,0,1.45,1.03,0.027886028,0.27886028
3,-3,49,-3.128204405,-3.061049791,-2.39523742,-2.508507662,0,1.98,2.73,0.19963568,0.554543557
3,-3,49,-2.474115805,-2.363913038,-2.231178196,-2.592297097,0.02,1.37,1.1,0.112282449,0.449129795
3,-3,49,-3.302137398,-3.233857193,-3.114259917,-2.406903689,0,1.56,1.28,0.033138527,0.298246743
3,-3,49,-3.188469609,-2.834491235,-2.705969355,0,0.02,1.96,1.9,0.133444026,0.427020882
3,-3,49,-4.256290351,-3.37748794,-3.346390734,-2.250510045,0,1.75,1.46,0.116518407,0.407814424
3,-3,49,-3.98555088,-3.315686286,-3.302130736,-3.02887007,0,3.11,2.96,0.109816456,0.384357596
3,-3,49,-6.846097768,-4.662595071,-3.913229941,-3.278501449,0,0.68,1.12,0.184414619,0.445668662
3,-3,49,-2.7602665,-2.567258096,-2.317808238,-2.328846782,0.02,1.18,1.72,0.117533527,0.470134109
3,-3,49,-2.521906487,-2.452213321,-3.083713702,-2.510036341,0,1.17,3.64,0.17464534,0.069858136
3,-3,49,-4.411726083,-4.203559517,-4.462464997,-4.441063661,0.02,2.81,2.37,0.027772995,0.138864975
3,-3,49,-3.050109732,-3.142160228,-2.532722894,-6.374538867,0,2.94,2.89,0.174915928,0.466442475
3,-3,49,-1.991737818,-1.883813451,-1.84056211,0,0,1.13,0.99,0.106812607,0.480656733
3,-3,49,-4.092424118,-3.200033523,-4.929686663,-2.212114242,0,1.06,4.73,0.156242915,0.039060729
3,-3,49,-4.717738826,-4.439962577,-4.885319476,-3.575168589,0,2.05,1.75,0.014893322,0.193613188
3,-3,49,-4.243361017,-3.289652088,-3.424376331,-2.684705326,0,1.61,1.29,0.150474316,0.421328084
3,-3,49,-3.143050164,-2.7092618,-2.571213773,-3.80092749,0,1.26,1,0.165142649,0.471836139
3,-3,49,-3.018912857,-2.658305652,-2.458619227,-2.541065922,0,1.25,1.24,0.139834744,0.489421603
3,-3,49,-2.528169455,-2.439118056,-2.139295962,-3.092514442,0,1.36,1.34,0.133461028,0.53384411
3,-3,49,-2.69014347,-2.476903901,-2.467031936,-2.738730962,0,0.92,1.05,0.142200422,0.385972575
3,-3,49,-2.885582112,-2.474843692,-2.461113998,-5.103517032,0,0.56,0.71,0.11069518,0.464919754
3,-3,49,-2.396642892,-2.345282056,-2.137750667,-3.26790615,0,1.01,1.15,0.136804351,0.501615953
3,-3,49,-4.192365898,-3.231229714,-3.21038996,-2.09391422,0,1.06,0.89,0.115741004,0.439815817
3,-3,49,-2.707458807,-2.532037897,-2.608875309,-15.52733301,0,1.45,1.28,0.053505857,0.321035139
3,-3,49,-6.072567343,-4.116164009,-4.284166993,-2.276705667,0,0.98,0.56,0.113448854,0.408415873
3,-3,49,-3.849184168,-4.148206733,-3.306026875,-2.630383792,0,1.79,1.39,0.235443069,0.470886138
3,-3,49,-3.408667832,-3.533543456,-5.808183868,-2.341597575,0,1.84,3.04,0.186767559,0.140075669
3,-3,49,-3.698684855,-3.41791913,-3.028765703,-11.32790008,0,2.17,2.14,0.213716261,0.470175775
3,-3,49,-3.016398733,-2.754803363,-2.601056905,-6.426662917,0.01,1.44,1.67,0.099641398,0.423475943
3,-3,49,-2.583626356,-2.180746609,-2.346448777,-2.71939174,0,1.17,0.98,0.081665465,0.424660416
3,-3,49,-2.943272362,-2.665806519,-2.528845147,-2.76466293,0,1.49,1,0.108018416,0.432073662
3,-3,49,-3.396569713,-3.037242156,-3.351029009,-2.813561787,0,2.48,1.18,0.132078679,0.396236036
3,-3,49,-3.506631955,-3.396015771,-3.453431213,-3.477100383,0,2.79,1.67,0.045832982,0.274997894
