L,alfa,n,alfa.MV,alfa.DT.GA.BFGS,alfa.DT.LN.BFGS,alfa.LC,tiempo.MV,tiempo.BFGS.GA,tiempo.BFGS.LN,b.GA,b.LN
3,-1.5,25,-1.381062318,-1.318013245,-1.348355414,-1.300611545,0,1.37,2.46,0.050354077,0.503540771
3,-1.5,25,-1.288671741,-1.313222588,-1.254859202,-1.264347233,0,2.54,1.11,0.104306066,0.700340727
3,-1.5,25,-1.349340044,-1.670350337,-1.250076174,-1.532766583,0,1.23,1,0.416397243,1.24919173
3,-1.5,25,-1.344499637,-1.338373147,-1.348310358,-1.292739626,0,1.2,1.25,0.083055335,0.261031054
3,-1.5,25,-1.871077498,-1.908737098,-1.67882139,-1.92431158,0,0.77,1.09,0.136195715,0.620447148
3,-1.5,25,-1.619244553,-1.575084881,-1.526896609,-1.507797505,0,1.17,1.09,0.130613175,0.587759286
3,-1.5,25,-2.053114593,-2.177411609,-1.814284169,-2.546153321,0.01,1.59,2.09,0.183786318,0.624873481
3,-1.5,25,-1.700495137,-1.697152969,-1.681949994,-1.950095808,0,3.51,2.95,0.151241061,0.453723184
3,-1.5,25,-1.369319645,-1.294895186,-1.344689895,-1.310826264,0.01,1.45,1.14,0.056808043,0.482868365
3,-1.5,25,-1.369169057,-1.321446054,-1.359007692,-1.302980963,0.01,1.98,1.18,0.020328136,0.325250184
3,-1.5,25,-1.567505293,-1.430041383,-1.53048639,-1.518292252,0,0.68,2.13,0.065133329,0.434222192
3,-1.5,25,-1.980564294,-2.144279649,-1.941474648,-2.252157613,0,1.67,1.75,0.246042264,0.527233424
3,-1.5,25,-1.472594744,-1.398794187,-1.41065727,-1.528436432,0.02,0.7,0.94,0.056022643,0.522878
3,-1.5,25,-1.305477171,-1.281109871,-1.311808008,-1.263208549,0,1.36,1.28,0.060666202,0.500496168
3,-1.5,25,-1.762289565,-1.645950687,-1.63411815,-1.602296113,0,0.82,0.97,0.147930489,0.573230646
3,-1.5,25,-1.606028429,-1.496203095,-1.567781182,-1.446975942,0.01,1.42,1.05,0.039036392,0.429400314
3,-1.5,25,-1.628276125,-1.609636733,-1.558355541,-1.679628377,0,1.11,1.11,0.132082198,0.554745231
3,-1.5,25,-1.667402506,-1.565833096,-1.657493153,-1.521699036,0,1.93,1.51,0.018112247,0.181122475
3,-1.5,25,-1.585110537,-1.532714184,-1.512766863,-1.511591928,0,1,0.98,0.073076101,0.540763145
3,-1.5,25,-1.589854424,-1.572845478,-1.518307411,-1.981759062,0,3.12,2.49,0.148946315,0.59578526
3,-1.5,25,-1.548767268,-1.530488457,-1.535737727,-1.406587796,0,2.36,1.18,0.017597526,0.387145562
3,-1.5,25,-1.26213781,-1.224835196,-1.262816896,-1.250347713,0,1.36,1.59,0.018023024,0.216276283
3,-1.5,25,-1.799476154,-1.648266583,-1.73202143,-1.745416213,0,0.77,0.76,0.037715877,0.314298975
3,-1.5,25,-1.643784635,-1.538781707,-1.573659017,-1.561793107,0,1.08,0.6,0.101149996,0.505749978
3,-1.5,25,-1.883000865,-1.777345106,-1.71720227,-1.805859406,0.01,0.83,0.74,0.094774228,0.5581149
3,-1.5,25,-1.369042288,-1.360168343,-1.328587998,-1.381916717,0,0.77,0.81,0.09834803,0.590088182
3,-1.5,25,-1.505741438,-1.524777829,-1.467749061,-2.038834077,0,1.16,0.59,0.11577277,0.46309108
3,-1.5,25,-2.021314756,-1.949029458,-1.925039726,-6.994638818,0.01,1.03,0.89,0.160725931,0.417887421
3,-1.5,25,-1.660738461,-1.745341957,-1.53231105,-1.735048309,0,0.83,1.14,0.140420962,0.702104808
3,-1.5,25,-1.272064789,-1.226005757,-1.252240577,-1.201085626,0.01,1.47,2.91,0.053196611,0.500048143
3,-1.5,25,-1.272615637,-1.223630573,-1.266653583,-1.221400172,0,1.32,8.33,0.019394254,0.193942536
3,-1.5,25,-1.65190861,-1.589209937,-1.652704573,-1.656437217,0.02,0.64,1.9,0.053258495,0.079887743
3,-1.5,25,-1.584573734,-1.500462675,-1.510362631,-1.433257224,0,1.37,0.97,0.11342346,0.534710598
3,-1.5,25,-1.377456624,-1.43393649,-1.352623617,-1.402571354,0,0.81,1.05,0.146260313,0.731301564
3,-1.5,25,-1.469660549,-1.538904946,-1.428622988,-2.374193966,0,0.93,0.77,0.169528318,0.678113271
3,-1.5,25,-1.504186101,-1.412563691,-1.441265671,-1.349179391,0,1.36,1.29,0.077651595,0.543561163
3,-1.5,25,-1.896004972,-1.778734054,-1.72560007,-1.8391875,0,0.86,0.61,0.090392178,0.578509939
3,-1.5,25,-1.676967804,-1.678718337,-1.541318465,-1.714073447,0,0.6,0.95,0.096189114,0.641260761
3,-1.5,25,-1.392098959,-1.41802589,-1.35490613,-1.373382512,0,1.23,3.52,0.09695602,0.65099042
3,-1.5,25,-2.096425695,-2.278111472,-1.791002032,-2.806125263,0,2.04,2.31,0.238932457,0.71679737
3,-1.5,25,-1.84929749,-1.678888519,-1.701393718,-1.530029921,0.01,0.8,1.01,0.140751692,0.548931598
3,-1.5,25,-1.576894541,-1.497273085,-1.549979327,-1.675954785,0,1.22,0.93,0.075621359,0.327692554
3,-1.5,25,-1.328471963,-1.302109133,-1.301144104,-1.260880898,0,6.22,1.41,0.096092772,0.492475456
3,-1.5,25,-1.346530964,-1.345134349,-1.346005556,-1.279009592,0,1.42,1.52,0.097854174,0.550429727
3,-1.5,25,-1.519064845,-1.454065721,-1.502075276,-1.650251389,0,1.33,1.32,0.104745723,0.174576205
3,-1.5,25,-1.361256525,-1.282887644,-1.360113693,-1.333872396,0,2.23,1.85,0.046648286,0.093296571
3,-1.5,25,-1.350590442,-1.318763179,-1.329499084,-1.389433035,0,2.53,1.12,0.085671045,0.428355226
3,-1.5,25,-1.308969828,-1.604052972,-1.196182163,-1.787304095,0,1.02,4.53,0.562971587,1.68891476
3,-1.5,25,-1.34589713,-1.286671198,-1.33187279,-1.334340504,0,2.86,0.83,0.027334423,0.382681916
3,-1.5,25,-2.605809022,-2.117485285,-2.348601646,-2.128745756,0,1.61,0.98,0.100438089,0.444797253
3,-1.5,25,-1.36102695,-1.286036162,-1.385561454,-1.340779256,0,1.37,2.37,0.041392275,0.041392275
3,-1.5,25,-1.546767503,-1.449379221,-1.486839008,-1.4679004,0,1.12,1,0.086148284,0.516889703
3,-1.5,25,-1.379649272,-1.305902567,-1.339480532,-1.462074073,0,1.21,0.76,0.042539542,0.553014046
3,-1.5,25,-1.611206062,-1.490973631,-1.624212346,-1.619972418,0,0.99,1.4,0.03545212,0.070904241
3,-1.5,25,-1.623416289,-1.518899518,-1.598716132,-1.570709967,0,1.17,0.89,0.025487313,0.305847756
3,-1.5,25,-1.353647314,-1.329084156,-1.316790245,-1.368075295,0,0.94,0.92,0.067613925,0.574718364
3,-1.5,25,-1.520782013,-1.846880279,-1.459896101,-1.663136518,0.02,1.17,1.31,0.200055668,0.800222671
3,-1.5,25,-1.457129721,-1.407558902,-1.460547024,-1.371203377,0,3.42,1.09,0.015575548,0.303723194
3,-1.5,25,-1.419638258,-1.367783858,-1.380807133,-1.427788175,0,0.99,0.78,0.092276964,0.392177098
3,-1.5,25,-1.712272784,-1.690621918,-1.940753677,-1.736619545,0,0.72,2.83,0.077408729,0.058056547
3,-1.5,25,-1.51048837,-1.541608675,-1.443705782,-1.471996357,0,0.88,2.09,0.158815129,0.582322139
3,-1.5,25,-1.355731111,-1.275771151,-1.326462246,-1.421373513,0,2.15,1.05,0.021446939,0.407491833
3,-1.5,25,-1.423758689,-1.386693102,-1.376661769,-1.44967635,0,1.26,1.14,0.064102271,0.576920437
3,-1.5,25,-1.428613748,-1.9893368,-1.337262054,-1.793669898,0,1.44,1.08,0.236544782,1.182723911
3,-1.5,25,-1.507909194,-1.461079571,-1.481400187,-1.653241986,0,2.33,1.31,0.102313011,0.409252042
3,-1.5,25,-2.499149123,-2.197745707,-2.127251711,-1.961738808,0.02,1.22,0.91,0.14063458,0.543787044
3,-1.5,25,-1.412617377,-1.417037347,-1.360643773,-1.392928888,0,0.72,0.9,0.146279485,0.658257684
3,-1.5,25,-1.4386796,-1.598769445,-1.395821278,-1.433475575,0.02,0.78,0.67,0.190792244,0.763168977
3,-1.5,25,-1.564054312,-1.814047251,-1.502680239,-1.642689948,0,0.64,1.14,0.239223703,0.823992756
3,-1.5,25,-1.38406222,-1.295244763,-1.360458235,-1.444175564,0,1.9,1.05,0.041135631,0.37022068
3,-1.5,25,-1.571254716,-1.651780526,-1.467369579,-1.63382623,0.02,0.6,0.92,0.148088623,0.698132078
3,-1.5,25,-1.341715886,-1.283561995,-1.338794639,-1.324845784,0,2.7,1.73,0.070197782,0.116996304
3,-1.5,25,-1.820333853,-1.605114059,-1.760394993,-1.70598328,0,5.83,0.55,0.080928471,0.404642354
3,-1.5,25,-1.495005384,-1.526266609,-1.435778123,-1.477284931,0,1.97,2.38,0.157352151,0.629408604
3,-1.5,25,-1.77956182,-1.715044661,-1.674527357,-1.562206939,0,1.42,1,0.009961476,0.547881161
3,-1.5,25,-1.503757549,-1.453761153,-1.438989207,-1.649580311,0,1.94,1.41,0.098482794,0.590896767
3,-1.5,25,-1.803057181,-1.902904624,-1.629781915,-1.624415564,0.02,1.1,0.92,0.180710527,0.650557899
3,-1.5,25,-1.98528689,-2.042121456,-1.859188738,-1.667208757,0.02,0.99,0.92,0.207553583,0.557800255
3,-1.5,25,-1.445148338,-1.385001191,-1.395380597,-1.389677027,0,0.94,0.86,0.086839005,0.533439605
3,-1.5,25,-1.634820758,-1.697120795,-1.675894254,-1.523219229,0,0.75,0.89,0.164852785,0.311388594
3,-1.5,25,-1.276023967,-1.329006367,-1.248707281,-1.25616781,0,1.2,1.08,0.114485077,0.729842365
3,-1.5,25,-1.429172486,-1.38871962,-1.476288285,-1.351298235,0,4.18,2.14,0.013066207,0.130662068
3,-1.5,25,-1.519137864,-1.487650705,-1.478084745,-1.41799581,0,1.27,1,0.109336858,0.451014541
3,-1.5,25,-1.254489813,-1.213483444,-1.239245397,-1.208148564,0,1.31,1.48,0.02140593,0.422767123
3,-1.5,25,-1.534869302,-1.805825036,-1.489939243,-1.684238325,0.02,1.03,1.16,0.105685587,0.880713222
3,-1.5,25,-1.606258451,-1.622993935,-1.508341776,-1.797390138,0,1.69,1.61,0.157233106,0.681343458
3,-1.5,25,-1.533015503,-1.60058856,-1.448449507,-1.414587434,0.02,0.84,0.95,0.17048401,0.668821885
3,-1.5,25,-1.790478822,-1.660645746,-1.672576827,-1.782563021,0,0.81,0.74,0.12948789,0.54384914
3,-1.5,25,-1.530830937,-1.494854388,-1.446241699,-1.574326195,0,0.81,0.63,0.111160571,0.6224992
3,-1.5,25,-1.233746574,-1.259127887,-1.230125241,-1.269752379,0,0.84,1.06,0.058612786,0.722891031
3,-1.5,25,-1.723466941,-1.700170342,-1.627522526,-1.649874625,0,0.91,0.62,0.174189133,0.5225674
3,-1.5,25,-1.463024392,-1.481999825,-1.411970039,-1.391546122,0,1.14,1.25,0.048324208,0.647544383
3,-1.5,25,-1.471479873,-1.413663211,-1.487510363,-1.350449139,0,1.3,1.67,0.092470286,0.138705428
3,-1.5,25,-1.936799652,-1.751965619,-2.01288665,-1.771290441,0,0.92,3.47,0.046859043,0.031239362
3,-1.5,25,-1.642421495,-1.530720547,-1.633040317,-1.508214695,0,1.53,1.3,0.076210019,0.228630056
3,-1.5,25,-1.496947846,-1.402481298,-1.721507045,-1.424011104,0,1.11,3.43,0.041277132,0.027518088
3,-1.5,25,-1.317784443,-1.360041347,-1.286191955,-1.277960987,0,1.25,1.12,0.099770137,0.710862224
3,-1.5,25,-1.410363952,-1.425045108,-1.372492148,-1.556723939,0,3.91,2.86,0.18166027,0.726641081
3,-1.5,25,-1.484986446,-1.446276753,-1.495308254,-1.442065618,0,1.63,1.2,0.0127376,0.267489606
3,-1.5,25,-1.520992606,-1.45488985,-1.444141466,-1.367872666,0,1.24,1.31,0.115437175,0.583976295
3,-1.5,25,-1.322755256,-1.346378287,-1.292000334,-1.367724739,0,3.22,0.91,0.146089716,0.584358862
3,-1.5,25,-1.335315948,-1.382981776,-1.29671066,-1.396896114,0,0.89,1.44,0.081580919,0.707034631
3,-1.5,25,-1.484065734,-1.495652689,-1.428876465,-1.551207923,0.02,1.07,1.11,0.147656329,0.620156582
3,-1.5,25,-1.363344201,-1.294102952,-1.346990948,-1.329011084,0,1.23,3.15,0.029097394,0.043646091
3,-1.5,25,-1.40426044,-1.334507955,-1.370488082,-1.284246646,0,1.82,0.98,0.053454416,0.469210985
3,-1.5,25,-1.453352837,-1.480573242,-1.3881485,-1.380536816,0,1.44,1.17,0.138791717,0.647694678
3,-1.5,25,-1.425697177,-1.452764494,-1.423708764,-1.347830711,0,1.3,1.29,0.123094784,0.590854965
3,-1.5,25,-1.57807099,-1.513930131,-1.558265927,-1.449503646,0,2.07,1.31,0.007382912,0.221487348
3,-1.5,25,-1.385939345,-1.314270275,-1.384636344,-1.476900334,0,1.37,0.82,0.034650897,0.207905383
3,-1.5,25,-1.407144138,-1.355587208,-1.368690023,-1.314167271,0,1.34,6.46,0.061515274,0.499811601
3,-1.5,25,-1.299041421,-1.297585263,-1.267218407,-1.281596673,0.02,1.11,1.06,0.061221577,0.581604986
3,-1.5,25,-1.480367699,-1.413436627,-1.426928344,-1.421040532,0,1,0.89,0.067446493,0.539571945
3,-1.5,25,-1.335247796,-1.280836832,-1.318474458,-1.312028506,0,1.03,0.86,0.034675004,0.416100046
3,-1.5,25,-1.553598667,-1.459271257,-1.474115055,-1.73530187,0,3.62,1.11,0.079669112,0.531127412
3,-1.5,25,-1.459094732,-1.408414776,-1.397440531,-1.416574105,0,1.14,0.8,0.038372977,0.613967633
3,-1.5,25,-1.467633341,-1.433891982,-1.399754083,-1.356078132,0.01,1.23,1.36,0.113855434,0.614819343
3,-1.5,25,-1.539771334,-1.543928574,-1.461822758,-1.396625401,0,1.08,1.1,0.153064896,0.583559917
3,-1.5,25,-1.488720231,-1.537938529,-1.677731525,-1.388068323,0,0.91,3.15,0.142359934,0.059316639
3,-1.5,25,-1.581145267,-1.496059829,-1.518251528,-1.640697538,0,1.59,1.12,0.089203691,0.535222147
3,-1.5,25,-1.722228521,-1.950919518,-1.616191634,-2.264522942,0,1.17,0.66,0.237951822,0.65436751
3,-3,25,-2.434086468,-2.235283847,-2.951620761,0,0,1.73,2.69,0.152123633,0.050707878
3,-3,25,-4.658179732,-3.962431891,-4.032109995,-3.13308925,0,1.6,1.81,0.185754819,0.441167696
3,-3,25,-4.659785758,-5.938204155,-4.671571466,-3.227295347,0,1.12,1.02,0.066051413,0.379795624
3,-3,25,-6.811602443,-4.426774698,-4.244512682,0,0,1.64,1.33,0.172979352,0.487487265
3,-3,25,-4.294572501,-3.890899419,-5.951636176,-9.321834368,0,1.38,2.69,0.270510492,0.122959315
3,-3,25,-2.0008933,-1.771198348,-1.886438886,0,0,0.6,0.7,0.092760601,0.463803007
3,-3,25,-2.429310299,-2.656372064,-2.160201044,-2.08130164,0,1.31,1,0.199169279,0.597507836
3,-3,25,-4.912501844,-5.23080486,-6.003432329,-1.926709847,0,3.81,4.82,0.017798729,0.088993644
3,-3,25,-2.906997013,-2.563939109,-2.32845344,-1.835138655,0,0.86,0.89,0.193133864,0.555259858
3,-3,25,-20,-9.316020356,-6.053490156,-2.292023314,0,1.94,1.36,0.224884953,0.48436759
3,-3,25,-3.178329403,-2.513483635,-2.651592625,-1.831036765,0,1.14,1.1,0.082153924,0.41076962
3,-3,25,-3.100257356,-3.809978933,-2.279244013,-16.82217336,0,1.48,1.11,0.257126111,0.642815278
3,-3,25,-2.829281417,-2.858717477,-2.206246225,0,0,1.26,1.17,0.309430204,0.670432109
3,-3,25,-3.183356251,-2.898833014,-5.359979439,-1.795021875,0.01,1.26,5.02,0.19409879,0.043133064
3,-3,25,-2.406134551,-2.425645531,-2.191844915,-2.366730649,0,0.94,0.95,0.207247059,0.542030771
3,-3,25,-1.849422467,-1.916907108,-1.708810318,-4.18403144,0,1.05,0.75,0.203964238,0.571099866
3,-3,25,-2.54616383,-2.359727901,-2.338642921,-8.50136171,0.02,1.31,0.89,0.121050223,0.524550964
3,-3,25,-3.52746224,-3.167244986,-2.928961854,0,0,1.33,1.25,0.195087302,0.463332341
3,-3,25,-2.627090891,-2.383032079,-2.185726608,-3.233082455,0,1.18,0.92,0.140143673,0.595610611
3,-3,25,-2.638500771,-2.482955272,-2.612121076,-4.851649262,0,1.17,1.25,0.212466403,0.270411786
3,-3,25,-20,-7.645800727,-5.374786377,-18.69366336,0,1.45,1.37,0.211003217,0.472647205
3,-3,25,-4.70095363,-3.661134412,-2.905639577,-1.60711729,0,1.03,0.8,0.183895358,0.5408687
3,-3,25,-2.763816522,-2.260834098,-3.628283534,0,0,1.23,5.93,0.088207819,0.022051955
3,-3,25,-1.865313515,-1.812377569,-2.169789677,-2.387133258,0,1.15,1.85,0.115851202,0.115851202
3,-3,25,-9.24519707,-7.934183894,-3.952144885,-7.326289016,0,1.68,1.34,0.137713344,0.424616143
3,-3,25,-2.647805584,-2.591969805,-2.254665493,-3.43406361,0,1.24,1.25,0.172087044,0.550678541
3,-3,25,-3.021237648,-2.436812029,-2.516801709,-3.036566377,0.01,1.07,0.91,0.138748475,0.495530268
3,-3,25,-8.37514271,-5.583939515,-6.008236348,0,0,1.72,1.28,0.135129704,0.424693356
3,-3,25,-1.755391833,-1.616106977,-1.648620294,-3.22481384,0,1.09,1.11,0.109748715,0.536549271
3,-3,25,-6.453812853,-4.254599876,-3.267636776,-2.049366975,0,0.92,1.98,0.258408772,0.559885672
3,-3,25,-2.872483243,-2.815396439,-2.370602393,-4.467638602,0,1.14,1.06,0.249627058,0.549179528
3,-3,25,-3.400568946,-2.816397119,-2.710894075,-3.763589895,0,1.12,1.17,0.192055679,0.480139198
3,-3,25,-5.497477043,-4.195779984,-3.933935308,0,0,1.45,1.29,0.258932453,0.517864905
3,-3,25,-2.958683147,-2.575442962,-2.653596581,-2.125136338,0,1.22,1.03,0.13729726,0.48054041
3,-3,25,-2.846813212,-2.872360346,-3.088331559,-2.0575474,0,0.71,1,0.24016545,0.180124087
3,-3,25,-3.59170635,-2.903843963,-2.656317948,-2.224841635,0,1.23,1.29,0.196622207,0.519082627
3,-3,25,-2.077240305,-2.198433347,-1.971352001,-3.289958375,0.01,1.45,0.84,0.121147252,0.60573626
3,-3,25,-1.965622622,-1.987675634,-2.021273159,-2.279540396,0.02,1.8,1.91,0.031148762,0.436082667
3,-3,25,-2.050107704,-2.098897407,-1.790952536,-1.890092865,0,1.04,1.12,0.219292684,0.657878051
3,-3,25,-2.962442477,-3.105348978,-2.886752693,-10.48537682,0,1.68,1.15,0.177550373,0.47346766
3,-3,25,-2.851192567,-2.862014696,-3.06683989,-4.166380167,0,1.28,0.62,0.034514308,0.258857309
3,-3,25,-2.416562911,-2.142038097,-2.094624597,-2.958905114,0,1.08,1.17,0.143580887,0.526463251
3,-3,25,-15.17511227,-6.784400786,-6.725273234,0,0.01,1.67,1.8,0.249121009,0.365377479
3,-3,25,-4.14171135,-3.573912592,-3.441110587,-2.791963875,0,1.83,1.64,0.156972482,0.426068167
3,-3,25,-5.120305522,-5.970993471,-3.439263781,-6.088430343,0.02,1.32,1.02,0.08464554,0.451442878
3,-3,25,-2.2348926,-2.249303058,-2.227326631,-2.868001798,0,0.98,1.2,0.133096865,0.483988601
3,-3,25,-4.23865302,-3.035393425,-3.228571029,0,0.02,0.98,1.02,0.141367508,0.455517526
3,-3,25,-2.820802607,-2.793553893,-3.089475998,-3.192681053,0,1.56,1.16,0.114756792,0.286891979
3,-3,25,-2.659099978,-2.640663601,-2.194382121,0,0.01,1.14,0.84,0.231753156,0.547780187
3,-3,25,-2.750675025,-2.490639455,-3.596438332,-2.032882368,0,1.09,2.64,0.200034969,0.080013987
3,-3,25,-4.590310729,-3.593112877,-3.502603247,-2.31773147,0,1.48,1.23,0.058467831,0.400922269
3,-3,25,-2.21017858,-1.925040211,-2.009151605,-1.8309409,0,0.95,0.89,0.126047605,0.476179842
3,-3,25,-2.403793864,-2.591497252,-1.949987537,-2.456522939,0,1.08,1.45,0.247883184,0.644496277
3,-3,25,-4.681936178,-3.366549208,-3.171673701,-5.243453666,0,1.04,1.07,0.14909843,0.489894842
3,-3,25,-4.141428456,-3.424655532,-3.341693833,-3.526835945,0.02,1.25,1.32,0.166092418,0.359866906
3,-3,25,-3.196656092,-2.951655276,-2.469611183,-9.12243728,0,1.67,2.41,0.258047156,0.559102171
3,-3,25,-2.728369571,-2.694193098,-3.515758247,-2.721290524,0.01,0.75,2.31,0.248511882,0.082837294
3,-3,25,-2.229817942,-2.397957374,-2.508661204,0,0.01,1.31,2.11,0.159053677,0.127242942
3,-3,25,-4.006114378,-3.124418834,-3.078786094,-12.27475026,0,0.95,0.74,0.112455087,0.472311364
3,-3,25,-4.86569583,-4.142772647,-2.814999093,0,0,1.35,1.27,0.437364271,0.631748392
3,-3,25,-3.032103493,-2.695086684,-2.673016276,-3.868239107,0.02,1.79,1.16,0.021557458,0.366476793
3,-3,25,-5.032869531,-3.941319842,-3.638441538,-1.858218263,0,1.47,1.29,0.299439569,0.460676261
3,-3,25,-7.73585371,-20,-20,0,0.01,2.47,2.7,0.024381051,0.097524203
3,-3,25,-1.869036698,-1.820089503,-1.783320341,-3.133369691,0,1.14,0.69,0.087764451,0.526586707
3,-3,25,-4.332820125,-3.508278645,-2.806167916,-2.194393807,0,1.35,1.08,0.276836757,0.593221622
3,-3,25,-5.58484376,-4.143722177,-3.869084953,-5.627553358,0,1.44,1.29,0.16096089,0.48288267
3,-3,25,-2.40416371,-3.141861158,-2.889445888,-2.482202097,0,1.69,1.06,0.172511294,0.517533882
3,-3,25,-2.561480617,-2.716199515,-2.346487747,-7.900963368,0,0.82,0.67,0.237421986,0.514414304
3,-3,25,-3.132014314,-2.682610661,-2.639127274,-3.509346378,0,1.81,2.04,0.110826254,0.421139765
3,-3,25,-3.031125825,-3.146016084,-2.680281492,-11.03746351,0,1.98,2.2,0.277178488,0.431166537
3,-3,25,-2.235448743,-2.141340027,-2.04550586,-2.406119117,0.02,0.89,1.02,0.135696463,0.424051447
3,-3,25,-3.647688009,-3.189148134,-3.02376498,-3.002740552,0,1.59,2.6,0.151137507,0.434520332
3,-3,25,-2.214865532,-2.32506149,-1.870755151,-6.077241843,0,1.41,1.78,0.247860672,0.67276468
3,-3,25,-3.110160704,-2.428642904,-2.755985945,-2.040454531,0,1.31,1.01,0.077015646,0.418084935
3,-3,25,-12.84001611,-5.559963365,-4.604597233,0,0,1,0.86,0.196168453,0.470804286
3,-3,25,-2.414081186,-3.699717212,-2.086420083,-2.488832841,0,1.03,0.87,0.347907738,0.672621626
3,-3,25,-2.237278414,-1.96536771,-1.984092454,-3.313620047,0,1.02,1.08,0.153094147,0.535829515
3,-3,25,-1.934137904,-1.901341978,-1.941096004,-2.698445359,0,1.36,0.87,0.040430927,0.343662879
3,-3,25,-2.299156409,-2.403669798,-2.100431386,-2.780950689,0,1.27,1,0.246705052,0.641433135
3,-3,25,-3.096689836,-2.631062309,-3.006544575,-4.579951608,0,1.12,1,0.176616842,0.277540751
3,-3,25,-2.267215115,-1.961024415,-2.081648595,-9.026026559,0,1.27,1.22,0.074810895,0.467568091
3,-3,25,-2.479308068,-2.152757397,-2.445780975,-1.699885845,0.02,1.06,1.31,0.132353019,0.220588365
3,-3,25,-2.655437597,-2.619297417,-2.487411525,-4.953679264,0,1.28,1.55,0.187377969,0.499674583
3,-3,25,-2.612602945,-2.758658514,-2.329158998,-2.577167775,0,2.58,2.54,0.189304782,0.567914347
3,-3,25,-3.614261019,-4.516459948,-2.780973781,-2.046176437,0,0.6,1.76,0.309187688,0.559482483
3,-3,25,-10.38628909,-5.74457034,-4.907607449,-2.510224048,0,1.54,1.42,0.161910115,0.485730344
3,-3,25,-4.071311352,-3.550758783,-3.032437213,-3.340450837,0.02,2.67,2.78,0.276895026,0.523023939
3,-3,25,-2.492113415,-2.209538448,-2.948307666,-3.655650566,0,1.21,5.74,0.089488783,0.029829594
3,-3,25,-2.336080918,-2.08086643,-2.038604118,-2.389948276,0,1.03,1.03,0.15843082,0.545706159
3,-3,25,-2.064183277,-2.485847619,-2.615927114,-1.708149069,0.01,1.64,1.14,0.274955643,0.274955643
3,-3,25,-2.619504089,-2.38851715,-2.266386591,-1.865021016,0,0.95,1.02,0.156054211,0.485501989
3,-3,25,-2.10301525,-1.98293517,-2.055369674,-2.023465698,0,1.19,0.99,0.036544343,0.292354743
3,-3,25,-4.282066846,-3.512438686,-3.375438154,-1.767768261,0,2.02,2.26,0.188688345,0.44813482
3,-3,25,-3.277451145,-3.116268307,-2.402064897,-2.665482676,0,0.84,1.51,0.239678842,0.585881614
3,-3,25,-3.449981582,-2.751428902,-2.839919602,-2.963936233,0,1.17,1.11,0.171399243,0.433539262
3,-3,25,-2.672115876,-2.635945908,-2.096212959,-1.925644688,0,0.67,1.05,0.152473055,0.597186133
3,-3,25,-2.855995789,-2.994811148,-3.774720915,-1.832084687,0,1.76,2.2,0.010172182,0.172927091
3,-3,25,-2.189059894,-1.949502694,-1.943023358,-3.654130771,0.01,1,0.81,0.149345752,0.543075461
3,-3,25,-3.28760843,-2.709940722,-2.905053823,-3.964078297,0,1.47,0.95,0.06284169,0.397997369
3,-3,25,-3.637098083,-2.694893976,-2.844664552,-5.247269051,0,1.34,1.22,0.170675922,0.469358786
3,-3,25,-3.21031001,-2.805113673,-2.895873024,-9.77115828,0,1.14,1.16,0.069808245,0.366493288
3,-3,25,-2.22800956,-2.213999995,-1.999228616,-2.210038217,0,0.95,0.85,0.228991208,0.5495789
3,-3,25,-2.966426728,-2.77058883,-4.844062901,-1.845211469,0,1.17,3.21,0.233445921,0.077815307
3,-3,25,-3.041382375,-3.177767606,-3.066152981,-2.247162848,0,1.67,1.28,0.058274479,0.320509633
3,-3,25,-2.364703869,-2.313651561,-3.130538429,-2.870404825,0,2.71,2.25,0.074602962,0.149205924
3,-3,25,-4.027996541,-3.88701546,-4.640949098,-2.404300037,0,1.35,1.98,0.019728696,0.098643478
3,-3,25,-3.856315618,-3.215743494,-5.957627469,-2.852647168,0,1.41,3.82,0.030556302,0.045834454
3,-3,25,-2.372075133,-2.426497547,-2.12243883,-1.73684584,0.02,1.31,0.95,0.200313803,0.600941408
3,-3,25,-4.205962596,-3.324253373,-3.141468219,-1.672135873,0,0.97,0.89,0.168334826,0.454504032
3,-3,25,-2.738524807,-3.205013048,-3.86303054,-2.692698713,0,2.45,1.81,0.014277318,0.185605133
3,-3,25,-2.937683996,-2.963760817,-2.247752366,-2.30876482,0,1.37,0.94,0.325973878,0.651947757
3,-3,25,-2.846614629,-2.486576047,-2.344586756,-4.514222951,0,0.7,0.78,0.174188061,0.522564184
3,-3,25,-2.755492737,-2.954770427,-2.438426779,-2.827752257,0,1.14,1.06,0.259473564,0.518947127
3,-3,25,-5.192451171,-4.092181546,-2.878908971,-1.921532654,0,1.12,0.73,0.24968167,0.575353415
3,-3,25,-2.718523254,-3.033689329,-2.130953907,-5.374277187,0,0.92,1.25,0.343285333,0.686570666
3,-3,25,-3.515041995,-2.966446667,-2.689797621,-1.618456426,0,0.78,0.67,0.184025416,0.525786903
3,-3,25,-4.855133823,-3.517530246,-3.493423286,-2.639844039,0.02,1.89,2.34,0.135354401,0.466220716
3,-3,25,-6.188033214,-4.056005085,-4.271291562,-1.796628325,0,2.68,2.56,0.168669698,0.44978586
3,-3,25,-7.069243823,-4.327115104,-6.267086114,-13.37093874,0,1.35,1.39,0.193745962,0.265126053
3,-3,25,-8.792447677,-4.866254077,-3.373957266,-2.317737356,0,1.39,1.27,0.345813904,0.586380098
