L,alfa,n,alfa.MV,alfa.DT.GA.BFGS,alfa.DT.LN.BFGS,alfa.LC,tiempo.MV,tiempo.BFGS.GA,tiempo.BFGS.LN,tiempo.LC,b.GA,b.LN
8,-5,9,-4.936294232,-3.267232124,-2.554213103,-5.447056751,0.02,3.25,1.59,0,0.463217747,0.667033556
8,-5,9,-4.27786993,-3.050079612,-2.458832304,-4.748625936,0.02,3.38,1.48,0,0.421168691,0.650897068
8,-8,9,-12.04802481,-4.252445877,-3.787365963,-11.9122834,0.34,3.78,2.3,0.01,0.311279035,0.540642534
8,-8,9,-7.511173134,-8.107970446,-7.670972582,-7.536776371,0.01,2.59,0.93,0,0.021213969,0.180318733
8,-8,9,-13.3424165,-4.943601334,-8.960315771,-13.0648536,0,3.09,1.85,0,0.221236343,0.237624221
8,-8,9,-20,-9.490442187,-20,-16.36610151,0.01,3.05,1.61,0,0.163102576,0.269746569
8,-8,9,-6.851944947,-3.964283257,-5.999256526,-6.706627156,0,2.48,1.08,0,0.344306501,0.353612082
8,-8,9,-20,-20,-20,0,0,4.2,2.31,0,0.004781032,0.057372387
8,-8,9,-20,-20,-20,0,0,2.28,1.3,0,0.041204999,0.178554995
8,-8,9,-20,-7.14277292,-7.645673568,0,0,2.92,1.31,0,0.168135276,0.396318866
8,-8,9,-7.033436228,-4.092844228,-6.689856576,-7.546604007,0.01,3.94,1.14,0,0.135501346,0.111589344
8,-8,9,-20,-6.304866581,-6.620081584,-19.92802885,0,2.86,1.44,0,0.219358035,0.360373914
8,-8,9,-10.96494305,-4.120098391,-3.783808952,-11.35055693,0.01,4.5,2.44,0.02,0.31363698,0.533182865
8,-8,9,-20,-6.337528528,-8.761369545,0,0,3.07,1.5,0,0.187253514,0.31208919
8,-8,9,-5.221485502,-3.341934993,-2.688132206,-5.667919636,0.01,2.89,1.53,0,0.422900217,0.629651434
8,-8,9,-14.16061985,-13.43636769,-14.48351134,-14.81213059,0.01,2.16,0.79,0,0.011403928,0.119741239
8,-8,9,-11.21870608,-4.274648974,-3.823772779,-11.57033574,0.02,4.78,2.38,0,0.290791272,0.531935254
8,-8,9,-20,-15.20153456,-17.21886164,0,0,4.36,1.84,0,0.050552648,0.245541431
8,-8,9,-3.837847948,-3.067156931,-2.443097471,-4.18563098,0,2.53,2.09,0,0.375997168,0.654962809
8,-8,9,-12.03125419,-5.348048865,-5.733277811,-13.49637011,0,3.45,2.17,0,0.129260469,0.396398772
8,-8,9,-11.49454824,-10.61829784,-11.02163121,-13.14263925,0,1.05,0.68,0,0.038712386,0.232274313
8,-8,9,-11.07322416,-4.316127552,-3.942695548,-10.90203725,0.02,3.91,2.44,0,0.290708066,0.512564221
8,-8,9,-10.49089494,-4.264155452,-3.973007399,-11.09297471,0,4.97,1.96,0,0.254857044,0.509714088
8,-8,9,-3.31214596,-2.614173835,-2.962329773,-3.460597312,0.02,2.34,0.96,0,0.057985233,0.313120256
8,-8,9,-20,-14.95940427,-11.29001346,0,0,4.21,1.57,0,0.036810423,0.279759212
8,-8,9,-18.55950049,-16.46928325,-15.88724719,-16.57720683,0,1.85,1.08,0,0.027338703,0.177701571
8,-8,9,-8.969689452,-5.759443497,-6.438090287,-9.754840258,0,3.44,1.1,0,0.063053765,0.291623665
8,-8,9,-20,-20,-20,0,0,3.22,1.3,0,0.112678417,0.328645382
8,-8,9,-16.74711949,-4.670668699,-4.112162792,-14.93992948,0.01,4.91,1.99,0,0.313637548,0.513831727
8,-8,9,-20,-14.88485358,-16.66305688,0,0,3.69,1.66,0,0.101518623,0.321475641
8,-8,9,-2.415886384,-2.459379246,-1.873445884,-2.799866772,0,2.03,1.86,0,0.401216849,0.77950702
8,-8,9,-20,-20,-20,0,0.02,5.66,2.03,0,0.00688578,0.082629358
8,-8,9,-3.758677175,-3.451062295,-2.629911099,-4.613509084,0,3.61,1.74,0,0.448888113,0.51622133
8,-8,9,-20,-16.80369108,-17.24007243,0,0,3.84,1.63,0,0.11117731,0.33353193
8,-8,9,-17.58808453,-6.493946601,-6.662969844,0,0.02,5.5,2.67,0,0.121634501,0.38770997
8,-8,9,-15.02242272,-9.273519851,-9.840063173,-17.71257923,0,5.19,1.66,0,0.046024806,0.243273973
8,-8,9,-5.581878357,-3.424802715,-2.730189805,-6.069074502,0,3.35,2.31,0,0.438863084,0.633913344
8,-8,9,-7.313853046,-3.675228724,-3.195112693,-7.680140984,0.02,2.64,2.32,0,0.342081435,0.570135724
8,-8,9,-9.291561453,-20,-20,-8.506560832,0,1.92,1.39,0,0.006782023,0.033910117
8,-8,9,-6.599381526,-5.351189387,-6.047952154,-6.258789209,0,1.85,0.74,0,0.049978938,0.212410485
8,-8,9,-3.604426312,-2.564183028,-2.746779677,-3.351434676,0,2.39,0.85,0,0.162015805,0.469845834
8,-8,9,-20,-20,-20,0,0.02,2.81,1.5,0,0.09048363,0.271450891
8,-8,9,-10.27988312,-4.188994504,-3.736636033,-10.75284755,0,3.79,2.38,0,0.309190797,0.528200946
8,-8,9,-14.72670947,-6.517894743,-7.323827345,-18.04816267,0,4.03,2,0.01,0.103289491,0.352905761
8,-8,9,-4.977305496,-3.26745263,-3.489362681,-4.738938603,0,2.69,0.98,0,0.147661409,0.429560463
8,-8,9,-9.051669836,-9.802656355,-10.46445846,-9.724848872,0,1.93,1.38,0,0.009036013,0.05421608
8,-8,9,-20,-5.830876248,-5.275560176,0,0,3.11,1.27,0,0.251204063,0.468914252
8,-8,9,-16.55706245,-4.659376487,-4.078328401,-15.37332707,0,4.83,2.03,0,0.307314853,0.523089111
8,-8,9,-20,-20,-20,0,0,3.06,1.39,0,0.090236553,0.257174176
8,-8,9,-20,-20,-20,0,0,3.12,1.33,0,0.077911286,0.287297868
8,-8,9,-4.954370527,-3.117053347,-2.93681849,-5.16277503,0.01,3.6,1.8,0,0.271534423,0.543068845
8,-8,9,-5.682690012,-3.839885997,-2.91391481,-6.147392888,0.01,2.7,2.22,0,0.430634389,0.61625266
8,-8,9,-5.604120242,-3.329586379,-2.822728634,-6.000002618,0,3.23,1.36,0,0.379576847,0.60342986
8,-8,9,-4.458496709,-3.128514022,-2.499176679,-4.943003002,0.02,3.33,1.6,0,0.410879208,0.652047439
8,-8,9,-9.532428326,-4.15122802,-3.629955044,-9.888701176,0.01,4.31,1.89,0,0.332436797,0.522400682
8,-8,9,-12.37008541,-15.5329585,-20,-12.93389178,0.02,2.61,0.83,0,0.00625557,0.050044559
8,-8,9,-2.849268345,-2.603273995,-2.026632935,-3.265518233,0,2.5,0.94,0,0.365116379,0.720090637
8,-8,9,-13.80577307,-4.468294217,-3.819261724,-13.14410686,0,3.89,1.42,0,0.323157972,0.540668146
8,-8,9,-8.458136017,-3.929216051,-3.639694122,-8.786038013,0.01,3.83,1.81,0,0.267077848,0.524946114
8,-8,9,-3.989217328,-3.037414839,-2.362636398,-4.464175281,0,2.91,1.8,0,0.46256449,0.689311789
8,-8,9,-20,-19.26702053,-16.82925521,0,0,3.69,1.94,0,0.11227693,0.288712107
8,-8,9,-20,-17.75972256,-20,0,0,5.17,4.2,0,0.012903138,0.025806275
8,-8,9,-20,-8.001083104,-7.547092302,0,0,3.16,1.41,0,0.198968363,0.408140232
8,-8,9,-20,-6.266109079,-6.149990104,0,0,3.05,1.25,0,0.204974133,0.441975474
8,-8,9,-7.94142027,-3.750553646,-3.327619799,-8.244535911,0.02,2.52,2,0,0.325241363,0.562579654
8,-8,9,-20,-20,-20,0,0,2.42,1.12,0,0.030995955,0.180340102
8,-8,9,-2.780351369,-2.134413653,-2.347530587,-2.882016804,0,3.48,1,0,0.101427223,0.443744102
8,-8,9,-6.572750575,-3.582922773,-3.014419722,-7.040578853,0,4.14,2.37,0,0.376636316,0.585878713
8,-8,9,-13.20964027,-4.397219211,-3.777657842,-11.71092244,0,4.33,1.8,0,0.339709339,0.539103952
8,-8,9,-20,-9.44314153,-9.935972264,0,0,3.37,1.43,0,0.154845743,0.381584151
8,-8,9,-13.05901226,-4.883235148,-5.057794326,-14.28842411,0.01,2.59,1.57,0,0.200306787,0.435149227
8,-8,9,-18.37529909,-9.082499737,-7.660142168,-15.81721074,0,3.53,2.53,0,0.048474545,0.29084727
8,-8,9,-20,-20,-20,0,0,2.79,1.61,0,0.06651818,0.204671322
8,-8,9,-20,-20,-20,0,0,2.89,1.45,0,0.111618558,0.327157841
8,-8,9,-15.06479292,-5.388769635,-5.797515906,-17.23543778,0,5,1.8,0,0.163003191,0.407507978
8,-8,9,-7.191971519,-8.668027696,-20,-6.648990348,0,2.62,3.23,0,0.024976857,0.012488429
8,-8,9,-5.632586944,-3.295309318,-3.157774289,-5.838410605,0.01,3.5,1.1,0,0.254443383,0.530090382
8,-8,9,-7.118147008,-3.737461602,-3.333967175,-7.314762945,0,2.89,1.84,0,0.286514347,0.545301498
8,-8,9,-15.00893203,-4.75532318,-4.278101228,-15.23107753,0,4.83,1.84,0,0.266727723,0.503145478
8,-8,9,-20,-20,-20,0,0,4.07,2.93,0,0.005050493,0.035353449
8,-8,9,-20,-8.433022077,-7.986822327,0,0.02,3.5,1.33,0,0.083873678,0.349473658
8,-8,9,-7.20997296,-3.640205432,-3.320186583,-7.588035889,0,3.03,1.99,0,0.301451256,0.549705231
8,-8,9,-20,-20,-20,0,0,3.1,1.41,0,0.031959749,0.196324175
8,-8,9,-5.561043137,-3.313649212,-2.852685254,-5.985996914,0.02,3.19,1.54,0,0.362081916,0.594185709
8,-8,9,-8.951550977,-8.295032049,-7.859013275,-9.561933002,0,2.53,1.38,0,0.016562481,0.182187291
8,-8,9,-13.27080336,-20,-20,-9.741351876,0,1.14,0.55,0,0.006085724,0.073028688
8,-8,9,-17.9751792,-4.845823977,-4.622514238,-13.95155358,0,5.23,2.38,0,0.3091026,0.473518877
8,-8,9,-20,-20,-20,0,0,4.09,1.87,0,0.005825991,0.093215849
8,-8,9,-6.306010334,-3.847533568,-3.533029502,-6.896771488,0,3.32,1.51,0,0.168228757,0.476648145
8,-8,9,-5.96269241,-6.506771254,-7.691112543,-6.465863811,0.02,2.35,1.29,0,0.008798346,0.096781806
8,-8,9,-20,-7.062570152,-6.334460079,0,0,3.08,1.26,0,0.153122406,0.413430497
8,-8,9,-8.73821244,-3.964543288,-7.442221466,-9.05749314,0,3.19,1.37,0,0.308855388,0.188326456
8,-8,9,-20,-13.99119625,-13.99588776,0,0,3.61,1.64,0,0.12923123,0.356678194
8,-8,9,-7.737046991,-5.770714009,-6.848949123,-6.9857052,0.03,3.3,0.88,0,0.262204661,0.393306991
8,-8,9,-20,-8.965848804,-8.38998024,0,0,3.19,1.53,0,0.188111875,0.392347625
8,-8,9,-2.85083015,-2.310860232,-2.477619117,-3.299907526,0,3.16,1.25,0,0.043349648,0.357634595
8,-8,9,-4.586833403,-3.726527975,-3.539169701,-5.428392936,0,3.21,1.49,0,0.358857326,0.323675236
8,-8,9,-8.451019057,-3.861011233,-3.282531671,-8.752170736,0,3.12,1.9,0,0.355682255,0.570745945
8,-8,9,-20,-20,-20,0,0,2.86,1.28,0,0.108118419,0.319654455
8,-8,9,-3.865522832,-2.813221005,-4.107940852,-3.988146791,0,2.7,0.87,0,0.266926712,0.15252955
8,-8,9,-13.44158314,-4.442044055,-3.844930997,-12.73201278,0,3.1,1.53,0,0.305347636,0.538376096
8,-8,9,-20,-20,-20,0,0,2.64,1.23,0,0.095437555,0.296538117
8,-8,9,-17.41526821,-8.322421814,-8.124258593,-18.57939728,0,3.66,2.41,0,0.060994605,0.299428059
8,-8,9,-20,-8.870281584,-10.06177129,0,0,3.78,1.42,0,0.083547262,0.309124868
8,-8,9,-6.387985162,-3.495989663,-3.165294572,-6.6367639,0,3.1,2.36,0,0.278984071,0.557968141
8,-8,9,-10.75449609,-4.337801723,-3.603372987,-10.69884079,0,4.8,2.23,0,0.33327482,0.539299254
8,-8,9,-20,-16.04878067,-20,0,0,4.4,1.78,0,0.046321685,0.223888143
8,-8,9,-17.12692523,-5.730501861,-20,-17.8322655,0,5.2,0.69,0,0.176196547,0.058732182
8,-8,9,-2.83285282,-2.443709385,-2.079351694,-3.004470688,0,2.31,1.31,0,0.310963315,0.651542184
8,-8,9,-20,-17.65344818,-18.07127894,0,0.02,3.92,1.71,0,0.108524568,0.330999932
8,-8,9,-20,-20,-20,0,0,2.3,1,0,0.059252091,0.237008366
8,-8,9,-20,-20,-20,0,0,3.91,1.76,0,0.011031439,0.137892992
8,-8,9,-20,-12.27943458,-10.59514482,0,0,4.1,1.48,0,0.053419768,0.300486198
8,-8,9,-20,-20,-17.49096912,0,0.02,3.16,1.85,0,0.106425171,0.286885243
8,-8,9,-20,-20,-20,0,0,2.4,1.09,0,0.03112997,0.186779819
8,-8,9,-10.61138911,-4.082892003,-3.670222189,-10.93990409,0,4.68,2.52,0,0.322856357,0.543343625
8,-8,9,-3.494153851,-3.587338123,-3.718758978,-3.060064375,0.02,2.91,1.62,0,0.017234452,0.086172258
8,-8,9,-20,-16.68901413,-14.43064161,0,0,3.79,1.7,0,0.136219925,0.353320432
8,-8,9,-8.212411339,-3.863920302,-3.233639288,-8.519484297,0.02,3.53,1.59,0,0.357616824,0.582003851
8,-8,9,-9.419708168,-4.103484282,-13.48192551,-9.12490024,0.02,4.72,1.3,0,0.376970999,0.14809575
8,-8,9,-20,-5.592148716,-5.283153701,0,0,2.8,1.39,0,0.214383176,0.459392521
8,-8,9,-6.994611405,-3.606559122,-3.052498103,-7.33260273,0.02,3.06,2.25,0,0.364288099,0.591968161
8,-8,9,-6.665876612,-3.621814834,-3.241856497,-7.126693628,0,4.43,2.17,0,0.282067509,0.548016875
8,-8,9,-14.40664389,-4.873891489,-4.578205825,-13.12807128,0,3.58,2.08,0,0.291841553,0.446345904
8,-8,9,-8.011254167,-20,-20,-7.987527465,0,1.45,0.78,0,0.020092108,0.113855278
8,-8,9,-7.84020027,-8.792931603,-12.34229099,-8.424411032,0.02,2.34,1.98,0,0.007268691,0.050880837
8,-8,9,-10.06077258,-6.999135193,-19.66805511,-11.17985231,0,3.13,4.04,0,0.047251237,0.013500353
8,-8,9,-5.105910095,-3.293379973,-2.788409231,-5.373643085,0,3.44,1.08,0,0.321994259,0.590322809
8,-8,9,-20,-5.979896905,-5.530406176,0,0,3,1.3,0,0.237398119,0.454152923
8,-8,9,-20,-12.51390981,-14.97901015,0,0.01,4.14,1.81,0,0.056010791,0.256049329
8,-8,9,-17.73963792,-12.99829677,-14.49344643,-14.65702996,0.02,2.27,1.01,0,0.057155971,0.195963329
8,-8,9,-10.11221202,-4.317745782,-3.921762078,-10.37362661,0.02,4.78,2.17,0,0.237926099,0.512456214
8,-8,9,-20,-5.521407824,-5.178761572,0,0,2.83,1.3,0,0.252442105,0.479639999
8,-8,9,-7.863200922,-3.73058257,-3.192306766,-8.243625335,0.01,3.51,2.11,0,0.362161873,0.581143471
8,-8,9,-20,-6.649298087,-6.168279086,0,0,3,1.31,0,0.22811911,0.450933125
8,-8,9,-4.368047227,-2.912062065,-2.786039024,-4.521286414,0,2.93,1.34,0,0.23097048,0.542780629
8,-8,9,-20,-8.04938404,-7.791465017,0,0,3.33,1.39,0,0.177060387,0.41517608
8,-8,9,-3.577481961,-2.503097,-2.809192795,-3.297521258,0.01,2.45,0.89,0,0.145387855,0.452317771
8,-8,9,-20,-16.12740259,-20,0,0,4.11,1.54,0,0.047004327,0.227187578
8,-8,9,-20,-20,-20,0,0,3.52,1.93,0,0.031298632,0.187791791
8,-8,9,-13.44443618,-4.629707486,-5.277843477,-14.11645874,0.04,4.06,2.21,0,0.259452034,0.409661106
8,-8,9,-6.71697129,-4.572719045,-5.390682584,-7.427732153,0.01,3.34,1.4,0,0.042102945,0.231566197
8,-8,9,-4.496520183,-3.015471257,-2.764046371,-4.582134445,0,2.84,1.29,0,0.243459649,0.559957193
8,-8,9,-12.68872458,-13.53477523,-13.15246947,-15.13286946,0,2.06,0.84,0,0.016305161,0.13044129
8,-8,9,-3.430722548,-3.101685726,-3.205208693,-4.118278072,0.02,2.77,1.44,0,0.431799883,0.239888824
8,-8,9,-4.650010481,-3.333015773,-2.507115689,-5.329569929,0,3.47,1.75,0,0.45324617,0.659990036
8,-8,9,-20,-7.986855516,-7.951666463,0,0,3.23,1.4,0,0.142732751,0.388233084
8,-8,9,-20,-20,-20,0,0,2.68,1.09,0,0.057247086,0.257611887
8,-8,9,-16.04488286,-12.73292736,-14.14008015,-15.01705215,0,2.32,1.04,0,0.014258975,0.135460265
8,-8,9,-5.630501338,-3.491883805,-2.740336947,-6.091351542,0,4.03,2.23,0,0.461449334,0.642733
8,-8,9,-6.618472664,-9.142786704,-15.322744,-6.933443258,0,3.02,2.2,0.01,0.008929102,0.089291017
8,-8,9,-20,-7.017105316,-7.048774485,0,0,3.18,1.47,0,0.185442629,0.417245915
8,-8,9,-7.926971021,-4.230402956,-4.123262618,-8.483656715,0,2.78,1.99,0,0.151906782,0.455720345
8,-8,9,-20,-20,-20,0,0,2.35,1.03,0,0.054795841,0.243156543
8,-8,9,-20,-10.19798407,-9.657425809,0,0,3.55,1.47,0,0.169794408,0.396186953
8,-8,9,-20,-17.3831463,-17.85252585,0,0,4.01,1.73,0,0.115699826,0.337457826
8,-8,9,-3.158545326,-20,-20,-4.263058364,0,1.47,0.96,0,0.070472709,0.281890836
8,-8,9,-20,-7.074805471,-7.734134882,0,0,3.2,1.38,0,0.180949527,0.388509278
8,-8,9,-5.232267375,-3.265459072,-2.898574012,-5.494935007,0,3.33,1.23,0,0.309018817,0.564758527
8,-8,9,-20,-5.34068325,-4.88378959,0,0,2.67,1.22,0,0.282955571,0.475879824
8,-8,9,-7.87779886,-4.018116668,-4.054129325,-8.276677008,0,3.83,2,0,0.182881612,0.46634811
8,-8,9,-20,-5.969162787,-6.007271758,0,0,3.05,1.28,0,0.22696822,0.447631766
8,-8,9,-20,-20,-20,0,0,2.71,1.37,0,0.036573287,0.146293149
8,-8,9,-7.557019943,-3.705106014,-3.193477962,-7.969664612,0,2.07,1.58,0,0.365276712,0.572820299
8,-8,9,-4.842114039,-4.993223409,-4.824424767,-4.236649778,0.01,2.31,0.92,0,0.029402411,0.23521929
8,-8,9,-8.031149447,-4.588652193,-5.464335524,-8.037502025,0,3.25,0.94,0,0.10886367,0.35925011
8,-8,9,-3.89260526,-3.071396186,-2.340489667,-4.479143802,0,2.93,1.7,0,0.480081272,0.672113781
8,-8,9,-6.545681728,-3.572022218,-3.176078518,-6.988785739,0,4.36,1.63,0,0.306366416,0.556296914
8,-8,9,-20,-20,-20,0,0,4.35,1.61,0,0.004771325,0.124054452
8,-8,9,-5.540955206,-4.271419047,-4.840037965,-6.016374876,0,2.95,1.08,0,0.036419988,0.233087922
8,-8,9,-3.555390049,-2.91963327,-3.154688701,-3.865441556,0.01,2.58,1,0,0.374356364,0.424270546
8,-8,9,-20,-11.99954344,-11.3244763,0,0,3.33,1.59,0,0.15575585,0.368622179
8,-8,9,-20,-8.359257422,-8.538475473,0,0,3.38,1.44,0,0.157110768,0.39277692
8,-8,9,-5.62181887,-4.090396525,-2.978605458,-6.180408505,0,3.94,2.36,0,0.383393333,0.588782618
8,-8,9,-4.565046159,-3.045860813,-2.985352416,-4.703532706,0.01,3.08,1.56,0,0.167915113,0.503745339
8,-8,9,-12.79574385,-4.604258209,-4.564209474,-13.81336026,0,4.46,1.75,0,0.230294388,0.476471147
8,-8,9,-9.66392629,-5.129528375,-5.045299874,-10.51050619,0,3.67,2.03,0,0.10169506,0.392252374
8,-8,9,-6.599723947,-3.588003885,-2.877773146,-7.036768477,0,3.07,2.39,0,0.41684034,0.62526051
8,-8,9,-8.296407085,-3.819007152,-3.235649531,-8.61764843,0,3.52,1.66,0,0.358945998,0.583287246
8,-8,9,-20,-20,-20,0,0,2.67,1.12,0,0.09208503,0.295439471
8,-8,9,-8.182978017,-4.566209387,-4.995372206,-8.228391693,0,4.81,1.42,0,0.11955976,0.391286487
8,-8,9,-4.402206723,-3.146649787,-3.504197447,-4.308306908,0.02,2.27,0.98,0,0.090793836,0.37614589
8,-8,9,-20,-20,-20,0,0,2.83,1.29,0,0.051627722,0.258138609
8,-8,9,-11.72977413,-20,-20,-10.74554146,0,1.58,0.57,0,0.019304821,0.128698805
8,-8,9,-20,-11.35562103,-11.46059861,0,0,3.44,1.52,0,0.14677605,0.372182126
8,-8,9,-20,-10.47101527,-10.48539416,0,0,3.54,1.49,0,0.151027969,0.380366738
8,-8,9,-4.130334289,-2.843873592,-2.959419328,-4.275518151,0,3.11,1.24,0,0.148805427,0.469309422
8,-8,9,-5.962336625,-3.543936641,-3.403434814,-6.408780472,0.02,3.53,1.72,0,0.214203114,0.491873818
8,-8,9,-20,-5.603784029,-5.352623242,0,0,2.88,1.2,0,0.222024558,0.464863918
8,-8,9,-2.5188689,-2.127443385,-1.985574869,-2.814619753,0.01,2.87,1.14,0,0.197603085,0.592809256
8,-8,9,-5.664435557,-3.394118398,-2.826573517,-6.003771918,0,3.2,1.72,0,0.361028188,0.61374792
8,-8,9,-5.79366431,-6.181078444,-6.280357152,-6.305536386,0,2.48,0.86,0,0.008285647,0.115999065
8,-8,9,-9.43067866,-4.282530371,-4.058951685,-10.13365102,0,4.85,1.61,0,0.217703174,0.486203755
8,-8,9,-13.69201829,-13.47277037,-20,-15.15014261,0.01,2.38,1.5,0,0.006757406,0.013514812
8,-8,9,-13.53914672,-7.638054689,-8.288337658,-16.34830203,0,3.3,1.2,0,0.067389218,0.303251482
8,-8,9,-4.581497912,-3.12823732,-2.542776937,-5.051544804,0.01,3.5,1.58,0,0.417621581,0.640353091
8,-8,9,-20,-20,-20,0,0.03,3.53,2.45,0,0.112452079,0.034224546
8,-8,9,-6.760330583,-4.016000588,-4.217350264,-6.727255137,0,3.44,1.43,0,0.134005113,0.413182433
8,-8,9,-20,-20,-20,0,0,5.13,3.04,0,0.006817343,0.040904059
8,-8,9,-9.880792848,-4.116071267,-3.392669431,-9.573628922,0,4.58,2.45,0,0.35817974,0.565128034
8,-8,9,-20,-20,-20,0,0.01,2.7,1.25,0,0.027936131,0.16362591
8,-8,9,-20,-5.251240703,-4.654872307,0,0,2.86,1.13,0,0.278871694,0.503181535
8,-8,9,-20,-5.284239277,-5.243270357,0,0,2.97,1.42,0,0.218285886,0.458400361
8,-8,9,-5.599756798,-3.300123064,-2.919462468,-5.852390095,0,3.5,1.7,0,0.311849383,0.582118848
8,-8,9,-20,-7.630182487,-7.176988739,0,0,3.24,1.36,0,0.119956019,0.388093004
8,-8,9,-6.517130225,-3.634908014,-7.209406371,-7.036336472,0.01,4.41,1.89,0,0.258565933,0.517131866
8,-8,9,-20,-6.365825719,-6.017756612,0,0,3.09,1.37,0,0.239773262,0.432761497
8,-8,9,-20,-7.012026961,-7.228957344,0,0,3.19,1.44,0,0.144967017,0.362417542
8,-8,9,-6.990355821,-4.29202207,-4.617759122,-7.290505771,0,3.97,2.03,0,0.357250706,0.363630183
8,-8,9,-12.18958839,-4.424316518,-3.94165141,-12.4529972,0,4.35,2.34,0,0.299358706,0.517641096
8,-8,9,-11.92431818,-7.769795709,-14.84542268,-13.29595383,0,3,1.31,0,0.059149901,0.098583168
8,-8,9,-3.649676873,-2.773716249,-2.361488595,-3.804241894,0,2.68,1.59,0,0.305527631,0.637622881
8,-8,9,-2.073577371,-1.971405844,-1.727095166,-2.198689198,0,2.02,1.28,0,0.293239883,0.659789736
8,-8,9,-20,-20,-20,0,0.02,3.08,1.31,0,0.106444234,0.319332702
8,-8,9,-20,-4.994380472,-4.401947896,-17.11307252,0,4.23,2.56,0,0.293804079,0.493840899
8,-8,9,-20,-11.59857599,-11.33076186,0,0,3.59,1.53,0,0.156843037,0.37945896
8,-8,9,-7.60207835,-3.751601014,-3.223868288,-7.826364836,0,2.58,2.24,0,0.331603825,0.571095477
8,-8,9,-20,-10.12736605,-10.36106968,0,0,3.53,1.39,0,0.155777958,0.381907252
8,-8,9,-7.06463902,-4.409929878,-3.434286715,-7.082763722,0.03,3.97,1.84,0,0.352365438,0.539334854
8,-8,9,-10.47928018,-10.10886975,-11.7892191,-10.80957812,0,2.09,1.43,0,0.008969146,0.080722312
8,-8,9,-8.69456352,-7.651119147,-7.850821616,-9.35829826,0.02,2.23,0.86,0,0.026076085,0.182532595
8,-8,9,-20,-5.176348368,-4.674515007,0,0,2.81,1.29,0,0.280751903,0.497696556
8,-8,9,-4.468429145,-2.927882476,-2.974201406,-4.358402075,0,3.01,1.24,0,0.186020382,0.504912467
8,-8,9,-3.216246816,-2.378935269,-5.416541756,-3.142456533,0,2.2,4.45,0,0.188658746,0.015721562
8,-8,9,-5.108444572,-3.820167565,-4.207233783,-5.319347763,0,3.08,0.83,0,0.056193369,0.30906353
8,-8,9,-4.298505323,-3.597019462,-2.686726234,-5.027069395,0,3.46,2.28,0,0.475581817,0.647103128
8,-8,9,-20,-9.920652919,-10.751715,0,0.01,3.4,1.5,0,0.116412294,0.349236881
8,-8,9,-20,-17.01174447,-17.05670858,0,0,3.79,1.84,0,0.038600428,0.215059525
8,-8,9,-6.818845221,-4.344193937,-4.441043039,-7.507262035,0.03,2.68,1.44,0,0.073456196,0.360603146
8,-8,9,-8.527284475,-3.905261601,-3.199119736,-8.879791182,0,3.43,1.58,0,0.372411773,0.587264719
8,-8,9,-20,-5.848141611,-5.632591735,0,0,3.15,1.28,0,0.227979969,0.455959938
8,-8,9,-16.1633487,-4.575960705,-4.131170793,-15.63951869,0,5.02,2.33,0,0.30479271,0.521534192
8,-8,9,-18.75649158,-5.139705719,-4.081176704,-14.00223481,0,5.05,2.19,0,0.292838131,0.513960801
8,-8,9,-16.71066406,-17.29570539,-20,-17.38922189,0.02,0.83,0.93,0,0.007573034,0.030292136
8,-8,9,-20,-15.27428325,-20,0,0,3.56,2.53,0,0.134144782,0.036115903
8,-8,9,-20,-20,-20,0,0,3.52,1.22,0,0.070358274,0.211074823
8,-8,9,-6.227685017,-3.629710142,-2.925078224,-6.600386699,0,3.89,2.36,0,0.423362998,0.599764247
8,-8,9,-14.28830783,-4.786975699,-20,-15.13221026,0.02,3.59,1.48,0,0.228737385,0.031549984
8,-8,9,-20,-20,-20,0,0,4.89,2.64,0,0.006015965,0.042111756
8,-8,9,-20,-20,-20,0,0,2.93,1.38,0,0.036228335,0.207019059
8,-8,9,-6.302723882,-3.548324469,-2.942051435,-6.566045521,0,4.47,2.33,0,0.408611163,0.60837662
8,-8,9,-20,-20,-20,0,0,2.97,1.25,0,0.050372369,0.246824609
8,-8,9,-7.931378007,-3.83094144,-3.443590182,-8.056099662,0,2.19,2.09,0,0.299775615,0.543343302
8,-8,9,-20,-5.108389652,-8.629576712,-17.94597406,0,2.74,1.51,0,0.284701017,0.278374327
8,-8,9,-3.67143285,-2.793619187,-2.364363081,-4.04610594,0.02,2.96,1.47,0,0.303478192,0.627188264
8,-8,9,-20,-7.454582481,-9.019516505,0,0,3.14,1.54,0,0.203339465,0.33678099
8,-8,9,-14.96984245,-4.868803037,-4.791359731,-15.8238576,0,4.98,1.75,0,0.240313098,0.46165411
8,-8,9,-9.818262391,-11.48135254,-10.6693681,-9.422482787,0,1.75,0.3,0,0.023008515,0.168729111
8,-8,9,-11.15359975,-6.146660885,-7.223952123,-12.47242313,0,3.88,1.89,0,0.077160998,0.293211791
8,-8,9,-3.240097401,-3.237597072,-3.617937007,-3.311984284,0,2.53,1.11,0,0.014481486,0.130333377
8,-8,9,-9.329260788,-9.003823664,-9.553916758,-10.13154086,0.02,2.34,0.97,0,0.014065338,0.126588042
8,-8,9,-5.30091532,-3.55521603,-2.851207156,-6.018708501,0,3,2.14,0,0.378245835,0.567368752
8,-8,9,-4.209239844,-2.941538618,-3.028884479,-4.582256725,0.02,3.42,1.46,0,0.136363879,0.448052745
