alfa1.5,alfa3,alfa5,alfa8
0.08307292691867124,0.20233555560881658,0.27131433933152094,0.3206563949656216
0.11398228098830566,0.2651224301492587,0.346852584686221,0.4030948392544093
0.1385154582734397,0.31183978868399587,0.40109316690705965,0.4608300043185669
0.1611190665230925,0.35284552494564136,0.4474728427675043,0.5093084844711442
0.18320206602576516,0.3912700000385264,0.48997932578283515,0.5530636472400681
0.20549034954058767,0.4286038021632283,0.5304616678497255,0.5941677080038869
0.228477110952011,0.4657497407843989,0.569995379132718,0.6338006419994375
0.25257088168419656,0.5033581728922182,0.6093133109619047,0.6727425677268644
0.2781626947884195,0.5419681396237659,0.6489833998082681,0.7115748844594816
0.30566697896335704,0.582081032106146,0.6894974813579005,0.7507787598060542
0.3355550659080164,0.6242083482910332,0.7313243467525221,0.7907916561751511
0.3683905296208544,0.6689108308637768,0.774948334635971,0.8320458032559717
0.40487338449114707,0.7168385092864882,0.82090406900407,0.875
0.44590133351282674,0.7687793109651863,0.8698144863794183,0.9201716984857649
0.4926603960352865,0.8257252664030046,0.9224391668635555,0.968175364549399
0.5467659785074217,0.8889699564703152,0.9797424578800874,1.0197744541917793
0.610493252823333,0.9602608439915135,1.0429969632355915,1.0759584363093075
0.6871735222885055,1.0420511727413821,1.113951009778064,1.138065341378615
0.781919360896304,1.1379427027035216,1.1951173987626575,1.20799025634417
0.903056051236973,1.253522577677407,1.2903088169096768,1.2885671666205587
1.0652392080804167,1.3980986163723366,1.4057249944390344,1.3843343416633302
1.2972156949939329,1.5887760173974645,1.5524454588001457,1.5032637848061963
1.6653031842337085,1.8619360962821525,1.753242146422519,1.6614044068856497
2.3713144269064896,2.316670591936539,2.0673467785786266,1.8993669118070335
