L,alfa,n,alfa.MV,alfa.DT.GA.BFGS,alfa.DT.LN.BFGS,alfa.LC,tiempo.BFGS.GA,tiempo.BFGS.LN,tiempo.LC,b.GA,b.LN
3,-1.5,9,-2.314392848,-1.905009196,-2.113324641,-2.702897934,3.59,2.61,0,0.011647938,0.13977526
3,-1.5,9,-3.97878525,-3.417649932,-2.305214234,-4.235848943,1.42,2.27,0,0.43452092,0.753169595
3,-1.5,9,-2.558109313,-2.696751462,-1.898955522,-2.730508756,1.09,2.48,0,0.417457107,0.800126122
3,-1.5,9,-2.201058108,-3.469392239,-1.757540768,-2.208964673,1.01,1.57,0,0.744201324,1.109536519
3,-1.5,9,-6.7479889,-20,-4.426510482,-3.884688934,1.23,1.56,0,0.073822011,0.506208076
3,-1.5,9,-1.758052772,-1.600984832,-2.147680843,-2.008418858,3.58,1.17,0,0.015082792,0.301655836
3,-1.5,9,-5.423235606,-3.507453738,-3.206140079,-6.823218648,2.34,2.59,0,0.247070761,0.60395075
3,-1.5,9,-1.953360275,-3.257383678,-1.615923708,-2.201703261,1.03,2.67,0,0.582711497,1.051414223
3,-1.5,9,-3.334469151,-2.684582068,-2.265368987,-3.804857299,1.92,2.66,0,0.190402122,0.698141113
3,-1.5,9,-1.280896397,-1.199068295,-1.255372054,-1.324301686,3.14,1.48,0,0.032756906,0.491353586
3,-1.5,9,-1.5845678,-1.474687128,-1.557609813,-1.661422207,2.19,1.48,0,0.025779725,0.283576972
3,-1.5,9,-4.418027566,-3.095256353,-4.919983993,-4.990034792,1.86,1.48,0,0.22004451,0.152338507
3,-1.5,9,-2.8389864,-3.794578318,-1.913715436,-3.006521065,0.67,2.6,0,0.641189972,0.819298298
3,-1.5,9,-2.717239619,-2.65402483,-4.374310924,-2.962893572,1.98,3.19,0,0.017816107,0.053448321
3,-1.5,9,-3.264041232,-2.734281186,-3.088821306,-3.635661122,1.75,0.83,0,0.071098314,0.37326615
3,-1.5,9,-2.602930004,-2.341001887,-2.037450825,-3.046050237,2.01,2.48,0,0.192577148,0.645699849
3,-1.5,9,-2.107172788,-2.620577587,-1.85087621,-2.362541491,0.57,1.8,0,0.387891847,0.590270201
3,-1.5,9,-1.584271732,-2.441850136,-1.455384726,-1.863186269,1.08,2.19,0,0.330004304,0.84653278
3,-1.5,9,-2.633184778,-2.212075817,-2.491102228,-2.944451184,2.25,1.66,0,0.047683273,0.25431079
3,-1.5,9,-12.58542065,-5.715694089,-6.106237607,0,2.11,1.82,0,0.142700341,0.439077973
3,-1.5,9,-20,-18.44114159,-14.82550175,0,3.92,3.09,0,0.030250485,0.231920386
3,-1.5,9,-1.563918239,-1.903339938,-1.420409956,-1.791560193,1.34,1.8,0,0.289160028,0.897917981
3,-1.5,9,-2.159346181,-1.764854102,-2.006982745,-2.410531344,2.04,1.38,0,0.11008023,0.471772415
3,-1.5,9,-1.842518389,-1.750650847,-1.878032308,-1.845112695,1.37,1.3,0,0.026650943,0.186556602
3,-1.5,9,-3.865224454,-3.600773902,-2.168718796,-3.740737134,1.37,2.18,0,0.501854031,0.82805915
3,-1.5,9,-1.33941997,-1.233015781,-1.326510599,-1.420280013,3.41,1.55,0,0.028936027,0.318296294
3,-1.5,9,-1.537418143,-1.406917615,-1.485694495,-1.646046065,1.64,1.33,0,0.09846736,0.516953642
3,-1.5,9,-3.588632316,-3.859438907,-5.464886315,-4.18600851,1.87,1.92,0,0.01347742,0.107819362
3,-1.5,9,-4.430116826,-3.362234877,-2.609958836,-4.934093614,1.81,2.25,0,0.3294375,0.688823863
3,-1.5,9,-2.427685113,-3.449207972,-1.800269301,-2.483410993,0.89,2.34,0,0.658508158,1.018823942
3,-1.5,9,-20,-20,-20,0,1.76,1.67,0,0.19403487,0.2655214
3,-1.5,9,-1.494426861,-1.371839412,-1.416844508,-1.524698247,1.14,1.13,0,0.118416976,0.65129337
3,-1.5,9,-2.283445959,-2.121848591,-1.878581561,-2.465705654,2.32,1.78,0,0.243012814,0.711680383
3,-1.5,9,-1.888349187,-1.690982701,-1.734386505,-1.951607275,1.33,1.11,0,0.194747224,0.608585075
3,-1.5,9,-3.95272299,-3.316889156,-6.354050006,-4.140833589,1.5,1.84,0,0.370579693,0.138967385
3,-1.5,9,-1.074662713,-1.06955203,-1.060127693,-1.098584174,2.96,11.25,0,0.039837444,0.956098661
3,-1.5,9,-5.549708907,-3.977793267,-4.009885997,-5.285257856,1.73,2.2,0,0.425016451,0.413210439
3,-1.5,9,-1.815708937,-1.694899585,-1.639037785,-1.911961894,1.51,1.48,0,0.1898715,0.688284188
3,-1.5,9,-1.752249661,-4.004482906,-2.281989516,-1.946670641,1.35,1.72,0,0.708246645,0.870795055
3,-1.5,9,-1.128798473,-1.134350177,-1.11585656,-1.18923974,2.26,5.26,0,0.113741137,1.13741137
3,-1.5,9,-2.593380155,-2.996646324,-1.838558243,-2.816004576,0.97,2.28,0,0.499983062,0.87875811
3,-1.5,9,-4.378221119,-4.162778637,-2.231317596,-4.524963752,1.25,2.67,0,0.386851649,0.773703298
3,-1.5,9,-20,-20,-20,-10.76751114,0.54,0.92,0,0.047287223,0.26480845
3,-1.5,9,-1.657159391,-2.866121832,-1.547416257,-1.77947315,1.16,5.08,0,0.593992275,1.241983848
3,-1.5,9,-1.364087866,-1.228703064,-1.271280726,-1.579029052,2.59,2.08,0,0.073636934,0.633277634
3,-1.5,9,-13.52648697,-7.938022884,-7.247174172,-18.69794298,3.26,2.1,0,0.047372314,0.303182807
3,-1.5,9,-1.723191967,-1.732901622,-1.550131364,-1.876856359,1.5,1.73,0,0.211630704,0.740707466
3,-1.5,9,-1.843680352,-1.627633822,-1.717905191,-2.078851984,2.09,2.14,0,0.101728857,0.525599094
3,-1.5,9,-5.008865888,-3.360022062,-3.118103357,-6.040144013,2.06,2.15,0,0.260767343,0.613570218
3,-1.5,9,-1.9912143,-3.908886125,-2.472307417,-2.226251947,1.09,1.44,0,0.682829587,0.659682822
3,-1.5,9,-6.617983559,-5.120884011,-2.74836871,-5.642628408,1.04,2.83,0,0.375070043,0.616186499
3,-1.5,9,-3.517899215,-3.459103134,-2.071620998,-3.492143089,1.11,2.45,0,0.528805459,0.837275311
3,-1.5,9,-3.320711146,-2.632889343,-4.518589092,-3.691641975,1.67,2.2,0,0.21766768,0.100462006
3,-1.5,9,-3.345042407,-2.576731781,-2.695190889,-3.818853146,2.59,1.49,0,0.157473518,0.53540996
3,-1.5,9,-1.773281173,-2.604618283,-1.531548607,-2.062258492,1.08,2.4,0,0.37783236,0.95109525
3,-1.5,9,-2.789113735,-3.849290532,-1.883212149,-2.56172343,0.86,3.25,0,0.766100182,1.050298637
3,-1.5,9,-1.386966014,-1.52545358,-1.313838211,-1.479470316,1.2,1.67,0,0.246387806,0.848669111
3,-1.5,9,-4.494110187,-3.128370445,-3.938669002,-5.524266561,2.05,1.23,0,0.14016262,0.338726332
3,-1.5,9,-4.448740608,-3.241563418,-2.7159699,-5.141758969,2.39,2.51,0,0.295087286,0.66043345
3,-1.5,9,-1.734353507,-1.476576048,-1.694989616,-1.908493213,2.45,1.41,0,0.042818364,0.363956098
3,-1.5,9,-20,-8.480602676,-8.392379146,0,2.54,2.36,0,0.222303519,0.428728216
3,-1.5,9,-1.308623976,-1.157881064,-1.313711693,-1.537408712,4.22,3.68,0,0.015664394,0.140979545
3,-1.5,9,-8.29027503,-4.508835334,-2.719403276,-7.295697147,2.2,3.17,0,0.524849958,0.719238831
3,-1.5,9,-1.396277252,-1.286127312,-1.286461802,-1.638166145,2.09,2.46,0,0.098703652,0.77729126
3,-1.5,9,-2.486416407,-3.250150387,-3.721453223,-2.569267161,0.89,1.42,0,0.50093364,0.371660442
3,-1.5,9,-1.671127815,-1.742168048,-1.493207077,-1.740674049,1,1.49,0,0.305391882,0.865277
3,-1.5,9,-1.145999629,-1.223472107,-1.143109441,-1.18543729,1.62,2.6,0,0.176667548,1.272006349
3,-1.5,9,-2.073468288,-1.960307846,-1.766785692,-2.243210727,1.63,1.66,0,0.227263043,0.719666302
3,-1.5,9,-2.113679028,-1.854006806,-1.903910703,-2.218294902,2,1.42,0,0.197493854,0.592481561
3,-1.5,9,-2.272590399,-3.508699914,-1.775318587,-2.292033539,1.03,2.42,0,0.711313508,1.072998343
3,-1.5,9,-1.250091877,-1.225966607,-1.203059418,-1.346120823,5.86,2.49,0,0.099728989,0.723035169
3,-1.5,9,-1.209295375,-1.131500718,-1.178924896,-1.325583693,13.38,1.08,0,0.024559703,0.515753767
3,-1.5,9,-1.248616289,-1.207580906,-1.19548265,-1.384865095,1.9,1.78,0,0.063336002,0.738920023
3,-1.5,9,-1.402635765,-1.261090581,-1.364563308,-1.560155425,2.95,1.78,0,0.020071237,0.240854843
3,-1.5,9,-18.48346004,-4.963559016,-2.930883762,-9.883485513,3.41,3.45,0,0.543911802,0.728841815
3,-1.5,9,-4.119511534,-3.802889402,-2.596875883,-4.442575533,1.14,2.58,0,0.451548273,0.594142465
3,-1.5,9,-1.592749364,-1.441646279,-1.49746305,-1.790406777,1.98,1.62,0,0.091868668,0.56958574
3,-1.5,9,-1.472489095,-1.383326212,-1.393100244,-1.493364132,1.15,1.48,0,0.184744025,0.677394758
3,-1.5,9,-2.074921974,-3.08459956,-1.646844265,-2.384146199,0.9,2.34,0,0.48280299,0.924222866
3,-1.5,9,-2.019852186,-2.29869508,-1.6727807,-2.129058751,0.93,1.84,0,0.400371428,0.900835714
3,-1.5,9,-1.69808313,-1.553636621,-1.85305799,-1.739617594,1.84,1.6,0,0.026758875,0.107035499
3,-1.5,9,-9.549146297,-4.964226759,-3.784780277,-2.91224972,0.65,2.01,0,0.701620851,0.72033074
3,-1.5,9,-1.435747303,-1.964514743,-1.398014362,-1.549176581,1.1,2.26,0,0.397754586,1.214198209
3,-1.5,9,-8.028487595,-6.076330174,-6.65112819,-18.25057823,3.84,1.67,0,0.051919718,0.269982535
3,-1.5,9,-3.542216636,-3.894740741,-2.056077949,-3.671202928,1.1,2.68,0,0.577522005,0.806351479
3,-1.5,9,-2.551795257,-2.194538481,-2.063956483,-2.649790168,1.28,1.27,0,0.268580579,0.68178147
3,-1.5,9,-1.538851077,-1.705374648,-1.413015946,-1.630649476,1.04,1.69,0,0.307149344,0.895852253
3,-1.5,9,-20,-5.890169342,-2.872189537,-11.29707877,2.74,3.53,0,0.527427342,0.736847022
3,-1.5,9,-2.601164042,-2.01017205,-2.309751598,-2.905431849,1.87,1.31,0,0.12091723,0.483668918
3,-1.5,9,-2.108696292,-1.797263792,-1.985040813,-2.308430067,2.3,1.55,0,0.031803065,0.270326053
3,-1.5,9,-2.440954689,-2.688446879,-1.857601476,-2.693471658,1.06,1.95,0,0.367994106,0.786169227
3,-1.5,9,-20,-20,-20,0,2.75,1.7,0,0.085601317,0.323382754
3,-1.5,9,-20,-7.884680407,-5.096143656,-8.42554792,2.37,3.18,0,0.464605681,0.542039961
3,-1.5,9,-20,-13.58192855,-5.840320474,0,2.83,1.66,0,0.093262421,0.509356302
3,-1.5,9,-3.442133797,-3.424589184,-6.457672715,-3.837464229,1.26,3.66,0,0.39408289,0.049260361
3,-1.5,9,-2.809206698,-2.209531365,-2.270085763,-3.166478392,2.19,1.82,0,0.173532797,0.600690453
3,-1.5,9,-1.100525559,-1.070782725,-1.083955102,-1.141066405,7.6,4.43,0,0.035589388,0.498251431
3,-1.5,9,-2.244141434,-3.055778316,-1.967227293,-2.550073031,0.89,1.87,0,0.467334182,0.538142391
3,-1.5,9,-1.45800528,-2.168490945,-1.386185888,-1.70643602,0.94,2.37,0,0.196259258,0.997651228
3,-1.5,9,-1.81074324,-1.592496316,-1.687107761,-2.053060084,1.59,1.51,0,0.069560201,0.521701504
3,-1.5,9,-1.581288931,-1.447787563,-1.477329637,-1.597767221,1.42,0.51,0,0.175835948,0.674037801
3,-1.5,9,-1.316925131,-1.230367002,-1.284169588,-1.365416663,2.71,1.48,0,0.062378465,0.561406187
3,-1.5,9,-2.88030117,-2.973066633,-3.549276452,-3.113705484,1.26,3.18,0,0.018911377,0.037822753
3,-1.5,9,-4.007095698,-3.410018146,-2.647443,-4.572194232,1.93,1.79,0,0.296053528,0.592107056
3,-1.5,9,-4.270250015,-3.241046594,-2.601007151,-4.684078942,1.56,1.76,0,0.327319648,0.685812595
3,-1.5,9,-1.597407201,-1.595996659,-1.456841023,-1.790571317,1.26,1.69,0,0.172646667,0.748135557
3,-1.5,9,-2.033569095,-1.967011514,-1.996814857,-2.102424243,1.95,0.82,0,0.023283644,0.372538307
3,-1.5,9,-1.545023029,-1.412779059,-1.456599304,-1.614745987,1.89,1.06,0,0.1299167,0.6495835
3,-1.5,9,-2.631054819,-2.252922912,-2.084623147,-2.992338359,1.78,1.66,0,0.179175047,0.656975174
3,-1.5,9,-3.245688289,-2.563825712,-3.015126725,-3.402419108,1.62,0.69,0,0.100965818,0.343283781
3,-1.5,9,-5.373204479,-3.569159576,-3.985946931,-7.113709953,2.81,1.94,0.02,0.123166818,0.431083864
3,-1.5,9,-2.299326338,-2.993697361,-2.533968431,-2.266277833,0.84,1.45,0,0.490698634,0.627003811
3,-1.5,9,-6.383036909,-4.267122701,-2.615715062,-4.442555272,1.51,3.43,0,0.667975304,0.747226612
3,-1.5,9,-1.421030242,-1.425403129,-1.329554646,-1.596614648,1.63,1.52,0,0.13884256,0.753716756
3,-1.5,9,-4.051997569,-3.350907305,-2.496626729,-4.606573515,1.67,1.57,0,0.349950402,0.674904348
3,-1.5,9,-1.609626479,-1.782889974,-1.461546667,-1.712946681,0.99,1.48,0,0.3041124,0.9123372
3,-1.5,9,-1.624226344,-1.49906206,-1.521590068,-1.789566972,2.03,1.42,0,0.065782591,0.613970848
3,-1.5,9,-1.680282682,-2.142361974,-1.503299282,-1.809565491,1.11,3.21,0,0.402602456,0.961772534
3,-1.5,9,-2.39391898,-2.087737363,-2.273311722,-2.436639453,1.45,0.87,0.02,0.24102481,0.328670195
3,-1.5,9,-1.128749908,-1.101417161,-1.107874078,-1.158317651,10.69,2.3,0,0.037815411,0.756308213
3,-1.5,9,-2.318969121,-2.105943509,-2.057104853,-2.488101784,1.64,1.5,0,0.218191914,0.555397599
3,-1.5,9,-1.4143102,-1.318450076,-1.391899481,-1.469351338,2.16,1.24,0,0.029100809,0.436512135
3,-1.5,9,-1.666087569,-1.46826339,-1.522140934,-1.934139734,1.86,1.94,0,0.123599421,0.617997105
3,-1.5,9,-1.792865694,-1.777056688,-1.587024573,-1.838927336,1.14,1.87,0,0.303473072,0.783972103
3,-1.5,9,-1.693580221,-1.596830207,-1.689741632,-1.754848037,2.15,0.81,0,0.025582727,0.306992723
3,-1.5,9,-2.696280942,-4.03799021,-1.825466201,-2.534081054,1.04,3.08,0,0.743540775,1.079333383
3,-1.5,9,-1.483611536,-2.516175033,-1.434280607,-1.662924885,1.12,1.87,0,0.40060475,1.278853625
3,-1.5,9,-1.471339008,-1.98537424,-1.410454871,-1.655677535,1,2.07,0,0.300832426,0.94010133
3,-1.5,9,-4.668531473,-3.626915007,-4.044142001,-6.224744256,2.19,1.2,0,0.0673807,0.35037964
3,-1.5,9,-5.018397389,-3.790760222,-2.544555101,-5.494861105,1.72,3.1,0,0.410998323,0.719247066
3,-1.5,9,-1.771055321,-1.737761736,-1.567259012,-1.914458013,1.75,1.76,0,0.225299632,0.778307821
3,-1.5,9,-2.857873051,-2.897865425,-2.071050242,-3.258358003,1.31,2.22,0,0.306417228,0.706091874
3,-1.5,9,-2.232830812,-2.260363953,-1.789779672,-2.312668771,1.26,1.82,0,0.354189609,0.812552633
3,-1.5,9,-3.441180001,-3.260559208,-2.158593854,-3.856779105,1.23,2.47,0,0.324144245,0.756336573
3,-1.5,9,-2.203084634,-2.168049629,-2.288523067,-2.195349847,1.53,1.18,0,0.024393734,0.195149873
3,-1.5,9,-1.926852701,-1.69220206,-2.572347035,-2.105790916,2.95,1.34,0,0.019012093,0.266169301
3,-1.5,9,-1.257174422,-2.271143944,-1.335546104,-1.427711424,1.28,2.48,0,0.293280887,1.31976399
3,-1.5,9,-1.766587603,-2.23846445,-1.900693893,-1.792582272,0.98,1.56,0,0.393056244,0.786112488
3,-1.5,9,-2.572804723,-2.181583643,-5.373514771,-2.835755518,1.59,5.04,0,0.140850964,0.035212741
3,-1.5,9,-1.49763155,-1.347957226,-1.612069063,-1.655252179,2.04,5.65,0,0.022493227,0.089972908
3,-1.5,9,-3.382832941,-4.911232761,-2.09193573,-2.917520029,1.01,1.95,0,0.619751743,0.86582964
3,-1.5,9,-1.238662131,-1.151596224,-1.215446574,-1.335534498,2.63,2.5,0,0.029395486,0.411536802
3,-1.5,9,-1.276070437,-1.20372597,-1.268434752,-1.302440548,2.48,3.31,0,0.033923483,0.067846966
3,-1.5,9,-5.434119597,-4.902539797,-2.473996315,-3.796008941,0.77,2.95,0,0.602587343,0.6728892
3,-1.5,9,-8.035692036,-4.335424403,-2.939371717,-8.682930855,2.92,3.38,0,0.411143712,0.706653255
