grilla,L,alfa,MV,alfa.GA,alfa.LN,alfa.LC
0.6001,8,-3,-4.886877062,-3.375003245,-3.159889973,-5.168248281
0.6101,8,-3,-4.89319575,-3.380221866,-3.162624015,-5.174975409
0.6201,8,-3,-4.899057928,-3.353777791,-3.165196031,-5.181324368
0.6301,8,-3,-4.904476252,-3.358474265,-3.167611436,-5.187304814
0.6401,8,-3,-4.909463062,-3.363024381,-3.169875483,-5.192926116
0.6501,8,-3,-4.914030397,-3.367426358,-3.171993271,-5.198197363
0.6601,8,-3,-4.918190004,-3.371678701,-3.173969743,-5.203127377
0.6701,8,-3,-4.92195335,-3.375780192,-3.175809694,-5.207724726
0.6801,8,-3,-4.925331625,-3.379729876,-3.177517773,-5.211997735
0.6901,8,-3,-4.928335754,-3.383527046,-3.179098484,-5.215954494
0.7001,8,-3,-4.93097641,-3.387171229,-3.13043205,-5.219602869
0.7101,8,-3,-4.933264008,-3.39066218,-3.131753979,-5.222950511
0.7201,8,-3,-4.935208726,-3.393999863,-3.13296618,-5.226004863
0.7301,8,-3,-4.9368205,-3.397184444,-3.134072457,-5.22877317
0.7401,8,-3,-4.938109036,-3.40021628,-3.135076498,-5.231262485
0.7501,8,-3,-4.939083818,-3.403095907,-3.135981867,-5.233479676
0.7601,8,-3,-4.939754104,-3.40582403,-3.136792016,-5.235431434
0.7701,8,-3,-4.94012894,-3.377333551,-3.137510284,-5.237124279
0.7801,8,-3,-4.940217163,-3.379713367,-3.138139901,-5.238564563
0.7901,8,-3,-4.940027402,-3.381953934,-3.138683992,-5.23975848
0.8001,8,-3,-4.939568086,-3.384056339,-3.139145577,-5.240712069
0.8101,8,-3,-4.938847447,-3.386021786,-3.139527579,-5.24143122
0.8201,8,-3,-4.937835739,-3.387851587,-3.139832821,-5.241921677
0.8301,8,-3,-4.936622488,-3.389547155,-3.140064033,-5.242189045
0.8401,8,-3,-4.935173046,-3.391109998,-3.140223855,-5.242238795
0.8501,8,-3,-4.933495143,-3.39254171,-3.140314836,-5.242076264
0.8601,8,-3,-4.931596364,-3.393843967,-3.140339439,-5.241706663
0.8701,8,-3,-4.929484157,-3.39501852,-3.140300045,-5.241135078
0.8801,8,-3,-4.927165844,-3.396067186,-3.091740972,-5.240366478
0.8901,8,-3,-4.924600762,-3.396991847,-3.09162724,-5.239405713
0.9001,8,-3,-4.921868141,-3.39779444,-3.091458567,-5.238257522
0.9101,8,-3,-4.918946553,-3.398476953,-3.09123693,-5.236926531
0.9201,8,-3,-4.91584232,-3.399041423,-3.090964232,-5.235417263
0.9301,8,-3,-4.912561614,-3.399489923,-3.090642315,-5.233734135
0.9401,8,-3,-4.90911046,-3.37102884,-3.090272954,-5.231881464
0.9501,8,-3,-4.905494741,-3.371317309,-3.089857863,-5.229863468
0.9601,8,-3,-4.901720208,-3.371501337,-3.089398696,-5.22768427
0.9701,8,-3,-4.897792478,-3.371582904,-3.088897048,-5.2253479
0.9801,8,-3,-4.893717047,-3.371564013,-3.08835446,-5.222858297
0.9901,8,-3,-4.889499294,-3.37144668,-3.087772417,-5.220219312
1.0001,8,-3,-4.885144489,-3.371232936,-3.087152353,-5.21743471
1.0101,8,-3,-4.880657802,-3.37092482,-3.086495651,-5.214508172
1.0201,8,-3,-4.876044311,-3.370524378,-3.085803643,-5.211443298
1.0301,8,-3,-4.871309006,-3.370033659,-3.085077617,-5.208243607
1.0401,8,-3,-4.866456796,-3.369454711,-3.084318813,-5.204912541
1.0501,8,-3,-4.861492508,-3.368789583,-3.083528428,-5.201453468
1.0601,8,-3,-4.856420885,-3.368040318,-3.082707616,-5.197869679
1.0701,8,-3,-4.851192077,-3.367208949,-3.081857491,-5.194164396
1.0801,8,-3,-4.845892365,-3.366297502,-3.035069871,-5.190340768
1.0901,8,-3,-4.840504914,-3.365307992,-3.034239414,-5.186401877
1.1001,8,-3,-4.835024197,-3.364242418,-3.033383678,-5.182350737
1.1101,8,-3,-4.82945405,-3.363102764,-3.032503579,-5.178190298
1.1201,8,-3,-4.823798206,-3.361890999,-3.031600004,-5.173923444
1.1301,8,-3,-4.818060296,-3.36060907,-3.030673807,-5.169552999
1.1401,8,-3,-4.812243855,-3.359258904,-3.029725812,-5.165081724
1.1501,8,-3,-4.806352316,-3.357842409,-3.028756814,-5.160512323
1.1601,8,-3,-4.800389019,-3.356361466,-3.027767579,-5.155847439
1.1701,8,-3,-4.794357209,-3.354817933,-3.026758847,-5.15108966
1.1801,8,-3,-4.788260036,-3.353213643,-3.025731332,-5.146241519
1.1901,8,-3,-4.78210056,-3.351550402,-3.024685723,-5.141305493
1.2001,8,-3,-4.775941404,-3.349829989,-3.023622685,-5.136284008
1.2101,8,-3,-4.769670901,-3.348054154,-3.02254286,-5.131179437
1.2201,8,-3,-4.76334678,-3.346224618,-3.021446867,-5.125994104
1.2301,8,-3,-4.756971739,-3.344343074,-3.020335306,-5.120730282
1.2401,8,-3,-4.750548401,-3.342411184,-3.019208755,-5.115340197
1.2501,8,-3,-4.744079304,-3.316632395,-3.018067773,-5.109926027
1.2601,8,-3,-4.737566914,-3.314734714,-3.016912901,-5.104439906
1.2701,8,-3,-4.73101362,-3.312791838,-3.015744663,-5.098883921
1.2801,8,-3,-4.724421741,-3.310805216,-3.014561191,-5.093260116
1.2901,8,-3,-4.717793524,-3.308776268,-3.013367109,-5.087570492
1.3001,8,-3,-4.711131147,-3.306706387,-3.012161239,-5.081817008
1.3101,8,-3,-4.704436718,-3.304596936,-3.010943722,-5.076001582
1.3201,8,-3,-4.697712285,-3.302449249,-3.009715086,-5.070126093
1.3301,8,-3,-4.690959826,-3.300264635,-3.008475746,-5.064192382
1.3401,8,-3,-4.684181263,-3.298044373,-3.007226103,-5.058199159
1.3501,8,-3,-4.67737845,-3.29578971,-3.005965023,-5.052150313
1.3601,8,-3,-4.670553189,-3.293501866,-3.00469729,-5.046048223
1.3701,8,-3,-4.663707219,-3.291182034,-2.96104401,-5.03989456
1.3801,8,-3,-4.656842227,-3.288831381,-2.959841101,-5.033690958
1.3901,8,-3,-4.649959842,-3.286451042,-2.958629834,-5.027439014
1.4001,8,-3,-4.643061643,-3.284042126,-2.957410519,-5.021140294
1.4101,8,-3,-4.636149155,-3.281605714,-2.956183457,-5.014796328
1.4201,8,-3,-4.629223853,-3.279142859,-2.954948937,-5.008408612
1.4301,8,-3,-4.622287165,-3.276654589,-2.953707239,-5.001978612
1.4401,8,-3,-4.615340469,-3.274141905,-2.952458633,-4.995507761
1.4501,8,-3,-4.608385098,-3.271605779,-2.951203379,-4.988997461
1.4601,8,-3,-4.60142234,-3.269047162,-2.949941746,-4.982449083
1.4701,8,-3,-4.59445344,-3.266466974,-2.948673947,-4.97586397
1.4801,8,-3,-4.587479597,-3.263866113,-2.947400233,-4.969243435
1.4901,8,-3,-4.580501974,-3.261245454,-2.946120831,-4.962588761
1.5001,8,-3,-4.573521689,-3.258605842,-2.94483596,-4.955901206
1.5101,8,-3,-4.566539824,-3.255948105,-2.943545834,-4.949181998
1.5201,8,-3,-4.559557422,-3.253273042,-2.942250658,-4.942432341
1.5301,8,-3,-4.552575489,-3.250581431,-2.940950631,-4.935653409
1.5401,8,-3,-4.545594995,-3.268001296,-2.939645945,-4.928846354
1.5501,8,-3,-4.538616876,-3.265162586,-2.938336787,-4.922012301
1.5601,8,-3,-4.531642034,-3.262310495,-2.937023335,-4.915152351
1.5701,8,-3,-4.524671338,-3.259445727,-2.935705766,-4.90826758
1.5801,8,-3,-4.517705626,-3.256568959,-2.934384246,-4.901359042
1.5901,8,-3,-4.510745703,-3.25368085,-2.933058939,-4.894427767
1.6001,8,-3,-4.503792348,-3.250782036,-2.931730003,-4.887474762
1.6101,8,-3,-4.496846307,-3.247873133,-2.93039759,-4.880501013
1.6201,8,-3,-4.489908298,-3.244954737,-2.929061849,-4.873507483
1.6301,8,-3,-4.482979014,-3.242027425,-2.927722922,-4.866495116
1.6401,8,-3,-4.476059121,-3.239091755,-2.926380949,-4.859464832
1.6501,8,-3,-4.469149258,-3.236148264,-2.925036064,-4.852417534
1.6601,8,-3,-4.462250039,-3.233197475,-2.923688397,-4.845354104
1.6701,8,-3,-4.455362054,-3.230239891,-2.922338073,-4.838275402
1.6801,8,-3,-4.448485871,-3.227275999,-2.920971066,-4.831182274
1.6901,8,-3,-4.441622034,-3.224306269,-2.919629681,-4.824075543
1.7001,8,-3,-4.434771064,-3.221331156,-2.918271686,-4.816956016
1.7101,8,-3,-4.427933462,-3.218351097,-2.916911119,-4.809824482
1.7201,8,-3,-4.421109709,-3.215366517,-2.915550757,-4.802681712
1.7301,8,-3,-4.414300263,-3.212377826,-2.914186934,-4.79552846
1.7401,8,-3,-4.407505565,-3.209385417,-2.912821235,-4.788365465
1.7501,8,-3,-4.400726037,-3.206389673,-2.91145376,-4.781193447
1.7601,8,-3,-4.393962081,-3.203390961,-2.910084606,-4.774013113
1.7701,8,-3,-4.387214083,-3.200389636,-2.908713866,-4.766825153
1.7801,8,-3,-4.380482412,-3.197386041,-2.90734163,-4.759630241
1.7901,8,-3,-4.373767419,-3.194380507,-2.868070683,-4.752429038
1.8001,8,-3,-4.36706944,-3.191373351,-2.866775081,-4.745222191
1.8101,8,-3,-4.360388794,-3.188364883,-2.86547812,-4.73801033
1.8201,8,-3,-4.353725788,-3.185355397,-2.864179878,-4.730794075
1.8301,8,-3,-4.347080711,-3.18234518,-2.862880431,-4.723567804
1.8401,8,-3,-4.34045384,-3.179334506,-2.86157985,-4.716343805
1.8501,8,-3,-4.333845436,-3.176323642,-2.860278208,-4.709117102
1.8601,8,-3,-4.327255751,-3.173312843,-2.858975575,-4.701888252
1.8701,8,-3,-4.32068502,-3.170302355,-2.857672018,-4.694657801
1.8801,8,-3,-4.314133468,-3.167292415,-2.856367602,-4.687426281
1.8901,8,-3,-4.307601307,-3.164283251,-2.855062393,-4.680194212
1.9001,8,-3,-4.301088738,-3.161275084,-2.853756453,-4.672962104
1.9101,8,-3,-4.294595951,-3.158268125,-2.85244984,-4.665729921
1.9201,8,-3,-4.288123124,-3.155262576,-2.851142612,-4.658498603
1.9301,8,-3,-4.281670425,-3.152258633,-2.849834826,-4.651268649
1.9401,8,-3,-4.275238013,-3.149256485,-2.848526535,-4.64404052
1.9501,8,-3,-4.268826037,-3.146256312,-2.847217791,-4.636814663
1.9601,8,-3,-4.262434635,-3.143258286,-2.845908644,-4.629591516
1.9701,8,-3,-4.256063937,-3.140251559,-2.844599143,-4.622371505
1.9801,8,-3,-4.249714065,-3.137269384,-2.843289335,-4.615155049
1.9901,8,-3,-4.24338513,-3.134278593,-2.841979266,-4.607942554
2.0001,8,-3,-4.237077237,-3.131290897,-2.840668981,-4.600734415
2.0101,8,-3,-4.230790483,-3.128305977,-2.839358524,-4.593531021
2.0201,8,-3,-4.224524957,-3.125324108,-2.838047992,-4.586332749
2.0301,8,-3,-4.218280738,-3.122345415,-2.836737306,-4.579139968
2.0401,8,-3,-4.212057903,-3.119370025,-2.835426577,-4.571953036
2.0501,8,-3,-4.205821535,-3.116398346,-2.834115845,-4.564772304
2.0601,8,-3,-4.199645485,-3.113429883,-2.832805149,-4.557598114
2.0701,8,-3,-4.193490883,-3.11046506,-2.831494526,-4.550430798
2.0801,8,-3,-4.187357756,-3.107503977,-2.830184925,-4.543270681
2.0901,8,-3,-4.181246125,-3.104546728,-2.828874227,-4.53611808
2.1001,8,-3,-4.175156004,-3.10159342,-2.827563815,-4.528973304
2.1101,8,-3,-4.169087396,-3.098644118,-2.826253697,-4.521836651
2.1201,8,-3,-4.163040298,-3.09569892,-2.82494388,-4.514708417
2.1301,8,-3,-4.157014701,-3.0927579,-2.823634381,-4.507588885
2.1401,8,-3,-4.151010591,-3.089821133,-2.822325215,-4.500478335
2.1501,8,-3,-4.145027957,-3.086888688,-2.821016404,-4.493377035
2.1601,8,-3,-4.139066796,-3.083960632,-2.819707972,-4.486285251
2.1701,8,-3,-4.133115813,-3.081037026,-2.818399942,-4.479203239
2.1801,8,-3,-4.127216741,-3.078117929,-2.817092342,-4.472131248
2.1901,8,-3,-4.12131647,-3.075203395,-2.815784167,-4.465069522
2.2001,8,-3,-4.115439155,-3.072293476,-2.814478161,-4.458018298
2.2101,8,-3,-4.109584335,-3.06938822,-2.813172277,-4.450961095
2.2201,8,-3,-4.103751702,-3.066487671,-2.811866733,-4.44393221
2.2301,8,-3,-4.097941051,-3.06359187,-2.810561768,-4.436914496
2.2401,8,-3,-4.092152247,-3.060700855,-2.809257182,-4.429908163
2.2501,8,-3,-4.086385196,-3.057814663,-2.807953311,-4.422913419
2.2601,8,-3,-4.080658618,-3.054933324,-2.806650082,-4.415930461
2.2701,8,-3,-4.074922126,-3.067086184,-2.805347509,-4.408959485
2.2801,8,-3,-4.069211093,-3.064153516,-2.8040456,-4.402000679
2.2901,8,-3,-4.06352458,-3.061226202,-2.802744367,-4.395054227
2.3001,8,-3,-4.057861837,-3.058304256,-2.801443826,-4.388120307
2.3101,8,-3,-4.052222262,-3.055387689,-2.800143996,-4.381199091
2.3201,8,-3,-4.046620103,-3.051923804,-2.796553016,-4.374290748
2.3301,8,-3,-4.041025118,-3.047422336,-2.788609586,-4.36739544
2.3401,8,-3,-4.035451419,-3.042949855,-2.780723062,-4.360513326
2.3501,8,-3,-4.02988698,-3.038506096,-2.772892975,-4.353644558
2.3601,8,-3,-4.024357337,-3.034090794,-2.765118863,-4.346789285
2.3701,8,-3,-4.0188489,-3.029703689,-2.791009473,-4.339947651
2.3801,8,-3,-4.013361494,-3.02534452,-2.783289919,-4.333119797
2.3901,8,-3,-4.007894971,-3.021013031,-2.775624481,-4.326305857
2.4001,8,-3,-4.002449206,-3.016708966,-2.76801272,-4.319505962
2.4101,8,-3,-3.99702409,-3.012432075,-2.7604542,-4.312720239
2.4201,8,-3,-3.991619536,-3.008182106,-2.752948485,-4.305948811
2.4301,8,-3,-3.98623547,-3.003958813,-2.779523568,-4.299191797
2.4401,8,-3,-3.980871833,-3.014688906,-2.772067219,-4.292449311
2.4501,8,-3,-3.975528583,-3.010438125,-2.764661159,-4.285721465
2.4601,8,-3,-3.97020569,-3.006213462,-2.757306004,-4.279008228
2.4701,8,-3,-3.964905254,-3.002014681,-2.750000628,-4.272309619
2.4801,8,-3,-3.959621945,-2.997841548,-2.742746327,-4.265625973
2.4901,8,-3,-3.954360005,-2.993693834,-2.735545244,-4.25895739
2.5001,8,-3,-3.94911828,-2.989571309,-2.762801014,-4.25230396
2.5101,8,-3,-3.943896692,-2.985473749,-2.755638156,-4.245665776
2.5201,8,-3,-3.938695161,-2.981400931,-2.748523148,-4.239042922
2.5301,8,-3,-3.933513608,-2.977352634,-2.741456478,-4.232435484
2.5401,8,-3,-3.928351953,-2.973328643,-2.734436127,-4.225843541
2.5501,8,-3,-3.923210114,-2.969328742,-2.727462515,-4.21926717
2.5601,8,-3,-3.918088009,-2.965352719,-2.755421927,-4.212706445
2.5701,8,-3,-3.912985556,-2.961400367,-2.748486643,-4.206161438
2.5801,8,-3,-3.907902671,-2.972566023,-2.741596598,-4.199632218
2.5901,8,-3,-3.902839271,-2.968579926,-2.734751445,-4.193118849
2.6001,8,-3,-3.897795271,-2.964617055,-2.727950837,-4.186621394
2.6101,8,-3,-3.892770586,-2.960677214,-2.721194433,-4.180139914
2.6201,8,-3,-3.88776513,-2.95676021,-2.714481891,-4.173674465
2.6301,8,-3,-3.882778797,-2.95286585,-2.743141176,-4.167225103
2.6401,8,-3,-3.877811545,-2.948993946,-2.736462062,-4.160791879
2.6501,8,-3,-3.872863264,-2.945144313,-2.729825418,-4.154374844
2.6601,8,-3,-3.867933867,-2.941316768,-2.723230925,-4.147974045
2.6701,8,-3,-3.863023268,-2.93751113,-2.716678265,-4.141589526
2.6801,8,-3,-3.858131378,-2.93372722,-2.710167124,-4.135221331
2.6901,8,-3,-3.85325811,-2.929962668,-2.703697185,-4.1288695
2.7001,8,-3,-3.848403376,-2.926221777,-2.733065617,-4.12253407
2.7101,8,-3,-3.843567089,-2.922502095,-2.726624832,-4.116215078
2.7201,8,-3,-3.83874916,-2.918803453,-2.720223956,-4.109912557
2.7301,8,-3,-3.833949501,-2.915125686,-2.713862694,-4.10362654
2.7401,8,-3,-3.829168023,-2.926710002,-2.707540754,-4.097357056
2.7501,8,-3,-3.824404637,-2.92299271,-2.701257846,-4.091104175
2.7601,8,-3,-3.819659256,-2.919295995,-2.695013681,-4.084867837
2.7701,8,-3,-3.81493179,-2.915619702,-2.688807971,-4.078648109
2.7801,8,-3,-3.810222152,-2.911963681,-2.718883669,-4.072445013
2.7901,8,-3,-3.805530252,-2.908327781,-2.712702492,-4.06625857
2.8001,8,-3,-3.800856002,-2.904711854,-2.706558575,-4.060088799
2.8101,8,-3,-3.796199313,-2.901115757,-2.700451652,-4.053935715
2.8201,8,-3,-3.791560097,-2.897539344,-2.694381453,-4.047799334
2.8301,8,-3,-3.786938266,-2.893982476,-2.688347714,-4.041679669
2.8401,8,-3,-3.782333731,-2.890445012,-2.68235017,-4.035576363
2.8501,8,-3,-3.777746405,-2.886926815,-2.676388557,-4.029489043
2.8601,8,-3,-3.773176198,-2.883427749,-2.707184122,-4.023418479
2.8701,8,-3,-3.768623024,-2.87994768,-2.701243243,-4.017364678
2.8801,8,-3,-3.764086794,-2.876486477,-2.6953372,-4.011327646
2.8901,8,-3,-3.759567421,-2.873044008,-2.689465124,-4.005307388
2.9001,8,-3,-3.755064819,-2.869620146,-2.683627983,-3.999303906
2.9101,8,-3,-3.750578898,-2.866214762,-2.677824946,-3.993317204
2.9201,8,-3,-3.746109573,-2.878221122,-2.672055752,-3.987347281
2.9301,8,-3,-3.741656757,-2.874771798,-2.666320199,-3.981394136
2.9401,8,-3,-3.737220363,-2.8713408,-2.66061803,-3.975457767
2.9501,8,-3,-3.732800306,-2.86792801,-2.692126787,-3.969538171
2.9601,8,-3,-3.728396498,-2.864533309,-2.686441156,-3.963635343
2.9701,8,-3,-3.724008855,-2.86115658,-2.680787899,-3.957749277
2.9801,8,-3,-3.71963729,-2.85779771,-2.675166793,-3.951879966
2.9901,8,-3,-3.715281708,-2.854456583,-2.669577616,-3.946027401
3.0001,8,-3,-3.710942036,-2.851133087,-2.664020147,-3.940191575
3.0101,8,-3,-3.70661819,-2.84782711,-2.658494169,-3.934372475
3.0201,8,-3,-3.702310085,-2.844538542,-2.652999463,-3.928570091
3.0301,8,-3,-3.698017639,-2.841267273,-2.647535811,-3.922784409
3.0401,8,-3,-3.693740765,-2.838013194,-2.642102999,-3.917015418
3.0501,8,-3,-3.689479382,-2.834776199,-2.674320718,-3.911263101
3.0601,8,-3,-3.685233406,-2.831556179,-2.668900302,-3.905527443
3.0701,8,-3,-3.681002754,-2.828353031,-2.663509809,-3.899808428
3.0801,8,-3,-3.676787343,-2.825166648,-2.658149035,-3.894106038
3.0901,8,-3,-3.672587092,-2.821996927,-2.652817782,-3.888420256
3.1001,8,-3,-3.668401919,-2.818843765,-2.64751585,-3.882801062
3.1101,8,-3,-3.664231742,-2.81570706,-2.642243042,-3.877148435
3.1201,8,-3,-3.66007648,-2.812586711,-2.63699916,-3.871512356
3.1301,8,-3,-3.655936053,-2.809482616,-2.631751741,-3.865892802
3.1401,8,-3,-3.65181038,-2.821841078,-2.626597394,-3.860289751
3.1501,8,-3,-3.647693097,-2.818690518,-2.659537551,-3.854703179
3.1601,8,-3,-3.643597777,-2.815556173,-2.654359955,-3.849133064
3.1701,8,-3,-3.639516817,-2.812437946,-2.649210056,-3.843579379
3.1801,8,-3,-3.635450156,-2.80933574,-2.644087672,-3.8380421
3.1901,8,-3,-3.631400555,-2.806249459,-2.638992622,-3.8325212
3.2001,8,-3,-3.627353507,-2.803179008,-2.633924727,-3.827016653
3.2101,8,-3,-3.623331652,-2.800124291,-2.628883808,-3.821528431
3.2201,8,-3,-3.61932303,-2.797085215,-2.623869688,-3.816056506
3.2301,8,-3,-3.615330286,-2.794061686,-2.618882189,-3.810600849
3.2401,8,-3,-3.611347801,-2.791053609,-2.613921135,-3.805161432
3.2501,8,-3,-3.607379223,-2.788060892,-2.608986352,-3.799738223
3.2601,8,-3,-3.603424473,-2.785083443,-2.642644642,-3.794331194
3.2701,8,-3,-3.599497568,-2.78212177,-2.637715571,-3.788940311
3.2801,8,-3,-3.595566148,-2.779173981,-2.632811929,-3.783565545
3.2901,8,-3,-3.591649433,-2.776241785,-2.62793379,-3.778206863
3.3001,8,-3,-3.587747076,-2.773324492,-2.623080754,-3.772864231
3.3101,8,-3,-3.58385879,-2.770422011,-2.61825274,-3.767537618
3.3201,8,-3,-3.579984338,-2.767534252,-2.613449587,-3.76222699
3.3301,8,-3,-3.576123522,-2.764661127,-2.608671135,-3.756932312
3.3401,8,-3,-3.572276176,-2.761802547,-2.603917226,-3.75165355
3.3501,8,-3,-3.568442158,-2.758958423,-2.599187702,-3.746390669
3.3601,8,-3,-3.564621345,-2.756128666,-2.594482405,-3.741143633
3.3701,8,-3,-3.560813631,-2.753313191,-2.628874816,-3.735912408
3.3801,8,-3,-3.557018917,-2.766166838,-2.624172615,-3.730696956
3.3901,8,-3,-3.553237117,-2.763304043,-2.619493941,-3.725497241
3.4001,8,-3,-3.549468147,-2.760455529,-2.61483865,-3.720313226
3.4101,8,-3,-3.545711931,-2.757621209,-2.610206595,-3.715144873
3.4201,8,-3,-3.541968393,-2.754800997,-2.605597633,-3.709992146
3.4301,8,-3,-3.538237462,-2.751994806,-2.601011581,-3.704855006
3.4401,8,-3,-3.534519066,-2.749203778,-2.596448409,-3.699733415
3.4501,8,-3,-3.530813138,-2.74642528,-2.591907861,-3.694627334
3.4601,8,-3,-3.527117201,-2.743660551,-2.587389834,-3.689536724
3.4701,8,-3,-3.523436909,-2.740909507,-2.582894187,-3.684461545
3.4801,8,-3,-3.519768563,-2.738172062,-2.578420779,-3.679401759
3.4901,8,-3,-3.5161122,-2.735448132,-2.573969472,-3.674357326
3.5001,8,-3,-3.512467827,-2.732737633,-2.609075393,-3.669328204
3.5101,8,-3,-3.50883543,-2.730040482,-2.604624253,-3.664314355
3.5201,8,-3,-3.505214976,-2.727356594,-2.600194582,-3.659315737
3.5301,8,-3,-3.501699237,-2.724685887,-2.59578625,-3.65433231
3.5401,8,-3,-3.498072258,-2.722028279,-2.591399129,-3.649364033
3.5501,8,-3,-3.494465446,-2.719383687,-2.587033089,-3.644410863
3.5601,8,-3,-3.49087681,-2.716752029,-2.582688004,-3.639472761
3.5701,8,-3,-3.487304714,-2.714133225,-2.578363746,-3.634549683
3.5801,8,-3,-3.483747826,-2.711527192,-2.574060188,-3.629641589
3.5901,8,-3,-3.480205083,-2.70893385,-2.569777216,-3.624748436
3.6001,8,-3,-3.476675224,-2.706353119,-2.565514674,-3.619870182
3.6101,8,-3,-3.473163929,-2.70378492,-2.561272467,-3.615006785
3.6201,8,-3,-3.469658156,-2.701229172,-2.557050462,-3.610158201
3.6301,8,-3,-3.466164439,-2.698685796,-2.552848535,-3.605324389
3.6401,8,-3,-3.462682424,-2.696154715,-2.588663812,-3.600505305
3.6501,8,-3,-3.459211566,-2.693635849,-2.584459385,-3.595700907
